Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z
19.718,18.4094,19.1302,20.668,18.4724,18.5835,20.2504,18.6756,19.7912,20.5858,17.9772,21.7589,18.4584,17.6158,19.2287,23.1975,17.5914,14.935,23.6372,15.6197,11.6776,24.1992,14.1032,9.303,23.0982,13.4798,6.4002,22.2173,15.9589,11.9153,21.7672,14.66,10.1335,20.4556,13.273,8.7497,19.893,16.0355,13.7808,18.3405,14.9717,13.2054,16.6278,13.6346,12.9849,16.2948,15.7832,23.8663,14.8873,16.196,22.911,NaN,NaN,NaN,20.6103,17.1803,23.2352,18.7101,16.0977,23.6906
19.8205,18.457,19.1391,20.7756,18.5375,18.6189,20.3303,18.7436,19.8016,20.6438,18.1069,21.7706,18.5573,17.6625,19.2194,23.4421,17.6386,15.0652,23.9632,15.7037,11.8927,24.6537,14.1005,9.5558,23.6411,13.3725,6.6435,22.5644,15.958,12.0792,22.1913,14.6182,10.3142,20.9942,13.1581,8.9298,20.1837,16.0532,13.8908,18.6911,14.905,13.2922,17.0853,13.7644,13.0405,16.3458,15.8788,23.8544,14.9816,16.0653,22.8964,NaN,NaN,NaN,20.6334,17.2673,23.227,18.7417,16.2354,23.6874
19.9127,18.5117,19.1515,20.8788,18.6099,18.659,20.4106,18.8269,19.814,20.6775,18.1646,21.752,18.6543,17.7115,19.2167,23.6522,17.7411,15.2109,24.3202,15.7232,12.0986,25.0975,14.113,9.8252,24.1816,13.3287,6.9065,22.8981,15.9655,12.255,22.5995,14.5934,10.5054,21.5752,13.3079,9.0859,20.4773,16.0484,13.9987,19.0267,14.8499,13.402,17.4733,13.6403,13.1432,16.3975,15.9794,23.8364,NaN,NaN,NaN,NaN,NaN,NaN,20.6882,17.2997,23.2,18.7927,16.2728,23.6492
20.0031,18.5855,19.1667,20.9732,18.6943,18.7043,20.4837,18.9124,19.8333,20.7456,18.2874,21.7477,18.7421,17.7635,19.2218,23.8688,17.8425,15.3887,24.6517,15.7708,12.31,25.5292,14.1339,10.1134,24.7096,13.2585,7.1922,23.2294,15.9918,12.4409,23.0045,14.5943,10.7191,22.0064,13.1923,9.2987,20.7821,16.0216,14.1162,19.3354,14.7693,13.5113,17.844,13.5632,13.2624,16.4552,16.0785,23.8199,NaN,NaN,NaN,NaN,NaN,NaN,20.7176,17.3627,23.1823,18.8066,16.3834,23.6745
20.0857,18.6741,19.1866,21.0596,18.7914,18.7483,20.557,19.0005,19.8477,20.7979,18.3859,21.7424,18.8297,17.828,19.2226,24.0646,17.95,15.5307,24.969,15.8413,12.5431,25.9526,14.19,10.4452,25.2262,13.2042,7.5002,23.5387,16.0361,12.6393,23.3965,14.597,10.9466,22.4449,13.3712,9.5043,21.0491,16.0585,14.2455,19.6841,14.7808,13.6408,18.201,13.5012,13.3863,16.5176,16.156,23.7982,NaN,NaN,NaN,NaN,NaN,NaN,20.7678,17.508,23.2035,18.8663,16.5618,23.652
20.1489,18.732,19.2149,21.1392,18.8971,18.7991,20.6211,19.0915,19.8665,20.8565,18.4857,21.733,18.9059,17.8975,19.2355,24.2402,18.1202,15.7239,25.2731,15.939,12.785,26.3397,14.2504,10.7357,25.7387,13.2048,7.8266,23.8381,16.0942,12.8517,23.7717,14.6131,11.1831,22.9364,13.5067,9.7521,21.2998,16.0906,14.3775,19.9745,14.7289,13.763,18.5515,13.3999,13.5265,16.5896,16.2454,23.7777,NaN,NaN,NaN,NaN,NaN,NaN,20.8216,17.5845,23.156,18.9018,16.6397,23.6055
20.2197,18.8549,19.2385,21.2134,18.9939,18.8467,20.6875,19.1887,19.8881,20.9138,18.5585,21.7265,18.9773,17.9775,19.2467,24.3974,18.2914,15.8838,25.5646,16.0616,13.0436,26.7279,14.3413,11.0694,26.2268,13.1474,8.1817,24.1195,16.16,13.062,24.1432,14.6694,11.4403,23.4047,13.2084,10.0623,21.5613,16.2084,14.5061,20.2919,14.7453,13.9188,18.8999,13.3112,13.6761,16.652,16.3433,23.7609,NaN,NaN,NaN,NaN,NaN,NaN,20.8678,17.6184,23.1374,18.9724,16.7464,23.6333
20.2973,18.934,19.2638,21.2781,19.0999,18.891,20.7421,19.2764,19.9037,20.969,18.6516,21.7156,19.0427,18.0426,19.2541,24.5485,18.4508,16.0494,25.8416,16.1879,13.3041,27.0889,14.4739,11.4002,26.7168,13.1984,8.5534,24.3922,16.2566,13.2824,24.4932,14.7281,11.7031,23.8239,13.085,10.3671,21.7856,16.2908,14.6569,20.6159,15.0182,14.0464,19.2192,13.4008,13.8174,16.7167,16.4332,23.7425,NaN,NaN,NaN,NaN,NaN,NaN,20.909,17.7053,23.12,18.9864,16.8425,23.5797
20.3262,18.9864,19.2969,21.3347,19.2162,18.9415,20.7967,19.3794,19.9261,21.0108,18.7358,21.6923,19.0773,18.1646,19.2747,24.6664,18.6566,16.2215,26.0871,16.35,13.56,27.4369,14.6037,11.7458,27.1662,13.196,8.9427,24.6427,16.3752,13.507,24.8859,15.0682,11.9506,24.2464,13.2634,10.6524,22.0025,16.331,14.8006,20.8906,15.0635,14.2019,19.5417,13.4666,13.9813,16.7829,16.5237,23.7234,NaN,NaN,NaN,NaN,NaN,NaN,20.9411,17.8628,23.1133,19.028,16.9646,23.5672
20.4026,19.1648,19.32,21.3832,19.3285,18.9895,20.8443,19.481,19.9383,21.0798,18.7757,21.6565,19.141,18.3431,19.2683,24.7778,18.8418,16.3708,26.3312,16.512,13.8152,27.7695,14.7521,12.0914,27.6079,13.2632,9.3471,24.8954,16.5327,13.7285,25.2102,15.1469,12.2283,24.6509,13.3323,10.9676,22.2106,16.5115,14.9562,21.1519,15.1087,14.3645,19.8669,13.3882,14.1571,16.853,16.6055,23.7029,NaN,NaN,NaN,NaN,NaN,NaN,21.0115,17.9654,23.1017,19.0719,17.025,23.5592
20.4504,19.3446,19.3363,21.42,19.4567,19.0344,20.8916,19.5901,19.9572,21.1346,18.9356,21.6652,19.177,18.4267,19.276,24.8893,19.043,16.5448,26.5324,16.694,14.0464,28.0749,14.9435,12.4467,28.0304,13.3554,9.7583,25.1567,16.8981,13.9393,25.511,15.2662,12.5138,25.0384,13.3054,11.3061,22.4112,16.6035,15.1085,21.3948,15.1847,14.5255,20.17,13.4037,14.3304,16.9233,16.7048,23.6893,NaN,NaN,NaN,NaN,NaN,NaN,21.039,17.9776,23.0567,19.1005,17.1308,23.5366
20.4821,19.4449,19.3602,21.4823,19.6868,19.0669,20.9278,19.6854,19.9649,21.1723,19.0023,21.636,19.2105,18.5147,19.2772,24.9595,19.2094,16.7058,26.749,16.8845,14.3098,28.3686,15.1463,12.8172,28.4304,13.4405,10.1778,25.362,17.0536,14.1638,25.7958,15.4097,12.7957,25.3982,13.3887,11.6441,22.5941,16.6388,15.2746,21.6292,15.2486,14.6933,20.465,13.3947,14.5111,16.9908,16.8003,23.6738,NaN,NaN,NaN,NaN,NaN,NaN,21.0916,18.0588,23.0435,19.1616,17.2445,23.5135
20.508,19.5642,19.3832,21.4751,19.7596,19.1047,20.9712,19.8773,19.9704,21.2324,19.1129,21.6239,19.2435,18.4965,19.2779,25.0419,19.6163,16.857,26.9362,17.1141,14.5723,28.6312,15.3863,13.1668,28.8212,13.6237,10.5979,25.5476,17.2297,14.3909,26.0542,15.5601,13.0742,25.7353,13.4709,11.9764,22.7473,16.9476,15.3938,21.8548,15.3014,14.866,NaN,NaN,NaN,17.0572,16.8951,23.66,NaN,NaN,NaN,NaN,NaN,NaN,21.1533,18.2557,23.0575,19.2079,17.3573,23.5105
20.5269,19.6844,19.3981,21.4847,19.8817,19.1409,21.0124,20.0106,19.9321,21.2918,19.2255,21.5934,19.2686,18.4896,19.3072,25.0927,19.8436,17.0162,27.0952,17.4678,14.7576,28.8757,15.5873,13.4873,29.1726,13.7556,11.0224,25.718,17.4168,14.6153,26.2971,15.7351,13.3493,26.0546,13.6395,12.3026,22.8875,17.0855,15.5384,22.0491,15.4227,15.0258,NaN,NaN,NaN,17.1281,16.9911,23.6436,NaN,NaN,NaN,NaN,NaN,NaN,21.2097,18.2936,23.0046,19.2552,17.4588,23.4837
20.5429,19.8169,19.4168,21.4953,20.0283,19.1723,21.0516,20.0395,19.9819,21.3471,19.3101,21.5747,NaN,NaN,NaN,25.1308,20.0836,17.1725,27.2616,17.8073,15.023,29.106,15.8501,13.8535,29.5046,13.9591,11.4394,25.8683,17.6182,14.8308,26.5248,15.9321,13.6224,NaN,NaN,NaN,23.0183,17.2688,15.6872,22.231,15.5594,15.1784,NaN,NaN,NaN,17.1938,17.0868,23.6328,NaN,NaN,NaN,NaN,NaN,NaN,21.2443,18.3236,22.9653,19.2833,17.4757,23.4446
20.5496,19.9784,19.4266,21.4988,20.1838,19.2009,21.0748,20.2935,19.9842,21.3976,19.3939,21.5452,NaN,NaN,NaN,25.1487,20.3156,17.3154,27.3797,18.0363,15.2709,29.295,16.1029,14.1627,29.8001,14.1438,11.8521,26.0156,17.8517,15.0273,26.728,16.1458,13.8915,NaN,NaN,NaN,23.1304,17.44,15.8208,22.3969,15.7318,15.3399,21.418,13.6142,15.2788,17.2632,17.1892,23.6225,NaN,NaN,NaN,NaN,NaN,NaN,21.3139,18.4325,22.9708,19.3753,17.6688,23.433
20.5515,20.0361,19.4597,21.4935,20.319,19.2318,21.0725,20.4007,20.0182,21.4647,19.4695,21.5255,NaN,NaN,NaN,25.1614,20.5654,17.4581,27.4856,18.2951,15.498,29.4696,16.3927,14.5061,30.0689,14.3464,12.2663,26.1154,18.0511,15.2369,26.9056,16.3393,14.1556,NaN,NaN,NaN,23.2364,17.6019,15.9505,22.5406,15.9203,15.4993,21.6258,13.7411,15.4507,17.3301,17.2683,23.6078,NaN,NaN,NaN,NaN,NaN,NaN,21.3509,18.5243,22.9678,19.4317,17.7446,23.3965
NaN,NaN,NaN,21.4809,20.4867,19.2531,21.0785,20.48,19.9977,21.5133,19.5892,21.5111,NaN,NaN,NaN,25.158,20.8238,17.5901,27.5681,18.558,15.7253,29.6162,16.6714,14.8092,30.3069,14.5828,12.66,26.2318,18.338,15.4367,27.0632,16.5753,14.4177,NaN,NaN,NaN,23.3217,17.7739,16.083,22.6755,16.0667,15.6557,21.8112,13.8564,15.6098,17.4006,17.354,23.5894,NaN,NaN,NaN,NaN,NaN,NaN,21.4329,18.7227,22.9205,19.5003,17.8267,23.4191
NaN,NaN,NaN,21.4685,20.6561,19.2823,21.087,20.6123,19.9966,21.5713,19.6826,21.4823,NaN,NaN,NaN,25.1381,21.0676,17.7144,27.6344,18.8139,15.9404,29.739,16.9991,15.1317,30.4604,14.6081,13.0689,26.281,18.5143,15.6381,27.1982,16.7768,14.6661,NaN,NaN,NaN,23.3884,17.9955,16.2113,22.7885,16.2235,15.8127,21.9766,14.0196,15.7675,17.4686,17.4327,23.5676,NaN,NaN,NaN,NaN,NaN,NaN,21.486,18.6844,22.911,19.5595,17.9459,23.3612
NaN,NaN,NaN,21.4528,20.6361,19.3442,21.0939,20.7732,19.9968,21.6284,19.7916,21.4567,NaN,NaN,NaN,25.1168,21.3337,17.8307,27.677,19.0663,16.1466,29.8322,17.2607,15.4116,30.647,14.882,13.4386,26.3641,18.8088,15.8122,27.3105,17.0229,14.9172,27.4445,14.5618,14.2501,23.451,18.2107,16.3292,22.8914,16.4001,15.9457,22.1127,14.2138,15.92,17.5318,17.5229,23.5514,NaN,NaN,NaN,NaN,NaN,NaN,21.5428,18.7707,22.8816,19.6236,18.0372,23.3262
NaN,NaN,NaN,NaN,NaN,NaN,21.1009,20.8875,20.0152,21.6805,19.8762,21.4198,NaN,NaN,NaN,25.0768,21.5739,17.9419,27.7139,19.3868,16.3259,29.9241,17.5306,15.7015,30.8052,15.1569,13.7961,26.4004,19.0704,15.9856,27.4009,17.2694,15.1503,27.5802,14.8086,14.5457,23.4948,18.2582,16.4738,22.98,16.4813,16.0959,22.2576,14.3932,16.0659,17.5999,17.616,23.536,NaN,NaN,NaN,NaN,NaN,NaN,21.6331,18.9072,22.8464,19.7201,18.0674,23.3404
NaN,NaN,NaN,NaN,NaN,NaN,21.1073,20.9062,20.0454,21.7345,19.9666,21.384,NaN,NaN,NaN,25.043,21.8843,18.0438,27.7166,19.6592,16.5004,29.9775,17.8256,15.9608,30.9357,15.439,14.1478,26.4005,19.2756,16.1499,27.4669,17.534,15.3829,27.6838,15.0706,14.8203,23.5251,18.5852,16.5877,23.0464,16.5761,16.2386,22.3595,14.6168,16.2165,17.6624,17.6977,23.5192,NaN,NaN,NaN,NaN,NaN,NaN,21.7233,18.9783,22.8331,19.7734,18.1449,23.2893
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.7811,20.0208,21.3684,NaN,NaN,NaN,24.9882,22.1696,18.1503,27.7054,19.9412,16.6544,29.9891,18.3565,16.2059,31.0271,15.7118,14.4818,26.406,19.5517,16.2916,27.5025,17.7918,15.6037,27.7734,15.2978,15.1065,23.5306,18.8617,16.6898,23.0896,16.6479,16.3877,22.4447,14.8252,16.3453,17.7286,17.781,23.4962,NaN,NaN,NaN,NaN,NaN,NaN,21.7638,18.9882,22.8196,19.8488,18.1631,23.2733
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.8306,20.0588,21.3386,NaN,NaN,NaN,24.9297,22.4243,18.248,27.6744,20.2402,16.7839,29.9858,18.6635,16.4296,31.086,15.9808,14.8154,26.3611,19.9273,16.4548,27.5174,18.0434,15.8071,27.8153,15.5169,15.3623,23.5228,19.018,16.8033,23.1109,16.8087,16.5077,22.5038,15.0477,16.4771,17.7949,17.8742,23.4748,NaN,NaN,NaN,NaN,NaN,NaN,21.826,19.0631,22.7722,19.9193,18.2486,23.2702
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.8967,20.1327,21.309,NaN,NaN,NaN,24.8637,22.7145,18.338,27.6306,20.5196,16.8923,29.9586,18.9582,16.633,31.0958,16.2466,15.1246,26.3381,20.0496,16.5784,27.5038,18.2784,16.004,27.8356,15.7947,15.6359,23.5173,19.3525,16.9044,NaN,NaN,NaN,22.5376,15.2798,16.6022,17.8606,17.9651,23.4578,NaN,NaN,NaN,NaN,NaN,NaN,21.8973,19.1776,22.7996,20.0106,18.3494,23.2376
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.9685,20.2847,21.2878,NaN,NaN,NaN,24.7929,22.9913,18.423,27.5721,20.8283,16.98,29.9155,19.2828,16.8055,31.0684,16.5166,15.4125,26.2776,20.341,16.6955,27.4684,18.4687,16.1916,27.8299,16.0884,15.8962,NaN,NaN,NaN,NaN,NaN,NaN,22.5559,15.5139,16.7164,17.9224,18.0444,23.4348,NaN,NaN,NaN,NaN,NaN,NaN,21.9843,19.2049,22.7417,20.0881,18.4365,23.2188
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.0509,20.436,21.2505,NaN,NaN,NaN,24.7122,23.2757,18.5138,27.4958,21.1406,17.049,29.8522,19.5892,16.9504,31.0119,16.7844,15.6864,26.203,20.6409,16.8097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.5442,15.7828,16.8287,17.9907,18.1274,23.4121,NaN,NaN,NaN,NaN,NaN,NaN,22.0648,19.3431,22.757,20.1576,18.4658,23.2024
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.109,20.5439,21.2191,NaN,NaN,NaN,24.6403,23.5803,18.5991,27.3975,21.4078,17.089,29.761,19.8729,17.0645,30.9243,17.0406,15.9323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.5142,16.0765,16.9361,18.0515,18.218,23.3939,NaN,NaN,NaN,NaN,NaN,NaN,22.1429,19.3985,22.6874,20.2428,18.5656,23.211
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.1807,20.6345,21.1892,NaN,NaN,NaN,24.5614,23.889,18.6858,27.285,21.6501,17.1201,29.6456,20.1652,17.1576,30.8064,17.2958,16.1584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.456,16.3662,17.0369,18.1136,18.3066,23.3744,NaN,NaN,NaN,NaN,NaN,NaN,22.2157,19.4658,22.6935,20.3332,18.6288,23.1373
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.2478,20.7234,21.1652,NaN,NaN,NaN,24.4728,24.1491,18.7716,27.1566,21.7838,17.1463,29.5101,20.4893,17.2242,30.6766,17.552,16.3587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.3443,16.6489,17.1554,18.1755,18.384,23.3499,NaN,NaN,NaN,NaN,NaN,NaN,22.295,19.5439,22.6612,20.4073,18.7904,23.1313
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.334,20.8239,21.1452,NaN,NaN,NaN,24.3936,24.4686,18.8557,NaN,NaN,NaN,29.3521,20.7646,17.267,30.5112,17.7947,16.5318,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.2662,16.9139,17.2587,18.2378,18.4732,23.3306,NaN,NaN,NaN,NaN,NaN,NaN,22.3707,19.6761,22.6492,20.4656,18.7509,23.1346
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.3864,20.8918,21.1122,NaN,NaN,NaN,24.3043,24.7297,18.9359,NaN,NaN,NaN,29.1738,20.8738,17.3038,30.3357,18.0362,16.6683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.0867,17.2893,17.3716,18.3009,18.5682,23.3126,NaN,NaN,NaN,NaN,NaN,NaN,22.4637,19.7226,22.608,20.5643,18.7957,23.0842
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.467,20.9747,21.0795,NaN,NaN,NaN,24.2179,25.0176,19.0162,NaN,NaN,NaN,NaN,NaN,NaN,30.1222,18.3921,16.7727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.9924,17.5865,17.4759,18.3572,18.6461,23.2906,NaN,NaN,NaN,NaN,NaN,NaN,22.5224,19.7693,22.5835,20.626,18.8836,23.0617
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.5339,21.0897,21.0669,NaN,NaN,NaN,24.1335,25.279,19.0905,NaN,NaN,NaN,NaN,NaN,NaN,29.9065,18.6519,16.8534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.8076,17.9133,17.5932,18.4195,18.7176,23.2666,16.9039,19.1282,22.5601,NaN,NaN,NaN,22.6435,19.8735,22.5723,20.7332,18.9394,23.0559
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.6119,21.1931,21.0413,NaN,NaN,NaN,24.0537,25.508,19.1419,NaN,NaN,NaN,NaN,NaN,NaN,29.6748,18.9035,16.9041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.6476,18.1485,17.7135,18.4774,18.8059,23.2506,16.9583,19.3537,22.5188,NaN,NaN,NaN,22.6784,19.8624,22.529,20.7875,19.0577,23.0599
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.6824,21.2821,21.0192,NaN,NaN,NaN,23.9884,25.709,19.2375,NaN,NaN,NaN,NaN,NaN,NaN,29.4167,19.1398,16.9155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.483,18.4646,17.8278,18.539,18.8877,23.2252,17.0159,19.5719,22.4902,NaN,NaN,NaN,22.7783,19.9557,22.5288,20.8848,19.1214,23.0312
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.7527,21.3927,21.0096,NaN,NaN,NaN,23.9583,25.941,19.2903,NaN,NaN,NaN,NaN,NaN,NaN,29.1411,19.4175,16.892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.5992,18.9652,23.2006,17.0671,19.7177,22.4737,NaN,NaN,NaN,22.8501,20.0641,22.5304,20.9506,19.1184,22.9879
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.8316,21.4871,20.9847,NaN,NaN,NaN,23.8869,26.1843,19.3391,NaN,NaN,NaN,NaN,NaN,NaN,28.837,19.6856,16.8338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.1285,19.0574,18.0607,18.6579,19.0451,23.182,17.1256,19.8659,22.4632,NaN,NaN,NaN,22.9328,20.0652,22.472,21.0739,19.248,23.0043
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.9053,21.5697,20.9739,19.4876,21.9913,20.4459,23.8033,26.2901,19.41,NaN,NaN,NaN,NaN,NaN,NaN,28.5107,19.9426,16.7444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.9327,19.3414,18.1803,18.7136,19.1147,23.1578,17.1801,19.9963,22.4464,NaN,NaN,NaN,23.0557,20.2447,22.4864,21.1123,19.3228,22.9718
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.9835,21.6458,20.9589,19.5081,22.3401,20.5276,23.7274,26.5616,19.4816,NaN,NaN,NaN,NaN,NaN,NaN,28.1581,20.1927,16.6226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.7812,19.5952,18.2815,18.7722,19.1867,23.1302,17.244,19.7415,22.4446,NaN,NaN,NaN,23.1396,20.2032,22.4392,21.195,19.3776,22.958
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.0378,21.7515,20.9581,19.5464,22.5597,20.5985,23.6847,26.7905,19.5274,NaN,NaN,NaN,NaN,NaN,NaN,27.7719,20.368,16.4881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.8336,19.2623,23.111,17.3031,19.9334,22.429,NaN,NaN,NaN,23.204,20.3276,22.443,21.2708,19.464,22.9094
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.1142,21.7887,20.932,19.5907,22.695,20.6704,23.6577,26.6942,19.5422,NaN,NaN,NaN,NaN,NaN,NaN,27.3606,20.6298,16.3118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.4265,20.219,18.4632,18.8987,19.3177,23.0781,17.3619,20.1284,22.4167,NaN,NaN,NaN,23.3281,20.4047,22.3801,21.3672,19.5195,22.886
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.1927,21.8919,20.9281,19.6311,22.7179,20.7256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.9236,20.9375,16.1213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.9616,19.39,23.0565,17.4363,20.458,22.3986,NaN,NaN,NaN,23.3885,20.4311,22.3784,21.439,19.5978,22.8784
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.2313,21.9166,20.8929,19.6837,22.9472,20.8201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.4481,21.1056,15.9138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.0291,19.4565,23.0301,17.5031,20.5654,22.3899,NaN,NaN,NaN,23.4672,20.5554,22.3899,21.519,19.6764,22.856
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.3048,22.0004,20.9009,19.7446,23.0594,20.9162,23.4449,27.8997,19.6569,NaN,NaN,NaN,NaN,NaN,NaN,25.957,20.8515,15.7215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.0943,19.5234,23.0036,17.5742,20.6536,22.3796,NaN,NaN,NaN,23.5552,20.6242,22.3505,21.5823,19.72,22.8623
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.3696,22.0751,20.8925,19.7851,23.1293,21.0023,23.3776,28.0494,19.5913,NaN,NaN,NaN,NaN,NaN,NaN,25.4005,21.4639,15.4573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.1636,19.5929,22.9798,17.6428,20.7504,22.3688,15.7598,18.5366,22.4817,23.6458,20.6895,22.336,21.646,19.7107,22.8119
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.439,22.1446,20.8934,19.8452,23.2637,21.0691,23.3325,28.0913,19.5433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4717,21.6038,18.805,19.2301,19.6391,22.9501,17.7103,20.8352,22.3557,15.7588,18.6683,22.4836,23.7179,20.7217,22.3049,21.7371,19.8324,22.8347
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.5036,22.2062,20.863,19.9013,23.4055,21.1393,23.2837,28.3171,19.4975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.2036,21.9838,18.8535,19.3009,19.6938,22.9294,17.7814,20.9111,22.344,15.7405,18.8427,22.4839,23.7992,20.7582,22.3105,21.8074,19.9115,22.812
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.5652,22.2622,20.8474,19.9762,23.5193,21.2022,23.2246,28.4428,19.4344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.9814,22.2182,18.8942,19.3726,19.7544,22.9091,17.8512,21.0025,22.3328,15.7336,18.9735,22.4896,23.8695,20.8571,22.2836,21.8904,20.0038,22.7956
