Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.2158,30.0294,17.7185,24.6148,31.2496,18.357,27.6624,36.5918,17.2038,NaN,NaN,NaN,NaN,NaN,NaN,24.3164,32.3891,10.7398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.3259,34.636,17.388,23.0997,33.3795,16.8476,22.1708,31.431,16.0829,24.0473,27.3872,19.5566,22.592,28.8013,19.2122,20.0358,27.5006,19.2647,28.5466,28.558,19.007,26.6019,27.5002,19.4132
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.2117,30.0049,17.6434,24.6513,31.3134,18.3792,27.5943,36.6846,17.0933,NaN,NaN,NaN,24.7901,35.5867,12.1358,23.6358,32.7211,10.8201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.2488,34.8226,17.4494,22.9398,33.6067,16.9775,21.9142,31.7168,16.2409,24.0837,27.4387,19.5166,22.6337,28.8474,19.1862,20.0455,27.6247,19.2906,28.5819,28.6085,18.9744,26.6426,27.5735,19.3996
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.284,30.1202,17.6533,24.709,31.4207,18.4209,27.5511,36.774,16.9939,24.6784,37.2559,14.6066,24.3003,35.9012,12.1749,22.9745,33.1262,10.9183,24.2772,36.5901,15.8307,NaN,NaN,NaN,NaN,NaN,NaN,24.1866,34.9768,17.497,22.7799,33.8333,17.1037,21.6131,32.0184,16.4286,24.1222,27.4788,19.4763,22.6705,28.8934,19.1546,20.0604,27.7361,19.2915,28.6205,28.6707,18.9449,26.6726,27.5682,19.3856
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.3136,30.1579,17.6196,24.749,31.483,18.4422,27.4979,36.8963,16.9154,24.5173,37.4343,14.6336,23.8472,36.1717,12.2192,22.3177,33.5139,11.0509,24.1602,36.7402,15.8523,NaN,NaN,NaN,NaN,NaN,NaN,24.1075,35.1481,17.5321,22.641,34.064,17.2253,NaN,NaN,NaN,24.1591,27.5208,19.4344,22.7101,28.9534,19.1256,20.0816,27.8502,19.2867,28.6531,28.7013,18.9117,26.6885,27.6052,19.3083
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.3494,30.2095,17.5892,24.796,31.5616,18.4558,27.4197,36.9671,16.8095,24.3721,37.6116,14.6552,23.4373,36.5307,12.251,21.6978,33.9147,11.194,24.0404,36.9281,15.8769,NaN,NaN,NaN,NaN,NaN,NaN,24.0349,35.2758,17.5368,22.503,34.2674,17.3269,21.1379,32.6337,16.8293,24.1968,27.5579,19.3868,22.7463,28.9986,19.0941,20.0885,27.9441,19.2864,28.6888,28.7577,18.8755,26.7559,27.7573,19.3209
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.3459,30.207,17.5352,24.8366,31.6208,18.4431,27.3532,37.0073,16.6457,24.2415,37.7677,14.6408,23.0459,36.8739,12.2833,21.0979,34.381,11.3728,23.9336,37.1047,15.878,NaN,NaN,NaN,NaN,NaN,NaN,23.9792,35.4069,17.5203,22.3939,34.4331,17.4128,20.9229,32.9375,17.0627,24.2341,27.5945,19.3465,22.7816,29.0488,19.066,20.1022,28.0123,19.2691,28.7149,28.799,18.8437,26.7932,27.7427,19.2649
NaN,NaN,NaN,26.701,33.1887,17.8455,NaN,NaN,NaN,28.4082,30.3194,17.5182,24.8918,31.7041,18.4421,27.2933,37.0864,16.5187,24.1238,37.9004,14.6164,22.6807,37.0653,12.3308,20.5044,34.8308,11.5649,23.8417,37.2308,15.8554,NaN,NaN,NaN,NaN,NaN,NaN,23.9134,35.5595,17.5194,22.2804,34.6229,17.4891,20.7209,33.1913,17.2532,24.2707,27.6451,19.3052,22.819,29.0871,19.0344,20.1246,28.1055,19.2753,28.749,28.8302,18.811,26.8238,27.766,19.2413
NaN,NaN,NaN,26.7805,33.3588,17.8687,NaN,NaN,NaN,28.4376,30.3352,17.4811,24.9332,31.7644,18.428,27.2251,37.165,16.3831,24,38.0147,14.5696,22.3708,37.3045,12.3983,19.9619,35.3378,11.7595,23.7462,37.3617,15.827,22.3275,36.3357,14.5333,NaN,NaN,NaN,23.8397,35.6787,17.4729,22.1845,34.7951,17.5581,20.5654,33.4578,17.4957,24.3074,27.6861,19.263,22.8532,29.1407,19.0105,20.1393,28.1534,19.26,28.7815,28.8745,18.7761,26.8376,27.8093,19.2018
NaN,NaN,NaN,26.829,33.5686,17.8827,NaN,NaN,NaN,28.4849,30.4119,17.4541,24.9792,31.8369,18.407,27.1473,37.23,16.2122,23.8767,38.1105,14.5135,22.0665,37.6823,12.4025,19.4559,35.862,11.9521,23.6302,37.479,15.7543,22.0816,36.485,14.585,20.7197,34.6787,14.0019,23.7766,35.7883,17.428,22.1013,34.9493,17.5906,20.3979,33.7172,17.6846,24.3387,27.7217,19.2216,22.889,29.1645,18.9876,20.1583,28.2566,19.2537,28.8122,28.9228,18.7391,26.9168,27.7988,19.1665
NaN,NaN,NaN,26.7707,33.5175,17.7129,NaN,NaN,NaN,28.5297,30.4762,17.4224,25.0242,31.9049,18.3942,27.0801,37.292,16.0797,23.7606,38.1904,14.434,21.7985,37.9278,12.428,19.0093,36.3693,12.1181,23.5484,37.5717,15.681,21.858,36.7099,14.6177,20.3374,34.971,14.1164,23.7054,35.8836,17.3707,22.0155,35.0808,17.6149,20.2817,33.9582,17.8803,24.3701,27.7703,19.1818,22.9179,29.2013,18.9659,20.2111,28.3343,19.2577,28.849,28.9864,18.7098,26.9098,27.8486,19.1115
NaN,NaN,NaN,26.8078,33.5489,17.6118,NaN,NaN,NaN,28.5345,30.455,17.3704,25.0731,31.9889,18.3675,27.0088,37.2348,15.8882,23.6471,38.2505,14.3476,21.5636,38.146,12.4362,18.6323,36.9056,12.2573,23.4559,37.6617,15.5903,21.6444,36.9204,14.6396,19.9968,35.293,14.2215,23.6404,35.9451,17.2865,21.9405,35.2354,17.6406,20.1887,34.1477,18.0498,24.4063,27.8182,19.1374,22.9408,29.2207,18.9442,20.2232,28.3813,19.2502,28.8868,29.0297,18.676,26.9275,27.8791,19.0761
NaN,NaN,NaN,26.8205,33.5809,17.5176,NaN,NaN,NaN,28.5581,30.4877,17.3401,25.1095,32.0437,18.3323,26.8931,37.3201,15.7294,23.526,38.3481,14.2512,21.3366,38.3202,12.4234,18.3055,37.4027,12.3674,23.3615,37.7649,15.4939,21.4558,37.1317,14.6605,19.656,35.6555,14.3613,23.5732,36.0363,17.1984,21.8768,35.3619,17.6502,20.1175,34.3622,18.1919,24.4427,27.8587,19.0977,22.9613,29.2439,18.9279,20.2497,28.4331,19.245,28.9195,29.0882,18.6434,27.013,27.9614,19.0199
NaN,NaN,NaN,26.8362,33.6668,17.4315,NaN,NaN,NaN,28.5892,30.5367,17.3137,25.1608,32.1311,18.3049,26.8141,37.3645,15.53,23.4115,38.4055,14.1436,21.1607,38.5397,12.4179,18.0367,37.8914,12.4414,23.2607,37.8342,15.3816,21.2746,37.3347,14.6657,19.3481,36.0001,14.4869,23.5083,36.12,17.1051,21.8199,35.4832,17.6476,20.0632,34.5041,18.2858,24.4696,27.8907,19.0513,22.9664,29.2206,18.9,20.2915,28.4926,19.2309,28.9451,29.1198,18.6113,27.0198,27.9736,19.0088
NaN,NaN,NaN,26.851,33.781,17.3503,NaN,NaN,NaN,28.6253,30.5609,17.2664,25.205,32.217,18.2601,26.7115,37.3986,15.3578,23.3064,38.4645,14.0367,20.9775,38.7135,12.381,17.817,38.3254,12.4929,23.1641,37.8566,15.2565,21.1167,37.5071,14.6584,19.0747,36.3642,14.6105,23.4513,36.1908,17.0162,21.7715,35.576,17.6235,20.0203,34.6191,18.3183,24.5128,27.9273,19.0097,22.9728,29.185,18.874,20.3047,28.5134,19.2112,28.9757,29.1563,18.5808,27.0535,28.0123,18.9606
NaN,NaN,NaN,26.8492,33.74,17.2008,NaN,NaN,NaN,28.6823,30.6383,17.2454,25.2389,32.2788,18.2129,26.6269,37.3813,15.1668,23.1881,38.5135,13.9067,20.84,38.8439,12.3517,17.6433,38.7344,12.5291,23.0751,37.9336,15.1346,20.9724,37.6951,14.6384,18.8418,36.7042,14.7146,23.3929,36.2221,16.9187,21.7229,35.6549,17.5729,19.9775,34.7094,18.3098,24.5473,27.982,18.9704,22.988,29.2007,18.8449,20.3295,28.5668,19.2064,29.0054,29.1793,18.5428,27.0628,28.1197,18.9441
NaN,NaN,NaN,26.8516,33.7684,17.0754,27.2953,32.7349,17.3602,28.7087,30.7084,17.2359,25.2707,32.3267,18.1572,26.5259,37.4317,14.9421,23.0774,38.5445,13.7668,20.7086,38.9544,12.277,17.5072,39.0945,12.561,22.9819,37.943,14.9831,20.8474,37.8514,14.5975,18.6541,37.0432,14.803,23.3306,36.2916,16.807,21.6711,35.7123,17.5078,19.9333,34.7687,18.2641,24.5783,28.0239,18.9321,23.0132,29.2448,18.818,20.3579,28.5913,19.1889,29.0332,29.2141,18.5044,27.108,28.1188,18.8725
26.5164,33.059,17.4987,26.8659,33.855,16.9776,27.3334,32.7334,17.2632,28.7299,30.7135,17.168,25.3044,32.3745,18.0963,26.4421,37.4724,14.7694,22.9832,38.5953,13.6234,20.5856,39.052,12.1968,17.4042,39.3988,12.5776,22.8992,37.9638,14.8308,20.7346,38.0074,14.5376,18.5015,37.3737,14.8681,23.2793,36.3279,16.6881,21.6213,35.7274,17.4167,19.898,34.8046,18.2024,24.6138,28.0599,18.8853,23.0363,29.2744,18.783,20.3802,28.596,19.1607,29.0621,29.2568,18.4716,27.1416,28.1504,18.8264
26.5467,33.0323,17.4735,26.8528,33.8313,16.8252,27.3541,32.8693,17.2388,28.7716,30.7694,17.1345,25.3403,32.432,18.0496,26.3555,37.4389,14.5634,22.8934,38.6263,13.4672,20.4723,39.1437,12.1004,17.3167,39.6419,12.5754,22.8237,37.9952,14.6628,20.64,38.1474,14.4605,18.3877,37.6696,14.9001,23.2201,36.3391,16.5465,21.5783,35.7445,17.3123,19.8636,34.8238,18.1255,24.6493,28.0865,18.841,23.0576,29.2858,18.7472,20.41,28.6403,19.1552,29.0922,29.3017,18.4323,27.2068,28.1904,18.8164
26.5444,33.0058,17.3376,26.8588,33.8745,16.7133,27.3622,32.8762,17.137,28.8032,30.8018,17.0976,25.3738,32.5115,18.0007,26.2582,37.4099,14.3129,22.8198,38.6001,13.2821,20.3646,39.2205,11.9872,17.2427,39.8218,12.5469,22.7541,38.0416,14.5066,20.5595,38.2601,14.3578,18.3042,37.9143,14.8964,23.1591,36.332,16.3862,21.5304,35.7661,17.1944,19.8302,34.845,18.0372,24.6873,28.1424,18.7962,23.0836,29.3194,18.7201,20.4437,28.6539,19.1298,29.1224,29.3303,18.3949,27.2079,28.1909,18.7502
26.5825,33.1762,17.3254,26.8783,33.937,16.6141,27.3806,32.9272,17.0629,28.8145,30.7788,17.0576,25.3909,32.5093,17.9154,26.1717,37.44,14.0749,22.7274,38.645,13.107,20.2652,39.2799,11.8598,17.1749,39.9593,12.4861,22.6714,38.0426,14.3218,20.4882,38.3585,14.2404,18.241,38.1019,14.8543,23.0957,36.3286,16.2304,21.474,35.7886,17.0522,19.7886,34.8511,17.923,24.7212,28.1634,18.7546,23.1087,29.3369,18.6826,20.4694,28.6614,19.0948,29.1564,29.3933,18.3616,27.2444,28.2258,18.717
26.6106,33.2531,17.2693,26.8725,33.9543,16.497,27.4033,32.9715,16.9876,28.8378,30.8589,17.0328,25.4281,32.5784,17.8554,26.0921,37.3741,13.9089,22.6521,38.6516,12.9258,20.178,39.3388,11.7113,17.1129,40.0356,12.3891,22.5949,38.0667,14.1423,20.4264,38.4323,14.1044,18.189,38.223,14.7673,23.0331,36.3429,16.064,21.4164,35.7909,16.9088,19.7375,34.8725,17.8026,24.751,28.1968,18.7091,23.1341,29.3697,18.6482,20.491,28.65,19.0628,29.1817,29.429,18.3269,27.2527,28.3154,18.6824
26.6168,33.2428,17.1487,26.869,33.9649,16.3799,27.418,33.0113,16.9065,28.8852,30.9295,17.0073,25.4782,32.6795,17.8167,26.0236,37.3039,13.7086,22.5903,38.6144,12.7363,20.1115,39.3672,11.5552,17.0594,40.0829,12.2598,22.5546,38.1306,13.957,20.3718,38.4765,13.9438,18.1557,38.3199,14.6367,22.9701,36.3141,15.8781,21.3585,35.8136,16.7509,19.6834,34.9014,17.6672,24.7839,28.2457,18.671,23.1632,29.4032,18.6206,20.5411,28.6672,19.0364,29.2135,29.4815,18.2953,27.311,28.4223,18.6786
26.5804,33.1991,17.0287,26.9041,34.0263,16.2764,27.4477,33.0544,16.8387,28.9227,30.9321,16.9543,25.5031,32.6831,17.7344,25.9557,37.2712,13.5122,22.5325,38.5917,12.5354,20.0553,39.3577,11.3752,17.0126,40.1106,12.1068,22.4863,38.1291,13.7712,20.321,38.4985,13.7694,18.0858,38.359,14.4679,22.9085,36.3381,15.6947,21.2991,35.8261,16.5857,19.6246,34.9407,17.5175,24.8171,28.2881,18.6274,23.1915,29.4308,18.5832,20.5622,28.6834,19.0174,29.2407,29.5175,18.2564,27.331,28.4336,18.6199
26.6573,33.3176,16.9729,26.9147,34.0289,16.1579,27.4677,33.0614,16.7489,28.9506,30.9669,16.9281,25.5197,32.6989,17.6389,25.8988,37.2173,13.3157,22.4848,38.5709,12.337,20.0118,39.3437,11.1802,16.9796,40.1136,11.9208,22.4207,38.0767,13.5767,20.2783,38.5063,13.5743,18.0424,38.385,14.2682,22.8564,36.341,15.5136,21.2388,35.8483,16.416,19.5673,34.9846,17.3687,24.8506,28.3277,18.5879,23.2083,29.4586,18.5471,20.5915,28.6633,18.9654,29.2729,29.568,18.228,27.3592,28.4435,18.5491
26.6588,33.3111,16.8615,26.9255,34.0474,16.0497,27.5045,33.1326,16.6877,28.9806,31.0131,16.8804,25.5577,32.7726,17.5923,25.852,37.1654,13.1254,22.4618,38.4639,12.1244,19.9706,39.292,10.9582,16.9539,40.083,11.7046,22.4132,38.0705,13.3619,20.2393,38.4837,13.3578,17.9963,38.3838,14.0422,22.8065,36.3446,15.3341,21.1923,35.86,16.2321,19.5081,35.0226,17.2175,24.8799,28.3699,18.552,23.2336,29.487,18.5087,20.6316,28.6974,18.9428,29.2943,29.6047,18.1884,27.4031,28.5357,18.5328
26.6781,33.3487,16.7702,26.9343,34.0528,15.938,27.5231,33.1461,16.6021,28.9777,30.9971,16.8336,25.5844,32.8429,17.5059,25.8226,37.1231,12.944,22.4189,38.4477,11.9116,19.946,39.2072,10.7238,16.9306,40.0195,11.45,22.3751,38.0009,13.1564,20.2077,38.4392,13.1228,17.962,38.3486,13.8032,22.7649,36.3386,15.1567,21.15,35.9157,16.0466,19.4532,35.0726,17.0551,24.9174,28.4094,18.512,23.2642,29.5036,18.4661,20.6572,28.7004,18.9039,29.3232,29.6513,18.1579,27.4139,28.4801,18.4811
26.7266,33.4489,16.7015,26.9429,34.0563,15.8244,27.5648,33.188,16.5149,29.0348,31.0823,16.8169,25.5934,32.8028,17.395,25.7924,37.0822,12.7582,22.4079,38.3722,11.6851,19.9423,39.1241,10.4709,16.9174,39.9425,11.162,22.3687,38.019,12.9328,20.1803,38.3669,12.8739,17.9291,38.2873,13.5368,22.7333,36.3293,14.983,21.1091,35.9338,15.8747,19.4073,35.1253,16.8963,24.9504,28.4473,18.4653,23.2811,29.5221,18.4238,20.6879,28.6897,18.8498,29.3487,29.6787,18.1236,27.4312,28.5737,18.4627
26.7463,33.4744,16.6214,26.9516,34.0534,15.7142,27.5816,33.2058,16.4368,29.0642,31.1172,16.7846,25.6334,32.8902,17.3378,25.775,37.0042,12.5767,22.3983,38.2723,11.4476,19.9418,39.0031,10.1935,16.9198,39.838,10.8349,22.3354,37.8483,12.7066,20.1624,38.2931,12.6142,17.8988,38.1955,13.2471,22.7047,36.3229,14.8039,21.0748,35.9497,15.7023,19.3626,35.1757,16.7275,24.982,28.4855,18.4202,23.2982,29.5489,18.3826,20.6988,28.7032,18.8172,29.3722,29.7171,18.0896,27.4853,28.5623,18.4016
26.76,33.4885,16.5188,26.9716,34.0595,15.6085,27.6019,33.2238,16.3579,29.0715,31.0818,16.7127,25.6648,32.8671,17.2188,25.7723,36.9514,12.4122,22.4031,38.1787,11.2052,19.9591,38.8738,9.9031,16.9246,39.717,10.4847,22.327,37.8,12.4823,20.1492,38.1977,12.3492,17.875,38.0827,12.9384,22.683,36.2989,14.6278,21.0467,35.9583,15.5311,19.3316,35.2101,16.5591,25.0101,28.5082,18.3776,23.3265,29.5687,18.3402,20.735,28.6798,18.7485,29.3986,29.7517,18.0535,27.5191,28.5968,18.3553
26.8001,33.55,16.4354,26.9947,34.0663,15.5089,27.6241,33.2389,16.2799,29.0997,31.1671,16.724,25.6717,32.9274,17.1428,25.7758,36.8985,12.2438,22.4118,38.0544,10.9514,20.003,38.7018,9.5965,16.9409,39.5659,10.1095,22.3437,37.7872,12.2607,20.1485,38.0868,12.0637,17.8642,37.9523,12.6149,22.6728,36.2791,14.4474,21.0281,35.9497,15.3454,19.3074,35.2296,16.3809,25.0421,28.5496,18.3353,23.351,29.599,18.3069,20.7504,28.6953,18.7038,29.4211,29.7871,18.0151,27.54,28.629,18.3263
26.8237,33.5688,16.3408,27.0251,34.0817,15.4085,27.652,33.2615,16.1971,29.139,31.2058,16.6729,25.6906,32.9841,17.0624,25.794,36.8339,12.0762,22.4485,37.9342,10.6947,20.0386,38.557,9.284,16.9747,39.4058,9.7149,22.3468,37.6665,12.0188,20.1535,37.9675,11.7757,17.8658,37.7972,12.2716,22.6682,36.2666,14.2678,21.0104,35.9341,15.1544,19.2836,35.2343,16.1829,25.0669,28.5799,18.2996,23.3744,29.6356,18.2665,20.809,28.7322,18.6619,29.4502,29.84,17.9839,27.5467,28.6198,18.2491
26.8387,33.5997,16.2535,27.0532,34.0888,15.3132,27.6776,33.2973,16.1364,29.1495,31.1971,16.6347,25.7248,33.0096,16.952,25.8124,36.7677,11.9129,22.4941,37.8033,10.4337,20.1109,38.3839,8.9614,17.0299,39.2366,9.2994,22.3599,37.595,11.7658,20.1644,37.8451,11.4833,17.8846,37.6436,11.9234,22.6708,36.2171,14.0778,21.0044,35.9108,14.9492,19.2707,35.2038,15.9744,25.0929,28.6259,18.2676,23.3993,29.6605,18.2229,20.8202,28.7086,18.5901,29.4696,29.8721,17.9449,27.5645,28.79,18.2569
26.8618,33.6102,16.1626,27.086,34.0991,15.2107,27.7021,33.3237,16.0634,29.1626,31.2643,16.6059,25.7507,33.0449,16.8926,25.8458,36.7093,11.7477,22.5439,37.6767,10.1713,20.1978,38.1654,8.6283,17.1054,39.0302,8.8611,22.4057,37.5417,11.5243,20.1717,37.6931,11.1775,17.9158,37.491,11.5794,22.679,36.1893,13.8909,21.0027,35.8623,14.7388,19.2648,35.1646,15.7527,25.1212,28.662,18.2289,23.422,29.6796,18.1735,20.8573,28.7481,18.5473,29.4986,29.9312,17.9054,27.6126,28.8043,18.2224
26.8816,33.6327,16.075,27.1165,34.1038,15.1131,27.7289,33.3461,15.9951,29.2052,31.3116,16.5827,25.7679,33.049,16.7789,25.8964,36.6442,11.5898,22.6238,37.5331,9.907,20.2972,37.968,8.3023,17.2068,38.8348,8.4147,22.4455,37.462,11.2684,20.2644,37.5932,10.8695,17.9633,37.338,11.2158,22.6934,36.133,13.6948,21.0068,35.8153,14.5195,19.2595,35.1132,15.5257,25.1533,28.6843,18.1848,23.4456,29.6938,18.1269,20.883,28.7424,18.4766,29.5205,29.9808,17.8771,27.6541,28.9096,18.1969
26.9059,33.6592,15.9867,27.1501,34.1271,15.0225,27.751,33.3443,15.9079,29.2282,31.3557,16.5391,25.7745,33.0824,16.7168,25.9442,36.5824,11.4289,22.7016,37.395,9.6606,20.4141,37.7861,7.9833,17.3188,38.6064,7.972,22.4966,37.3069,11.0303,20.3357,37.4896,10.5673,18.0233,37.19,10.8565,22.7168,36.0891,13.4944,21.0167,35.7638,14.2992,19.2594,35.0583,15.2795,25.1821,28.7222,18.1441,23.4674,29.7227,18.0824,20.9002,28.7814,18.4292,29.5474,30.0251,17.8442,27.6873,28.8739,18.1596
26.9249,33.6725,15.8948,27.1819,34.1289,14.9336,27.7777,33.3715,15.8381,29.2351,31.3717,16.5118,25.8023,33.0893,16.5812,26.0097,36.5071,11.2658,22.7951,37.2598,9.4033,20.5518,37.5818,7.6603,17.4496,38.3687,7.5384,22.5655,37.2652,10.7739,20.4126,37.3611,10.2499,18.0973,37.0252,10.4848,22.7479,36.029,13.2909,21.0347,35.7047,14.0639,19.2659,35.0008,15.0294,25.2118,28.7578,18.1099,23.4867,29.7385,18.0386,20.9231,28.7807,18.3447,29.57,30.0692,17.8148,27.6883,28.9693,18.107
26.9449,33.6957,15.8025,27.2166,34.1296,14.8391,27.8038,33.3986,15.7634,29.265,31.4158,16.4882,25.8191,33.1072,16.4813,26.0832,36.4339,11.1064,22.9115,37.1322,9.1481,20.7016,37.4067,7.3484,17.5956,38.1228,7.1211,22.6446,37.098,10.5274,20.5049,37.2297,9.9349,18.1928,36.8756,10.1133,22.7903,35.9815,13.0805,21.0573,35.646,13.8274,19.2805,34.9428,14.7726,25.2351,28.7812,18.0757,23.509,29.7679,17.9926,20.9473,28.78,18.2599,29.5865,30.0947,17.7784,27.7228,29.0075,18.0885
26.9711,33.7184,15.7058,27.2549,34.1246,14.7444,27.8289,33.4151,15.6856,29.2559,31.4045,16.4327,25.8354,33.114,16.3635,26.1653,36.3889,10.9554,23.0419,37.0128,8.9009,20.8728,37.1863,7.0195,17.7545,37.8683,6.7236,22.7417,37.0073,10.2708,20.6105,37.1074,9.6235,18.3014,36.7021,9.7356,22.8374,35.9282,12.8673,21.0915,35.5789,13.5822,19.3011,34.8772,14.5081,25.2633,28.8306,18.0458,23.5383,29.8175,17.9447,20.9622,28.7757,18.1745,29.6076,30.1592,17.7468,27.7265,28.9511,18.0566
27.0012,33.7258,15.5989,27.2945,34.1331,14.6443,27.8562,33.4261,15.6084,29.3,31.4996,16.4317,25.8559,33.1098,16.2502,26.2513,36.2956,10.7822,23.1818,36.8684,8.6492,21.0648,37.0031,6.7254,17.9257,37.5988,6.3412,22.8399,36.9197,10.0191,20.7347,36.9682,9.312,18.4241,36.5296,9.3654,22.8944,35.8755,12.6499,21.1322,35.5093,13.3286,19.3314,34.7975,14.2184,25.2863,28.8685,18.0139,23.5569,29.8684,17.8951,20.9971,28.7881,18.103,29.6256,30.192,17.7146,27.7487,29.0511,18.0186
27.0334,33.7234,15.5041,27.3427,34.1321,14.5437,27.8907,33.4429,15.5302,29.2982,31.4623,16.3566,25.8713,33.1316,16.1448,26.3518,36.2226,10.6334,23.3299,36.7629,8.41,21.2729,36.8338,6.4353,18.1167,37.3413,5.9707,22.961,36.7953,9.7686,20.8672,36.8373,9.0088,18.5678,36.3808,9.0077,22.9563,35.8216,12.4273,21.1815,35.4421,13.069,19.3674,34.7284,13.9324,25.3093,28.9061,17.9784,23.5878,29.9326,17.84,21.0112,28.8217,18.0286,29.642,30.2345,17.6797,27.7911,29.0459,17.9761
27.0701,33.7477,15.4083,27.3936,34.1258,14.4417,27.924,33.4573,15.4566,29.3446,31.5856,16.3614,25.9088,33.1362,16.0426,26.4644,36.1477,10.4716,23.4901,36.6521,8.1745,21.4782,36.6792,6.1439,18.3218,37.0882,5.6162,23.0839,36.7044,9.5255,21.0148,36.7092,8.7065,18.7143,36.2246,8.6553,23.029,35.7511,12.1963,21.2421,35.3762,12.8026,19.414,34.6552,13.6324,25.3288,28.9463,17.9495,23.6251,29.9906,17.7868,21.0405,28.8185,17.9318,29.6635,30.298,17.6435,27.8183,29.1967,17.9815
27.102,33.7457,15.298,27.4456,34.1293,14.3436,27.9566,33.4541,15.3597,29.3801,31.6517,16.3362,25.9317,33.0919,15.8702,26.5784,36.0824,10.3157,23.6553,36.5465,7.9325,21.6885,36.5403,5.8563,18.5474,36.8572,5.2694,23.2262,36.6077,9.2782,21.1726,36.5829,8.4163,18.8793,36.0892,8.3166,23.1095,35.6788,11.9629,21.3065,35.3075,12.5314,19.4683,34.5757,13.3269,25.354,28.9651,17.9169,23.6604,30.0417,17.733,21.0573,28.8377,17.8578,29.6762,30.3358,17.6055,27.8199,29.1475,17.8997
27.1357,33.7514,15.1829,27.5015,34.1271,14.2415,27.993,33.4709,15.2645,29.3857,31.661,16.2887,25.9489,33.1287,15.7405,26.7018,35.993,10.1605,23.8455,36.4137,7.7022,21.9152,36.4143,5.5853,18.7824,36.6644,4.9382,23.3731,36.4945,9.0302,21.3441,36.4569,8.1246,19.0516,35.9481,7.9836,23.2,35.6145,11.7306,21.3854,35.2439,12.2598,19.5247,34.505,13.0234,25.3716,29.0002,17.8842,23.6746,29.8712,17.6899,21.0861,28.8183,17.7485,29.6931,30.3913,17.5767,27.848,29.1737,17.8483
27.1821,33.7692,15.0835,27.5595,34.131,14.1415,28.037,33.5003,15.19,29.407,31.7162,16.2648,25.9811,33.138,15.6104,26.8383,35.9035,10.0017,24.0319,36.2986,7.4727,22.1472,36.2741,5.3094,19.0371,36.4976,4.6058,23.5289,36.39,8.7933,21.5215,36.3348,7.8411,19.2418,35.8101,7.6502,23.2999,35.5284,11.4941,21.4724,35.1555,11.984,19.6004,34.4189,12.7112,25.3897,29.044,17.856,23.7164,30.116,17.6222,21.1145,28.8203,17.6621,29.6993,30.43,17.5386,27.8819,29.2234,17.8586
27.2278,33.7879,14.9846,27.6226,34.1222,14.0355,28.0814,33.53,15.1157,29.4151,31.7328,16.2301,26.0215,33.1848,15.5089,26.9788,35.8235,9.8504,24.2301,36.1687,7.2437,22.4038,36.1206,5.0558,19.2977,36.3503,4.2768,23.7002,36.2959,8.5528,21.7119,36.2116,7.5636,19.4393,35.6797,7.3245,23.4054,35.4441,11.2572,21.5686,35.0738,11.7105,19.6874,34.3577,12.405,25.4027,29.0775,17.8288,23.7565,30.2793,17.5557,21.136,28.8325,17.5719,29.7144,30.4801,17.5064,27.8691,29.2863,17.8039
27.2756,33.7945,14.8795,27.6899,34.1102,13.9304,28.124,33.536,15.0334,29.4238,31.7506,16.1809,26.0677,33.1844,15.4079,27.1257,35.7135,9.6955,24.4432,36.0408,7.026,22.6639,35.9663,4.7938,19.5729,36.2367,3.95,23.8789,36.1744,8.3198,21.9185,36.0901,7.2824,19.6484,35.5341,6.9992,23.529,35.3591,11.0243,21.6803,35.0035,11.4401,19.7796,34.2659,12.0928,25.4208,29.1245,17.796,23.7558,30.1961,17.5095,21.1784,28.8369,17.4931,29.7313,30.54,17.4816,27.9014,29.394,17.7831
