Le01R_X,Le01R_Y,Le01R_Z,Le02R_X,Le02R_Y,Le02R_Z,Le03R_X,Le03R_Y,Le03R_Z,Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,Mi01R_X,Mi01R_Y,Mi01R_Z,Mi02R_X,Mi02R_Y,Mi02R_Z,Mi03R_X,Mi03R_Y,Mi03R_Z,Mi04R_X,Mi04R_Y,Mi04R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mi06R_X,Mi06R_Y,Mi06R_Z,Mi07R_X,Mi07R_Y,Mi07R_Z,Mi08R_X,Mi08R_Y,Mi08R_Z,Mi09R_X,Mi09R_Y,Mi09R_Z,Mm01R_X,Mm01R_Y,Mm01R_Z,Mm02R_X,Mm02R_Y,Mm02R_Z,Mm03R_X,Mm03R_Y,Mm03R_Z,Mo02R_X,Mo02R_Y,Mo02R_Z,Mo03R_X,Mo03R_Y,Mo03R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Sn04R_X,Sn04R_Y,Sn04R_Z,Sn05R_X,Sn05R_Y,Sn05R_Z,Sn06R_X,Sn06R_Y,Sn06R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te04R_X,Te04R_Y,Te04R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te06R_X,Te06R_Y,Te06R_Z,Te07R_X,Te07R_Y,Te07R_Z,Te08R_X,Te08R_Y,Te08R_Z,Te09R_X,Te09R_Y,Te09R_Z
16.6109,25.5941,9.2952,16.8722,26.3927,7.5106,17.5274,26.8881,5.6521,15.3515,26.2604,8.4471,16.1663,26.4571,7.8011,16.0101,25.9424,8.9715,13.4809,25.8907,9.5742,11.039,25.9337,9.8657,9.5268,25.6927,9.6863,10.3828,27.1975,7.3351,11.3806,27.0416,7.6747,12.6169,26.844,7.8266,14.2854,27.4793,5.9089,13.0562,27.904,5.223,11.6547,28.2235,4.8864,14.9068,28.5664,1.8934,13.2916,29.1107,1.5187,14.0284,29.495,0.0501,15.4918,29.1698,-1.5532,16.1089,28.8841,-2.1855,16.1579,24.0711,10.9153,13.914311,25.90532,8.380397,17.894024,27.484537,3.663885,16.986257,28.007547,0.068579,16.705942,28.871151,-2.662577,15.294217,31.009441,-4.849821,15.9669,28.6337,0.8914,14.9368,29.6732,-1.0013,13.0628,30.469,-2.1973,14.105,28.7291,3.1598,12.462956,28.444342,2.712653,10.1688,28.8322,2.5745,10.996,24.1815,12.0588,9.9344,24.9902,11.0971,6.509485,23.949434,10.600036,15.646437,23.289014,12.331301,13.39782,23.244858,12.443339,14.9604,24.8708,9.7,15.8293,26.8333,6.5199,16.0415,28.0108,3.6372,16.7669,28.2239,2.24,17.4077,27.9185,1.7559,8.332,25.8162,8.9215,9.5923,27.1644,6.7021,10.2229,28.1702,4.5078,11.3458,29.2942,1.6084,12.2949,29.7225,0.3621,12.8535,30.0178,-0.8678,13.8242,30.4926,-2.565,14.646,30.6698,-3.2574,15.294,30.7843,-4.0985
16.6917,25.5969,9.2777,16.9534,26.2941,7.4377,17.6159,26.7002,5.563,15.4274,26.1837,8.374,16.2492,26.3554,7.7266,16.0825,25.8815,8.9207,13.5566,25.8325,9.5094,11.1267,25.8609,9.7799,9.6227,25.6139,9.6146,10.4771,27.1357,7.2507,11.4854,26.9296,7.5707,12.7143,26.7471,7.736,14.3844,27.3294,5.7992,13.152,27.6854,5.0757,11.749,28.0003,4.7312,15.0214,28.2618,1.7303,13.393,28.7058,1.297,14.1436,29.0919,-0.1656,15.6385,28.7622,-1.73,16.2582,28.4683,-2.3487,16.2256,24.0623,10.9189,14.052606,25.79784,8.285063,18.002387,27.265951,3.523829,17.110595,27.662344,-0.062874,16.894902,28.315117,-2.863713,15.445094,30.66114,-5.034365,16.0935,28.209,0.751,15.067,29.3238,-1.2057,13.2135,29.9852,-2.4387,14.2049,28.318,2.9809,12.575285,28.182415,2.529612,10.2813,28.5406,2.3791,11.07,24.1692,12.0544,10.0125,24.9806,11.0829,NaN,NaN, NaN ,15.72399,23.340675,12.337715,13.474927,23.262001,12.442116,15.0314,24.8341,9.6764,15.9158,26.6886,6.4248,16.1422,27.7382,3.5002,16.876,27.9129,2.103,17.5212,27.5877,1.6243,8.4439,25.7137,8.8334,9.6815,27.1842,6.6685,10.3132,27.9566,4.3738,11.459,28.9486,1.3987,12.401,29.3117,0.1232,12.9631,29.5627,-1.1139,13.9794,30.1045,-2.7564,14.7979,30.1904,-3.4532,15.4259,30.273,-4.3096
16.7825,25.6085,9.2636,17.0445,26.1518,7.3838,17.7174,26.5045,5.4823,15.506,26.1062,8.3104,16.3347,26.2409,7.6493,16.1626,25.8164,8.8716,13.64,25.8154,9.4495,11.2141,25.7733,9.6904,9.7154,25.5337,9.5246,10.5663,27.0865,7.1526,11.5787,26.8362,7.4673,12.8134,26.6883,7.6526,14.4864,27.1831,5.6937,13.2543,27.477,4.9367,11.8476,27.7478,4.5767,15.1453,27.988,1.6015,13.501,28.3249,1.1243,14.2551,28.6696,-0.351,15.7875,28.3448,-1.8764,16.4238,28.0639,-2.4868,16.3035,24.053,10.9109,14.057674,25.762454,8.228768,18.134747,27.145449,3.497465,17.288978,27.267369,-0.170783,17.043264,27.979472,-2.873539,15.586958,29.88163,-5.179788,16.1654,27.8537,0.5994,15.1593,28.8575,-1.3953,13.3455,29.6274,-2.6933,14.3252,28.157,2.8337,12.679824,27.854813,2.379838,10.3814,28.1918,2.1914,11.1461,24.1652,12.0531,10.096,24.9423,11.0674,6.740497,23.823591,10.424222,15.804334,23.368753,12.340778,13.555451,23.264831,12.436032,15.126,24.8145,9.6612,16.0133,26.509,6.3358,16.2453,27.4578,3.3694,16.9866,27.5924,1.9751,17.6417,27.2641,1.5079,8.5475,25.609,8.7314,9.7688,27.1928,6.6149,10.396,27.8313,4.262,11.5708,28.5593,1.2105,12.5143,28.8288,-0.0891,13.0887,29.0633,-1.3263,14.1058,29.5559,-2.9541,14.9249,29.6726,-3.6539,15.5531,29.7379,-4.4994
16.8433,25.4357,9.1916,17.1461,26.0293,7.3307,17.823,26.3149,5.4228,15.5854,26.0061,8.2416,16.4191,26.1207,7.5847,16.2386,25.737,8.8211,13.7207,25.7898,9.3958,11.3005,25.7169,9.6006,9.7985,25.4623,9.4281,10.669,26.9306,7.0326,11.6787,26.7166,7.3601,12.9141,26.612,7.5655,14.596,27.015,5.5978,13.3674,27.283,4.8226,11.9546,27.4682,4.4317,15.2711,27.6738,1.4832,13.6219,27.9875,0.99,14.3716,28.2216,-0.51,15.9341,27.9101,-2.0096,16.589,27.6552,-2.5988,16.3815,24.0438,10.903,14.166121,25.60006,8.213695,18.268678,26.791492,3.372988,17.383725,26.879341,-0.255556,17.193196,27.255804,-3.047812,15.647345,29.28874,-5.413887,16.2903,27.5739,0.4857,15.3068,28.397,-1.5317,13.4601,29.0385,-2.8647,14.4414,27.9527,2.718,12.799296,27.45885,2.225702,10.4902,27.76,2.0286,11.2139,24.1666,12.0482,10.1778,24.8942,11.0588,NaN,NaN, NaN ,15.886802,23.416637,12.342604,13.639763,23.279834,12.43287,15.1982,24.7846,9.6497,16.1051,26.3587,6.2621,16.3612,27.1637,3.2578,17.1111,27.264,1.8739,17.7714,26.9146,1.4128,8.6255,25.5453,8.647,9.8366,27.1682,6.5268,10.498,27.7385,4.1342,11.686,28.1271,1.045,12.6417,28.3888,-0.249,13.209,28.5629,-1.5025,14.2244,28.9999,-3.1431,15.0455,29.1239,-3.8323,15.655,29.1813,-4.6897
16.9137,25.2056,9.1518,17.2391,25.915,7.2821,17.9362,26.1228,5.3768,15.6713,25.9212,8.1822,16.5108,26.0169,7.5304,16.3166,25.6791,8.7804,13.7954,25.7686,9.3447,11.3814,25.6681,9.525,9.8884,25.402,9.3424,10.7674,26.7349,6.8982,11.7745,26.5757,7.2537,13.0068,26.5076,7.4763,14.7024,26.828,5.5047,13.4776,27.0822,4.7144,12.0682,27.202,4.2943,15.3952,27.2832,1.3639,13.7545,27.6407,0.8787,14.4973,27.7948,-0.6399,16.0785,27.4648,-2.1124,16.7449,27.1937,-2.6936,16.4594,24.0344,10.895,14.266264,25.682724,8.201776,18.378583,26.454434,3.369431,17.545782,26.548761,-0.315543,17.300969,26.95395,-3.127572,15.653551,28.8806,-5.614832,16.4462,27.1379,0.3962,15.4551,27.9475,-1.6151,13.5756,28.4629,-2.9828,14.5745,27.6262,2.6136,12.903142,27.14486,2.101725,10.6159,27.3531,1.8808,11.2869,24.1748,12.051,10.2689,24.8672,11.0451,7.004273,23.656659,10.261656,15.961774,23.431414,12.332369,13.723577,23.300889,12.42686,15.2792,24.7746,9.6471,16.2088,26.2047,6.2016,16.4802,26.8758,3.1666,17.2409,26.9469,1.7869,17.9051,26.7748,1.2899,8.6923,25.5306,8.5928,9.9113,27.0728,6.406,10.6197,27.5873,3.9862,11.8171,27.6779,0.89,12.7792,27.9713,-0.3781,13.3334,28.0322,-1.6363,14.3535,28.464,-3.2977,15.1824,28.6374,-3.974,15.7458,28.6264,-4.8575
17.0154,25.4253,9.1584,17.3314,25.8238,7.2503,18.0473,25.953,5.3415,15.7564,25.8406,8.1327,16.6082,25.9159,7.4887,16.4,25.6289,8.7495,13.8791,25.7416,9.2895,11.4743,25.6177,9.4663,9.9771,25.3478,9.2784,10.8627,26.5281,6.7654,11.8677,26.451,7.1522,13.101,26.4125,7.3907,14.8124,26.6577,5.4295,13.6019,26.8755,4.6104,12.1975,26.9748,4.1784,15.5329,26.8847,1.2743,13.8909,27.2629,0.778,14.6312,27.3733,-0.7327,16.2225,27.0085,-2.1945,16.8969,26.726,-2.764,16.5522,24.1168,10.9685,14.293677,25.440778,8.151749,18.514238,26.218388,3.363023,17.665391,26.067626,-0.331153,17.53559,26.352412,-3.080655,15.697578,28.346851,-5.724565,16.5752,26.7164,0.3119,15.6067,27.5435,-1.7306,13.6903,27.8909,-3.1002,14.6759,27.2368,2.5416,13.038794,26.778586,2.008099,10.7405,26.9911,1.7454,11.3629,24.1752,12.0435,10.3424,24.8633,11.029,NaN,NaN, NaN ,16.047603,23.470022,12.332965,13.811264,23.336889,12.424213,15.3656,24.7482,9.6406,16.3168,26.0473,6.1512,16.609,26.5949,3.0957,17.3814,26.6345,1.7254,18.0354,26.4585,1.2874,8.7614,25.4921,8.5411,10.0069,26.9104,6.2614,10.7516,27.3441,3.8357,11.9547,27.256,0.7612,12.9232,27.5537,-0.4853,13.4744,27.5719,-1.7446,14.4779,27.9284,-3.4002,15.3274,28.077,-4.077,15.8603,28.0371,-4.9594
17.0925,25.428,9.1998,17.4258,25.6994,7.2202,18.1623,25.7802,5.3242,15.8432,25.7791,8.0929,16.7014,25.8309,7.4577,16.482,25.6026,8.7251,13.9652,25.7205,9.2406,11.5519,25.5985,9.4161,10.0692,25.2882,9.2163,10.9654,26.2992,6.6329,11.9584,26.3381,7.0558,13.1886,26.2739,7.304,14.9298,26.5,5.3643,13.7203,26.6635,4.5276,12.328,26.7247,4.073,15.6735,26.5204,1.2104,14.0341,26.8637,0.6894,14.7844,26.9563,-0.8183,16.3725,26.5133,-2.2581,17.0487,26.2426,-2.8098,16.6371,24.2055,11.0141,14.377873,25.229212,8.059718,18.583466,25.963319,3.356033,17.874875,25.800139,-0.39886,17.669653,25.886764,-3.117625,15.771784,27.370177,-5.701809,16.732,26.3521,0.2624,15.7537,27.0977,-1.813,13.863,27.3702,-3.1978,14.8265,26.7996,2.5011,13.191455,26.410801,1.936728,10.8801,26.6203,1.6415,11.4437,24.1796,12.0377,10.4239,24.8819,11.022,NaN,NaN, NaN ,16.128582,23.497114,12.32647,13.890062,23.351651,12.419426,15.4498,24.7362,9.6353,16.4256,25.8671,6.1135,16.7451,26.3002,3.0426,17.5242,26.3146,1.6783,18.1716,25.9938,1.2575,8.8482,25.4043,8.4757,10.1146,26.6325,6.1022,10.8698,26.9994,3.6937,12.094,26.8669,0.661,13.0675,27.0959,-0.5898,13.6272,27.1231,-1.8412,14.6188,27.4283,-3.4944,15.4561,27.5489,-4.1641,15.9766,27.4511,-5.027
17.1489,25.1637,9.2605,17.5267,25.6024,7.2059,18.2781,25.6247,5.3147,15.9297,25.7293,8.0622,16.7982,25.7606,7.4344,16.5636,25.586,8.7094,14.0497,25.6854,9.1946,11.631,25.5877,9.3705,10.1497,25.2226,9.1597,11.0765,26.0924,6.5399,12.0555,26.207,6.9712,13.2795,26.1301,7.2239,15.047,26.3381,5.308,13.8454,26.4551,4.4576,12.4563,26.4935,3.9902,15.8234,26.1563,1.1664,14.1848,26.4437,0.6153,14.943,26.5219,-0.8842,16.5352,26.0292,-2.2974,17.227,25.7383,-2.8339,16.652,24.2136,11.0147,14.528462,25.274917,8.080874,18.68998,25.808479,3.296441,18.040282,25.363175,-0.426922,17.805832,25.455932,-3.127731,NaN,NaN, NaN ,16.8647,25.9299,0.2322,15.8959,26.6107,-1.8627,14.0229,26.7152,-3.2488,15.0017,26.6513,2.4597,13.332155,26.084788,1.877322,11.0245,26.2517,1.5548,11.5156,24.1915,12.0344,10.5026,24.8793,11.0119,NaN,NaN, NaN ,16.200139,23.538581,12.317496,13.968452,23.372867,12.413493,15.5346,24.7196,9.631,16.5305,25.7545,6.0791,16.8825,26.0368,3.0093,17.6721,25.9922,1.6503,18.3677,25.6686,1.2697,8.9443,25.266,8.3968,10.2149,26.2586,5.9589,10.9885,26.5627,3.5828,12.2416,26.5018,0.5822,13.2166,26.6447,-0.6815,13.7902,26.6595,-1.9208,14.7922,26.5641,-3.5103,15.613,27.0001,-4.236,16.1287,26.8545,-5.0883
17.2014,24.9641,9.2246,17.6236,25.5409,7.2031,18.3976,25.4748,5.3239,16.015,25.6746,8.0324,16.8908,25.6877,7.415,16.6433,25.5585,8.6895,14.1252,25.6647,9.1651,11.702,25.579,9.3279,10.2333,25.169,9.1172,11.1892,25.899,6.465,12.1467,26.0594,6.9034,13.3764,25.9921,7.1687,15.1606,26.1563,5.2676,13.9664,26.2384,4.3978,12.5824,26.2743,3.9135,15.9782,25.8274,1.1401,14.3379,26.0471,0.566,15.1087,26.0679,-0.9341,16.7158,25.5351,-2.3115,17.4238,25.2697,-2.8287,16.7338,24.3031,10.9982,14.572403,25.162214,8.056059,18.88751,25.593388,3.310847,18.195413,25.071834,-0.372579,18.001974,24.905852,-3.208571,NaN,NaN, NaN ,17.0499,25.5816,0.239,16.059,26.0573,-1.8786,14.2092,26.3927,-3.3427,15.0964,26.2182,2.4202,13.476492,25.76444,1.835014,11.1732,25.8712,1.489,11.585,24.209,12.0392,10.5642,24.8671,11.0151,NaN,NaN, NaN ,16.282091,23.580347,12.317524,14.050413,23.412503,12.41699,15.6206,24.7169,9.6378,16.6465,25.6098,6.062,17.0214,25.785,2.9879,17.8273,25.6825,1.6498,18.5275,25.3425,1.2817,9.0608,25.0871,8.3126,10.3428,25.8527,5.8319,11.1272,26.1545,3.5005,12.3926,26.0818,0.5134,13.3743,26.2154,-0.7464,13.9606,26.1737,-1.9895,14.9665,26.007,-3.5484,15.8067,26.4369,-4.2968,16.3245,26.2913,-5.1476
17.3136,25.1706,9.0908,17.7242,25.4784,7.2109,18.5219,25.3504,5.3442,16.1036,25.6255,8.013,16.9885,25.633,7.4064,16.7296,25.5376,8.6792,14.1994,25.6172,9.1418,11.7751,25.5457,9.289,10.3077,25.1157,9.0771,11.2899,25.7629,6.3989,12.2528,25.9155,6.8472,13.4816,25.8807,7.1344,15.2745,25.9686,5.2351,14.0925,26.0246,4.3498,12.7098,26.0786,3.853,16.1397,25.5096,1.1329,14.5002,25.696,0.5328,15.2777,25.6197,-0.964,16.915,25.0458,-2.2968,17.6308,24.7443,-2.7954,16.8394,24.2963,10.9948,14.690165,25.207462,8.014052,19.033469,25.357099,3.360406,18.395935,24.670758,-0.344715,18.213816,24.37474,-3.099953,NaN,NaN, NaN ,17.237,25.3008,0.2846,16.2444,25.7484,-1.8706,14.4339,25.8843,-3.3875,15.2481,25.7976,2.4318,13.623989,25.456563,1.807161,11.3323,25.5071,1.4426,11.6631,24.219,12.038,10.6412,24.8946,11.0201,NaN,NaN, NaN ,16.360548,23.626,12.314988,14.131765,23.450138,12.406367,15.7033,24.7,9.6462,16.7517,25.4604,6.0618,17.1656,25.5338,2.9837,17.9822,25.369,1.6658,18.6943,25.0463,1.3187,9.1963,24.865,8.2319,10.5229,25.5405,5.7567,11.3078,25.8322,3.4364,12.5552,25.6688,0.4594,13.5472,25.758,-0.801,14.1361,25.64,-2.0324,15.1819,25.4571,-3.5734,16.047,25.4775,-4.2518,16.5755,25.5692,-5.1662
17.4143,25.2628,9.0691,17.8223,25.4194,7.2197,18.6443,25.2396,5.382,16.1907,25.5738,8.002,17.077,25.5719,7.404,16.81,25.5281,8.6781,14.2705,25.5766,9.1222,11.8528,25.5078,9.2621,10.3785,25.067,9.0459,11.3815,25.6584,6.3418,12.3515,25.7858,6.8004,13.5818,25.781,7.108,15.3958,25.7775,5.2126,14.2166,25.8161,4.3184,12.8408,25.8455,3.7978,16.3074,25.1927,1.1332,14.6622,25.3322,0.5094,15.4688,25.1714,-0.9739,17.1313,24.5374,-2.2567,17.8547,24.2308,-2.7406,16.9418,24.3041,10.9903,14.787324,24.993897,8.032204,19.164718,25.180795,3.401606,18.604804,24.251552,-0.233214,18.463013,24.029674,-3.033488,NaN,NaN, NaN ,17.4001,24.9617,0.3491,16.4977,25.3145,-1.8488,14.6503,25.2938,-3.3672,15.4181,25.6073,2.4218,13.784291,25.132217,1.791091,11.4949,25.1725,1.4117,11.7305,24.2294,12.0353,10.7078,24.9086,11.0244,7.667828,23.417264,10.077224,16.448078,23.689282,12.311283,14.213885,23.474937,12.397668,15.7925,24.718,9.6574,16.867,25.3753,6.0637,17.3201,25.3119,2.9955,18.1422,25.0842,1.6979,18.869,24.74,1.3724,9.349,24.6032,8.1784,10.7203,25.3353,5.7247,11.4883,25.5923,3.3808,12.7259,25.2462,0.4232,13.7283,25.298,-0.8309,14.3404,25.1132,-2.0477,15.4013,24.9082,-3.5913,16.2467,24.8659,-4.2514,16.864,24.9474,-5.1608
17.4891,25.3586,9.2172,17.9222,25.3841,7.2376,18.7686,25.1255,5.4236,16.2788,25.5156,7.998,17.1763,25.5222,7.408,16.8885,25.5219,8.6799,14.3449,25.5321,9.1097,11.927,25.4631,9.234,10.4577,25.0191,9.0174,11.4787,25.5916,6.301,12.4476,25.6633,6.7624,13.6757,25.6863,7.0823,15.5112,25.6151,5.2035,14.345,25.6024,4.2929,12.979,25.6236,3.759,16.4788,24.871,1.1531,14.8437,24.9401,0.5017,15.6681,24.7217,-0.9591,17.36,24.0497,-2.1958,18.0966,23.7464,-2.6482,16.9981,24.3226,11.0085,14.822492,25.074656,7.977891,19.295108,24.968162,3.44731,18.829834,23.845047,-0.120322,18.7176,23.447031,-2.914264,NaN,NaN, NaN ,17.5834,24.6162,0.3558,16.6969,24.8879,-1.8268,14.9181,24.7016,-3.3471,15.5566,25.3544,2.4437,13.964364,24.822896,1.784012,11.6591,24.8459,1.3834,11.8032,24.2465,12.0441,10.7672,24.9368,11.032,NaN,NaN, NaN ,16.518366,23.724557,12.310126,14.29306,23.497017,12.398097,15.874,24.7299,9.6791,16.9793,25.2532,6.0832,17.4869,25.1927,3.0029,18.3108,24.82,1.7458,18.9822,24.3219,1.4069,9.5123,24.3963,8.1856,NaN,NaN, NaN ,11.6246,25.3991,3.324,12.9116,24.8812,0.4071,13.9332,24.8123,-0.839,14.5665,24.6243,-2.041,15.6477,24.3082,-3.5622,16.4972,24.262,-4.2152,17.1026,24.0554,-5.0401
17.5542,25.2548,9.303,18.0233,25.3667,7.2624,18.8883,25.0301,5.4766,16.3624,25.4843,8.0066,17.2674,25.472,7.4262,16.97,25.5117,8.6836,14.422,25.4917,9.0996,12.0034,25.4417,9.2167,10.5463,24.9392,8.9918,11.5847,25.4964,6.2759,12.5511,25.545,6.7389,13.7736,25.6039,7.0626,15.6238,25.4782,5.2079,14.4754,25.3938,4.2844,13.1166,25.3977,3.7316,16.659,24.5522,1.1889,15.0326,24.5708,0.5124,15.8784,24.3131,-0.9284,17.6055,23.6014,-2.1033,18.3522,23.2526,-2.5249,17.0759,24.3327,11.0137,14.897435,24.922616,8.03298,19.411669,24.731407,3.549411,19.031754,23.595421,-0.010945,18.950621,22.967548,-2.778646,17.401808,23.124897,-5.535187,17.8016,24.2499,0.4633,16.9647,24.3459,-1.7399,15.1494,24.0088,-3.2611,15.7315,25.2146,2.4546,14.137973,24.560276,1.781848,11.8348,24.5396,1.3472,11.8776,24.2633,12.0452,10.8359,24.9538,11.0443,NaN,NaN, NaN ,16.604645,23.785626,12.306293,14.371272,23.553028,12.390041,15.9618,24.7418,9.6942,17.0752,25.1464,6.1068,17.6426,24.9777,3.0404,18.4822,24.546,1.8064,19.1567,24.0173,1.4937,NaN,NaN, NaN ,NaN,NaN, NaN ,11.7248,25.2356,3.2748,13.1024,24.5211,0.3931,14.1456,24.3724,-0.8359,14.8,24.1115,-2.0176,15.9068,23.708,-3.5025,16.7794,23.6697,-4.1351,17.4236,23.4312,-4.94
17.6109,25.0837,9.2193,18.1068,25.346,7.2986,19.0063,24.9379,5.5434,16.4477,25.4547,8.0121,17.3563,25.4624,7.4485,17.053,25.5119,8.695,14.5063,25.4608,9.1002,12.0859,25.3991,9.2,10.6485,24.8845,8.9883,11.6993,25.3768,6.2578,12.661,25.4355,6.7268,13.8771,25.519,7.0598,15.7509,25.3298,5.221,14.6083,25.1751,4.297,13.2562,25.1567,3.7241,16.8547,24.2564,1.2497,15.2355,24.2147,0.5438,16.1127,23.932,-0.8778,17.86,23.18,-1.9871,18.6173,22.7794,-2.3784,17.1269,24.3786,11.0181,15.123615,25.011129,8.014321,19.682836,24.657127,3.68836,19.262394,23.358773,0.103271,19.254661,22.536591,-2.571981,17.775561,22.520794,-5.411924,17.9864,23.9716,0.5084,17.2219,23.9733,-1.6476,15.4207,23.4808,-3.1715,15.8692,24.9619,2.4764,14.309224,24.289955,1.800978,12.017,24.2467,1.3166,11.9613,24.2802,12.0491,10.9076,24.974,11.053,NaN,NaN, NaN ,16.682464,23.820652,12.302102,14.455142,23.579392,12.385701,16.0489,24.7588,9.7263,17.1941,25.0298,6.1535,17.7984,24.7753,3.0944,18.666,24.2898,1.8983,19.3406,23.7593,1.6108,NaN,NaN, NaN ,11.037,25.0349,5.6132,11.8298,25.0409,3.2223,13.2989,24.1566,0.3883,14.3552,23.9493,-0.8187,15.0377,23.6317,-1.9675,16.1816,23.1705,-3.4084,17.0684,23.0934,-4.0312,17.7281,22.9097,-4.8075
17.7264,25.3436,9.1591,18.1994,25.3086,7.337,19.1198,24.842,5.6241,16.5301,25.4252,8.0273,17.4437,25.427,7.4727,17.1292,25.5377,8.7117,14.5893,25.4557,9.1068,12.1825,25.3799,9.1966,10.7586,24.8223,9.0009,11.818,25.2168,6.2546,12.7733,25.325,6.7262,13.9863,25.4345,7.0643,15.8748,25.1867,5.2486,14.7471,24.9589,4.3151,13.3969,24.9058,3.7366,17.0477,23.9702,1.3271,15.4379,23.8899,0.6007,16.3415,23.5329,-0.792,18.1276,22.7739,-1.8449,18.8881,22.3669,-2.2023,17.2401,24.6371,11.0356,15.137149,24.853774,8.118367,NaN,NaN,NaN,19.452285,22.927978,0.308153,19.498055,22.097936,-2.289793,17.986184,22.133756,-5.277252,18.2327,23.6181,0.6707,17.4633,23.7185,-1.5692,15.7165,23.2301,-3.0925,16.0552,24.6607,2.5292,14.481409,24.042675,1.85946,12.2058,23.9411,1.3227,12.0341,24.3179,12.0578,10.9759,24.9934,11.07,NaN,NaN, NaN ,16.772791,23.871208,12.297474,14.541788,23.625125,12.38545,16.1258,24.7688,9.7593,17.32,24.9491,6.2428,17.9568,24.577,3.1718,18.8487,24.0606,2.0069,19.5255,23.5024,1.7428,NaN,NaN, NaN ,11.0558,24.9223,5.5935,11.9702,24.7846,3.2048,13.5,23.7996,0.4134,14.5867,23.5585,-0.7584,15.2907,23.1506,-1.8784,16.4618,22.6699,-3.2942,17.3594,22.5811,-3.8946,18.0322,22.37,-4.6548
17.7998,25.4322,9.2558,18.2884,25.2752,7.3917,19.2374,24.7572,5.7193,16.6167,25.4405,8.0617,17.5298,25.4207,7.5097,17.2044,25.5562,8.7295,14.6709,25.4584,9.1205,12.2815,25.3337,9.1997,10.8717,24.7463,9.0178,11.9331,25.0392,6.2606,12.8821,25.2052,6.7298,14.087,25.3457,7.0748,15.996,25.0648,5.2912,14.8788,24.7743,4.3561,13.5396,24.6652,3.761,17.2452,23.7126,1.4365,15.6534,23.5831,0.6852,16.5739,23.1525,-0.6701,18.3888,22.3791,-1.6762,19.1615,21.985,-2.0107,17.3254,24.5761,11.0433,15.222478,24.908116,8.146244,19.899569,24.303159,3.989996,19.682876,22.705598,0.4651,19.806893,21.950759,-2.014092,18.351151,21.930228,-5.195647,18.4576,23.189,0.8368,17.7098,23.2627,-1.4137,16.0232,22.8219,-2.9672,16.2306,24.5283,2.5917,14.658979,23.77567,1.913337,12.3961,23.6122,1.3659,12.1149,24.335,12.0672,11.0581,25.0023,11.0844,NaN,NaN, NaN ,16.849834,23.916517,12.298969,14.620076,23.673856,12.37867,16.2075,24.8046,9.7901,17.4386,24.9425,6.2872,18.1181,24.3958,3.2682,19.0324,23.8369,2.1331,19.7899,23.463,1.9613,9.8726,24.2978,8.1959,11.1317,24.8149,5.5973,12.1232,24.5145,3.2224,13.712,23.4618,0.472,14.8233,23.1613,-0.67,15.5488,22.6997,-1.7588,16.7535,22.2174,-3.1411,17.6526,22.0896,-3.7293,18.352,21.7784,-4.4707
