Le01R_X,Le01R_Y,Le01R_Z,Le02R_X,Le02R_Y,Le02R_Z,Le03R_X,Le03R_Y,Le03R_Z,Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,Mi01R_X,Mi01R_Y,Mi01R_Z,Mi02R_X,Mi02R_Y,Mi02R_Z,Mi03R_X,Mi03R_Y,Mi03R_Z,Mi04R_X,Mi04R_Y,Mi04R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mi06R_X,Mi06R_Y,Mi06R_Z,Mi07R_X,Mi07R_Y,Mi07R_Z,Mi08R_X,Mi08R_Y,Mi08R_Z,Mi09R_X,Mi09R_Y,Mi09R_Z,Mm01R_X,Mm01R_Y,Mm01R_Z,Mm02R_X,Mm02R_Y,Mm02R_Z,Mm03R_X,Mm03R_Y,Mm03R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,Mo02R_X,Mo02R_Y,Mo02R_Z,Mo03R_X,Mo03R_Y,Mo03R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Sn04R_X,Sn04R_Y,Sn04R_Z,Sn05R_X,Sn05R_Y,Sn05R_Z,Sn06R_X,Sn06R_Y,Sn06R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te04R_X,Te04R_Y,Te04R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te06R_X,Te06R_Y,Te06R_Z,Te07R_X,Te07R_Y,Te07R_Z,Te08R_X,Te08R_Y,Te08R_Z,Te09R_X,Te09R_Y,Te09R_Z
6.2159,20.0949,19.8612,5.9783,21.5899,18.6576,6.096,23.0042,17.2403,4.7415,20.8848,19.7959,5.3511,21.4686,19.1311,5.5016,20.4843,19.8696,3.3202,19.8547,20.8441,NaN,NaN,NaN,NaN,NaN,NaN,-0.0232,21.6868,20.6482,1.0071,21.573,20.6611,2.1398,21.4683,20.3816,3.2507,23.0746,18.7415,1.9734,23.4564,18.7166,0.5765,23.514,18.9049,2.5319,25.5995,15.8699,0.8188,25.7749,16.1971,1.2079,26.6595,14.9631,3.3312,26.4108,14.2105,1.5771,27.4246,13.024,1.9346,27.5365,12.1784,6.2433,18.0441,20.5427,3.3423,20.5547,20.044,5.9997,24.5149,15.9265,3.6681,26.3025,13.5387,2.1246,27.4895,11.4443,-0.5622,29.1097,10.8472,-1.0833,27.6147,13.525,2.3103,24.5752,16.8962,0.4897,24.5992,17.2012,-1.6774,24.3777,17.7508,0.0889,18.3152,21.7455,-2.895,17.5625,21.945,6.0749,16.8091,22.0171,3.8432,16.2429,22.2991,4.7177,19.008,20.2875,4.7501,22.4631,18.4663,4.2659,24.7188,16.66,4.4061,25.5341,15.4059,4.8367,25.6214,14.6696,-1.758,19.6239,21.3215,-0.9127,21.6694,20.2769,-0.9167,23.3862,19.0298,-0.9697,25.3427,16.7821,-0.6392,26.2955,15.7263,-0.698,27.0494,14.6486,-0.5708,27.9527,13.0902,-0.2124,28.4693,12.2287,-0.1128,28.8848,11.4112
6.2744,20.0799,19.8011,6.0197,21.5417,18.5467,6.1146,22.9209,17.0772,4.7872,20.8985,19.7358,5.3953,21.4404,19.0307,5.5568,20.4641,19.801,3.3745,19.8677,20.807,NaN,NaN,NaN,NaN,NaN,NaN,-0.04,21.6493,20.4578,1.0014,21.5916,20.5172,2.1597,21.4945,20.2976,3.2474,23.0504,18.5726,1.9513,23.4148,18.5025,0.5421,23.4695,18.6648,2.5291,25.5479,15.6312,0.8128,25.7506,15.9524,1.2242,26.5951,14.6835,3.3473,26.3024,13.9458,1.615,27.3201,12.737,1.9765,27.4246,11.8907,6.3011,18.0423,20.5396,3.4074,20.5332,19.9796,5.9796,24.4089,15.7161,3.6885,26.1613,13.274,2.1768,27.3542,11.1647,-0.447,29.0955,10.5369,-1.0386,27.5962,13.2362,2.2847,24.5039,16.6664,0.4683,24.5654,16.9663,-1.7026,24.3977,17.5177,-0.055,17.753,21.6556,-2.8232,17.488,21.9101,6.1302,16.7356,21.9869,3.8946,16.266,22.2822,4.7738,19.0114,20.2654,4.7796,22.4005,18.3201,4.2517,24.6355,16.436,4.4037,25.4348,15.1655,4.8379,25.4983,14.4311,-1.7432,19.5787,21.2285,-0.9692,21.6819,20.1429,-0.9534,23.3916,18.8229,-0.9772,25.3584,16.5501,-0.6339,26.299,15.4603,-0.6737,27.0363,14.3729,-0.5203,27.9516,12.8148,-0.126,28.4735,11.958,-0.0056,28.8777,11.1127
6.3309,20.0542,19.7399,6.0639,21.4973,18.4355,6.1323,22.8403,16.9183,4.8347,20.8931,19.6579,5.447,21.4224,18.9252,5.6141,20.4525,19.7374,3.4254,19.8771,20.7656,NaN,NaN,NaN,NaN,NaN,NaN,-0.0572,21.6176,20.2711,0.9954,21.5916,20.3609,2.1923,21.502,20.1749,3.2443,23.0108,18.3976,1.937,23.3548,18.2853,0.5111,23.442,18.4406,2.5307,25.4723,15.3856,0.8147,25.6998,15.6807,1.2439,26.504,14.3928,3.3646,26.1613,13.6791,1.6613,27.1883,12.4314,2.035,27.2859,11.5932,6.3578,18.0444,20.5372,3.4633,20.508,19.8984,5.9679,24.2797,15.5054,3.7159,25.9957,13.0027,2.2344,27.1874,10.8669,-0.3266,29.0174,10.1972,-0.9906,27.5329,12.9213,2.3667,24.5632,16.448,0.4554,24.5136,16.7294,-1.7193,24.392,17.2787,-0.0439,17.8991,21.7228,-2.7679,17.4412,21.8752,6.2091,16.7577,21.9891,4.0011,16.2135,22.2643,4.8319,19.0015,20.2366,4.8144,22.3436,18.1882,4.2444,24.547,16.2155,4.4062,25.3199,14.9254,4.8469,25.3614,14.1866,-1.7455,19.5531,21.1341,-1.0287,21.7032,20.0174,-0.9822,23.3818,18.6069,-0.9793,25.3387,16.3004,-0.6199,26.2725,15.1838,-0.6478,26.9926,14.0793,-0.4669,27.8632,12.4902,-0.0367,28.4012,11.6423,0.1166,28.8422,10.793
6.3862,20.0326,19.6803,6.1078,21.4522,18.3245,6.1573,22.7467,16.7625,4.8902,20.8854,19.5833,5.5019,21.3581,18.8077,5.6709,20.4462,19.6815,3.465,19.8804,20.7166,NaN,NaN,NaN,NaN,NaN,NaN,-0.0697,21.5839,20.0724,0.9758,21.5599,20.1766,2.1981,21.5273,20.0729,3.2456,22.9494,18.2053,1.9246,23.3197,18.0894,0.5004,23.4029,18.2276,2.5409,25.377,15.1292,0.8178,25.6165,15.4039,1.2702,26.396,14.1007,3.3887,25.9991,13.4038,1.7133,27.014,12.1147,2.1038,27.1119,11.2869,6.415,18.0456,20.5356,3.5297,20.4861,19.8304,5.9533,23.9739,15.3198,3.748,25.8093,12.731,2.3059,26.9862,10.5555,-0.1986,28.8676,9.8312,-0.9382,27.4114,12.5702,2.2934,24.3693,16.2004,0.4485,24.4575,16.4961,-1.7267,24.3611,17.0343,0.1969,17.8806,21.6534,-2.698,17.3703,21.8334,6.2384,16.7317,21.9894,4.055,16.246,22.298,4.8901,18.9919,20.2134,4.8486,22.2812,18.0471,4.2428,24.444,15.998,4.4179,25.1928,14.6848,4.861,25.1918,13.9439,-1.7471,19.5337,21.0471,-1.0594,21.7226,19.8854,-0.9999,23.3386,18.3731,-0.9817,25.2907,16.0337,-0.6028,26.2198,14.9,-0.6146,26.9057,13.7575,-0.4077,27.6982,12.1269,0.0487,28.2868,11.2766,0.2327,28.7049,10.4427
6.4413,19.9724,19.5891,6.1566,21.3921,18.213,6.1903,22.6536,16.6131,4.9488,20.8552,19.4956,5.5523,21.32,18.7073,5.7226,20.4292,19.6192,3.4992,19.8858,20.6564,NaN,NaN,NaN,-0.3179,19.3016,21.3062,-0.0713,21.5055,19.8685,0.988,21.5274,20.0061,2.2195,21.4893,19.9348,3.2499,22.885,18.0273,1.9234,23.2756,17.8974,0.4945,23.3745,18.0283,2.5592,25.2669,14.8662,0.8294,25.5073,15.119,1.3036,26.28,13.8022,3.4238,25.8155,13.1295,1.779,26.8166,11.7932,2.179,26.8954,10.9667,6.4732,18.0487,20.5331,3.5906,20.4759,19.7635,5.9804,24.1938,15.0915,3.7966,25.6227,12.4623,2.3915,26.7375,10.2444,-0.0694,28.6779,9.4428,-0.8797,27.2275,12.1923,2.0777,24.4051,16.0477,0.4512,24.3899,16.2598,-1.7295,24.3089,16.7919,0.1259,18.2362,21.8839,-2.6348,17.3314,21.7866,6.3127,16.8086,21.9924,4.0805,16.2091,22.273,4.9515,18.9928,20.1862,4.8863,22.2138,17.911,4.2515,24.3281,15.7834,4.4381,25.0561,14.4492,4.8877,25.024,13.7048,-1.733,19.5189,20.9688,-1.0621,21.712,19.7285,-1.0032,23.2771,18.1424,-0.9726,25.2192,15.7562,-0.58,26.1279,14.5962,-0.5695,26.7649,13.4114,-0.3411,27.4972,11.7469,0.1289,28.0609,10.8858,0.346,28.4878,10.0547
6.4987,19.9843,19.5617,6.206,21.3251,18.1059,6.2239,22.539,16.4679,5.0021,20.8205,19.406,5.6028,21.2763,18.6095,5.7809,20.4046,19.5501,3.5274,19.9078,20.6204,NaN,NaN,NaN,-0.2802,19.3022,21.2108,-0.0619,21.4529,19.6793,1.0041,21.4624,19.8335,2.2462,21.4319,19.7733,3.272,22.8274,17.861,1.9366,23.2255,17.712,0.5025,23.3222,17.824,2.5815,25.1244,14.6026,0.8545,25.3921,14.8342,1.3473,26.1106,13.4889,3.475,25.622,12.8533,1.8561,26.6098,11.477,2.2683,26.6421,10.6502,6.5274,18.0519,20.5287,3.6549,20.4659,19.6862,5.9919,24.0696,14.9101,3.8551,25.3952,12.1906,2.4837,26.471,9.9298,0.0671,28.4201,9.0445,-0.8068,27.0189,11.8137,2.2528,24.1644,15.7712,0.462,24.2911,16.0153,-1.72,24.2309,16.5496,0.378,18.1888,21.6605,-2.5781,17.2704,21.7518,6.365,16.8431,22.0076,4.1342,16.2268,22.2844,5.0099,18.9935,20.1545,4.9279,22.1504,17.7795,4.2659,24.2139,15.5756,4.4693,24.9062,14.2132,4.9257,24.8462,13.4683,-1.6963,19.4924,20.8894,-1.0445,21.6472,19.5384,-0.9966,23.2046,17.9196,-0.9588,25.1187,15.4782,-0.5477,25.9775,14.2672,-0.5213,26.5648,13.05,-0.2587,27.2674,11.3672,0.2175,27.8184,10.4985,0.4774,28.2184,9.6744
6.5542,19.9604,19.5064,6.2586,21.2574,18.0051,6.2701,22.4276,16.3275,5.0551,20.8018,19.327,5.6578,21.2216,18.5095,5.8338,20.388,19.485,3.576,19.9135,20.5561,1.2538,19.5864,21.1513,-0.2377,19.2584,21.083,-0.0283,21.3967,19.5118,1.0357,21.4175,19.668,2.2796,21.3852,19.6225,3.304,22.7552,17.6909,1.9539,23.1559,17.5226,0.5196,23.2629,17.6238,2.6166,24.9638,14.3417,0.8875,25.2375,14.5508,1.4019,25.9169,13.1841,3.5342,25.4138,12.5908,1.9434,26.3664,11.1578,2.3654,26.3742,10.3329,6.584,18.0594,20.5278,3.7207,20.4638,19.5925,6.0207,23.9033,14.7159,3.9283,25.1499,11.9329,2.5947,26.1631,9.6213,0.2053,28.1326,8.6374,-0.7229,26.7828,11.4449,2.2602,23.9418,15.5709,0.4831,24.2046,15.7791,-1.7036,24.1535,16.3024,0.2083,17.6241,21.6096,-2.5082,17.2066,21.7004,6.43,16.8273,21.9964,4.246,16.3534,22.2915,5.0689,18.9946,20.1224,4.9743,22.0806,17.6493,4.292,24.0796,15.3669,4.5117,24.7413,13.9805,4.9743,24.6488,13.2417,-1.6523,19.4603,20.7822,-1.0164,21.5557,19.3315,-0.9793,23.1469,17.712,-0.9281,24.9924,15.1936,-0.5084,25.7753,13.9294,-0.4615,26.3407,12.6926,-0.1668,27.0298,11.0002,0.3172,27.5441,10.1213,0.5731,27.9391,9.2683
6.6084,19.9389,19.4578,6.316,21.1935,17.9084,6.3249,22.3264,16.1952,5.1107,20.7849,19.2468,5.7115,21.1776,18.4149,5.893,20.3688,19.417,3.6331,19.9215,20.5012,1.2879,19.5884,21.0589,-0.1845,19.2101,20.9535,0.0114,21.3305,19.3567,1.0766,21.3432,19.4951,2.3233,21.333,19.47,3.3422,22.7073,17.5424,1.9813,23.082,17.3365,0.5459,23.2042,17.4297,2.6626,24.7961,14.0896,0.9297,25.059,14.2711,1.4663,25.7031,12.8778,3.6075,25.1925,12.3313,2.0393,26.0947,10.8459,2.475,26.0795,10.0247,6.6388,18.0639,20.5256,3.7827,20.4088,19.4893,6.0625,23.7562,14.5432,4.0113,24.906,11.6794,2.7121,25.8352,9.3211,0.3412,27.628,8.1437,-0.6266,26.5121,11.0835,2.3071,23.9025,15.3398,0.5195,24.0798,15.5372,-1.6718,24.057,16.0482,0.3226,17.6773,21.6018,-2.444,17.1563,21.6496,6.4604,16.8566,22.0075,4.2732,16.354,22.2588,5.1241,18.9944,20.0933,5.0265,22.0042,17.5179,4.3291,23.9337,15.1676,4.5638,24.561,13.7572,5.0392,24.4389,13.0218,-1.6233,19.3754,20.6164,-0.9663,21.4506,19.1248,-0.9552,23.078,17.5138,-0.8901,24.8278,14.8991,-0.4589,25.5556,13.5919,-0.3897,26.0823,12.3362,-0.0698,26.7482,10.6379,0.4341,27.2583,9.742,0.6954,27.6091,8.874
6.665,19.9096,19.4115,6.3788,21.135,17.8198,6.3861,22.2122,16.068,5.1808,20.7589,19.1558,5.7724,21.1333,18.3291,5.948,20.3416,19.3499,3.6868,19.9592,20.4593,1.3401,19.5325,20.9277,-0.1287,19.1532,20.8377,0.0526,21.2773,19.2129,1.123,21.2983,19.3586,2.369,21.2686,19.3168,3.3886,22.6342,17.3858,2.0199,23.0073,17.1557,0.579,23.1283,17.2345,2.7239,24.6152,13.8401,0.9875,24.8662,14.0011,1.5366,25.4616,12.5792,3.6945,24.9627,12.0807,2.1493,25.8058,10.5383,2.5892,25.758,9.7259,6.6913,18.0756,20.5261,3.837,20.3667,19.4016,6.1085,23.6455,14.4231,4.1044,24.6477,11.4391,2.8379,25.5163,9.0357,0.4922,27.3709,7.8322,-0.5242,26.2238,10.7298,2.407,23.7707,15.111,0.5641,23.9468,15.302,-1.6317,23.9277,15.7981,0.4989,17.8234,21.5922,-2.3687,17.1032,21.6009,6.5368,16.9159,22.0064,4.3597,16.3224,22.2645,5.1796,18.9924,20.0658,5.0811,21.9272,17.3948,4.3822,23.7881,14.9687,4.6321,24.3751,13.5416,5.1138,24.2275,12.8132,-1.5618,19.2594,20.4513,-0.9052,21.3485,18.924,-0.9216,23.0115,17.3074,-0.8437,24.64,14.6046,-0.398,25.3065,13.2633,-0.3059,25.8047,11.9901,0.0353,26.4433,10.2856,0.5465,26.8998,9.3649,0.8218,27.2237,8.4945
6.7202,19.8432,19.3352,6.4491,21.0674,17.7283,6.4563,22.0915,15.9492,5.2485,20.7284,19.0633,5.8393,21.0842,18.2396,6.007,20.3191,19.2814,3.7372,19.9655,20.3986,1.397,19.4878,20.8018,-0.0688,19.0788,20.7209,0.094,21.2253,19.0712,1.1654,21.2452,19.2212,2.4178,21.2346,19.185,3.4421,22.5573,17.24,2.0686,22.9274,16.983,0.6227,23.0394,17.0379,2.8001,24.4274,13.6051,1.0559,24.6548,13.7284,1.6277,25.2005,12.2909,3.7961,24.716,11.8421,2.2663,25.4941,10.2478,2.7176,25.413,9.4383,6.7445,18.087,20.5245,3.9007,20.3205,19.3285,6.1747,23.4753,14.2633,4.2699,24.5761,11.185,2.9781,25.162,8.7629,0.6386,27.0096,7.4876,-0.4059,25.8837,10.3901,2.4704,23.6219,14.9037,0.6219,23.7964,15.0683,-1.5736,23.7831,15.543,0.447,17.6487,21.5342,-2.3019,17.0582,21.539,6.6039,16.9289,22.0301,4.4116,16.3638,22.2687,5.2361,18.9914,20.0327,5.1452,21.8336,17.2676,4.4477,23.6309,14.7791,4.7131,24.1767,13.3337,5.2017,24.0008,12.6078,-1.4785,19.1319,20.2886,-0.8419,21.2597,18.7406,-0.8741,22.922,17.1014,-0.7792,24.4369,14.3177,-0.3205,25.0514,12.9531,-0.2098,25.5209,11.6662,0.1552,26.0973,9.9384,0.6667,26.5002,9.0021,0.9549,26.828,8.1238
6.7751,19.8741,19.3299,6.5186,21.0113,17.652,6.5338,21.9685,15.8364,5.3061,20.705,18.9889,5.907,21.0245,18.1531,6.069,20.289,19.214,3.7845,19.957,20.32,1.4538,19.4402,20.6755,-0.0144,19.0279,20.6152,0.1384,21.1929,18.9465,1.2181,21.2045,19.0815,2.4722,21.1895,19.0602,3.5097,22.4621,17.0858,2.1284,22.8319,16.8053,0.6766,22.9345,16.8395,2.8893,24.2167,13.3773,1.1411,24.4217,13.467,1.7303,24.9413,12.0212,3.9066,24.4464,11.6155,2.4002,25.1709,9.9739,2.8571,25.0778,9.1768,6.7959,18.0953,20.5238,3.9603,20.3039,19.2644,6.2593,23.2831,14.1052,4.4326,23.9603,10.9436,3.1281,24.8013,8.5078,0.7762,26.4965,7.1155,-0.2844,25.5169,10.0629,2.5446,23.462,14.7005,0.6981,23.6258,14.8383,-1.5085,23.6101,15.293,0.4753,17.6441,21.5298,-2.2435,17.0424,21.4832,6.6371,16.9251,21.9845,4.4711,16.3527,22.2697,5.29,19.0164,19.9855,5.2124,21.7491,17.1502,4.5255,23.467,14.5952,4.8059,23.9708,13.1373,5.3044,23.7708,12.418,-1.3973,19.0544,20.1587,-0.7846,21.1926,18.5811,-0.8157,22.8098,16.8909,-0.7015,24.2153,14.0423,-0.2284,24.7797,12.6533,-0.1043,25.1999,11.3518,0.2848,25.7206,9.612,0.8004,26.0974,8.669,1.0958,26.3746,7.7782
6.8361,19.8628,19.2931,6.5904,20.9433,17.5769,6.6268,21.8476,15.7279,5.3663,20.6655,18.9091,5.9761,20.9665,18.0683,6.1335,20.2611,19.1564,3.8325,19.9303,20.2271,1.5117,19.3851,20.5564,0.0329,19.0025,20.5201,0.193,21.1564,18.8176,1.2745,21.1545,18.9464,2.5321,21.1458,18.9418,3.5785,22.3815,16.9375,2.197,22.7358,16.6299,0.7427,22.8233,16.6437,2.9956,24.0006,13.158,1.243,24.1806,13.2093,1.844,24.6613,11.7639,4.0285,24.1831,11.3983,2.5395,24.8267,9.7153,3.0092,24.7284,8.9313,6.849,18.1122,20.5227,4.0253,20.2678,19.1836,6.3576,23.1141,13.9657,4.4737,23.8021,10.7994,3.2875,24.4312,8.2762,0.9225,26.0308,6.8046,-0.1425,25.133,9.7508,2.6334,23.2816,14.5058,0.7845,23.4365,14.6146,-1.4283,23.423,15.0429,0.5973,17.7482,21.4912,-2.1594,16.9777,21.4295,6.7082,16.9785,21.9947,4.5301,16.3698,22.285,5.3463,19.0003,19.9349,5.2884,21.6543,17.0339,4.6153,23.2869,14.4178,4.9123,23.7441,12.9467,5.4169,23.5256,12.2386,-1.3301,18.9819,20.044,-0.728,21.133,18.4369,-0.7477,22.7004,16.6844,-0.61,23.9841,13.7794,-0.1197,24.5029,12.374,0.0217,24.8787,11.0635,0.4285,25.3348,9.3073,0.9499,25.687,8.3635,1.2448,25.9545,7.4788
6.8975,19.8471,19.2579,6.6765,20.8709,17.5023,6.7243,21.7263,15.6338,5.4306,20.6242,18.8259,6.052,20.9166,17.991,6.1939,20.2339,19.1058,3.8833,19.9225,20.1424,1.5723,19.339,20.4543,0.0928,18.971,20.4377,0.2508,21.1241,18.6911,1.3351,21.0878,18.8064,2.5921,21.1139,18.8277,3.6613,22.2822,16.7925,2.2782,22.613,16.4552,0.8221,22.7043,16.4509,3.1102,23.7758,12.953,1.3521,23.9248,12.9775,1.9729,24.367,11.5222,4.1664,23.8992,11.1957,2.6878,24.4835,9.4776,3.1738,24.3606,8.7016,6.8991,18.1348,20.5221,4.0899,20.2461,19.1093,6.4685,22.9125,13.8251,4.6332,23.4762,10.5897,3.4543,24.0628,8.0602,1.0969,25.5957,6.5302,0.0016,24.7487,9.4746,2.7388,23.0818,14.3139,0.8876,23.2392,14.3973,-1.3361,23.202,14.7977,0.6784,17.9687,21.4406,-2.0873,16.9344,21.3736,6.7501,17.0153,22.0007,4.5966,16.4749,22.293,5.407,18.9796,19.8994,5.3665,21.5567,16.925,4.7162,23.1003,14.252,5.0325,23.5214,12.7723,5.5499,23.2845,12.0732,-1.2792,18.9472,19.9513,-0.6718,21.0781,18.2996,-0.6731,22.5591,16.4723,-0.5007,23.7494,13.5296,0.0007,24.2154,12.1141,0.151,24.5326,10.7866,0.5792,24.9404,9.0269,1.117,25.2811,8.0824,1.4152,25.51,7.1911
6.9605,19.8312,19.2181,6.759,20.8005,17.435,6.8306,21.5927,15.5403,5.4981,20.5866,18.7468,6.1287,20.8552,17.9133,6.2545,20.21,19.0523,3.9397,19.9146,20.0672,1.641,19.3015,20.3701,0.151,18.9413,20.3563,0.3267,21.0388,18.5421,1.3984,21.0339,18.6852,2.6611,21.0826,18.7236,3.7486,22.1713,16.6469,2.3677,22.488,16.289,0.9115,22.5737,16.2694,3.2395,23.5215,12.7582,1.4832,23.6758,12.7584,2.1123,24.0676,11.2973,4.3144,23.6161,11.0056,2.8515,24.1374,9.2575,3.3479,24.0023,8.4916,6.9527,18.1623,20.521,4.1548,20.2037,19.0221,6.589,22.7345,13.7068,4.7735,23.208,10.4326,3.6373,23.6772,7.8591,1.2807,25.128,6.2649,0.1616,24.3547,9.2134,2.8531,22.8694,14.1355,1.0037,23.0213,14.1899,-1.226,22.9844,14.565,0.7349,17.7646,21.4181,-2.022,16.9234,21.3113,6.8165,17.0394,22.0042,4.6323,16.4465,22.2877,5.4652,18.974,19.8828,5.4501,21.4576,16.8166,4.8295,22.905,14.0912,5.1649,23.2843,12.6053,5.6842,23.031,11.9192,-1.2375,18.9233,19.8778,-0.6135,21.0244,18.1666,-0.583,22.4019,16.2669,-0.3756,23.5024,13.2948,0.1349,23.9123,11.87,0.2975,24.1876,10.5354,0.7368,24.5422,8.7673,1.2869,24.8745,7.8277,1.5942,25.0854,6.9352
7.0238,19.8196,19.1839,6.8467,20.7355,17.3716,6.9434,21.4615,15.4544,5.5646,20.5536,18.6748,6.2067,20.7834,17.8395,6.3159,20.1902,18.9988,3.9989,19.9056,19.9978,1.6932,19.2833,20.297,0.2138,18.9212,20.2851,0.4006,20.9656,18.3996,1.4648,20.976,18.5635,2.7306,21.0388,18.6125,3.8442,22.0525,16.5103,2.47,22.352,16.1285,1.0105,22.421,16.0869,3.3784,23.2615,12.5696,1.6218,23.4175,12.5532,2.2673,23.7509,11.0775,4.474,23.3192,10.8299,3.0259,23.7733,9.0528,3.5325,23.6283,8.2974,7.0042,18.1833,20.5195,4.2213,20.1623,18.9401,6.7222,22.5288,13.586,4.9572,22.8922,10.2807,3.878,23.4019,7.7438,1.4466,24.6225,6.0235,0.3358,23.962,8.9688,3.0153,22.6215,13.9694,1.1259,22.7981,13.9924,-1.1063,22.7566,14.344,0.8384,17.7865,21.3922,-1.9397,16.8566,21.2588,6.8517,17.1512,22.0135,4.7065,16.4452,22.257,5.5247,18.976,19.8621,5.5456,21.3511,16.7164,4.9565,22.7048,13.9404,5.3035,23.0396,12.4483,5.8378,22.7769,11.7764,-1.1957,18.9074,19.8135,-0.5519,20.9582,18.031,-0.4795,22.2255,16.0675,-0.2431,23.2284,13.0719,0.2832,23.6102,11.6429,0.456,23.8327,10.2998,0.9155,24.1509,8.5271,1.4707,24.4691,7.599,1.7827,24.6593,6.6948
7.0878,19.7598,19.122,6.9333,20.6593,17.3132,7.0602,21.3262,15.3825,5.6328,20.5045,18.6008,6.2866,20.7234,17.7659,6.385,20.1623,18.9477,4.0589,19.8999,19.9404,1.7518,19.2799,20.2361,0.272,18.8916,20.2156,0.4829,20.8738,18.2588,1.5416,20.9026,18.4437,2.8042,20.9679,18.4927,3.9467,21.9291,16.3797,2.5797,22.2131,15.9768,1.1223,22.2601,15.9145,3.5268,23.006,12.398,1.7709,23.1517,12.3608,2.4305,23.447,10.884,4.647,23.0191,10.6689,3.2132,23.4136,8.8653,3.7345,23.2561,8.1189,7.0545,18.204,20.5186,4.2855,20.1153,18.8575,6.8643,22.3345,13.4916,5.1261,22.5965,10.1291,4.0794,22.9766,7.6136,1.66,24.1683,5.8016,0.5222,23.5772,8.7451,3.0848,22.5435,13.7976,1.2256,22.5846,13.8054,-0.9547,22.5332,14.1319,0.8914,17.7894,21.3729,-1.8611,16.8219,21.204,6.8944,17.1414,21.9952,4.754,16.5035,22.2766,5.5828,18.9706,19.8331,5.6405,21.2468,16.6225,5.0919,22.4977,13.7953,5.4549,22.7945,12.305,5.9994,22.5171,11.6464,-1.148,18.8998,19.7546,-0.4759,20.869,17.8896,-0.3673,22.05,15.8771,-0.096,22.954,12.8553,0.4435,23.3086,11.4287,0.6255,23.4797,10.078,1.1043,23.7501,8.3074,1.6686,24.0532,7.3724,1.991,24.2355,6.4755
7.1556,19.7773,19.1201,7.0265,20.5734,17.2586,7.1801,21.1859,15.3104,5.7082,20.4588,18.5309,6.3754,20.6615,17.7022,6.4539,20.1334,18.9013,4.114,19.8949,19.8832,1.8083,19.2759,20.1847,0.3337,18.8681,20.1511,0.5681,20.781,18.1242,1.6224,20.8358,18.3347,2.8814,20.8844,18.3726,4.0595,21.8174,16.2597,2.6983,22.0658,15.8336,1.2391,22.0897,15.7501,3.6891,22.7445,12.2352,1.9328,22.8827,12.1749,2.6059,23.1443,10.6971,4.8273,22.7185,10.5197,3.411,23.0496,8.6913,3.9468,22.8826,7.9566,7.1064,18.2305,20.5144,4.3521,20.0703,18.7812,7.0155,22.1306,13.3975,5.3162,22.294,9.9951,4.2744,22.5416,7.4193,1.883,23.7032,5.5875,0.7242,23.1775,8.5355,3.2535,22.2615,13.7155,1.418,22.4961,13.6213,-0.7828,22.3003,13.9272,0.893,17.7053,21.3409,-1.785,16.792,21.1516,6.9653,17.1393,21.991,4.8204,16.5671,22.2503,5.6413,18.9722,19.8098,5.744,21.1422,16.5331,5.2344,22.2937,13.6685,5.6191,22.5511,12.1738,6.1759,22.2592,11.5295,-1.0868,18.8747,19.6904,-0.3862,20.7627,17.7439,-0.253,21.8837,15.7021,0.0595,22.6849,12.6541,0.6121,22.9908,11.2243,0.8159,23.1503,9.873,1.3103,23.3516,8.1005,1.8853,23.6301,7.1672,2.2159,23.7831,6.2668
