Le01R_X,Le01R_Y,Le01R_Z,Le02R_X,Le02R_Y,Le02R_Z,Le03R_X,Le03R_Y,Le03R_Z,Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,Mi01R_X,Mi01R_Y,Mi01R_Z,Mi02R_X,Mi02R_Y,Mi02R_Z,Mi03R_X,Mi03R_Y,Mi03R_Z,Mi04R_X,Mi04R_Y,Mi04R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mi06R_X,Mi06R_Y,Mi06R_Z,Mi07R_X,Mi07R_Y,Mi07R_Z,Mi08R_X,Mi08R_Y,Mi08R_Z,Mi09R_X,Mi09R_Y,Mi09R_Z,Mm01R_X,Mm01R_Y,Mm01R_Z,Mm02R_X,Mm02R_Y,Mm02R_Z,Mm03R_X,Mm03R_Y,Mm03R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,Mo02R_X,Mo02R_Y,Mo02R_Z,Mo03R_X,Mo03R_Y,Mo03R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sj18R_X,Sj18R_Y,Sj18R_Z,Sj19R_X,Sj19R_Y,Sj19R_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Sn04R_X,Sn04R_Y,Sn04R_Z,Sn05R_X,Sn05R_Y,Sn05R_Z,Sn06R_X,Sn06R_Y,Sn06R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te04R_X,Te04R_Y,Te04R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te06R_X,Te06R_Y,Te06R_Z,Te07R_X,Te07R_Y,Te07R_Z,Te08R_X,Te08R_Y,Te08R_Z,Te09R_X,Te09R_Y,Te09R_Z
NaN,NaN,NaN,12.7309,25.4605,14.1619,13.9311,25.9304,14.0376,11.086,25.0858,13.9883,11.9554,25.2831,13.9989,11.7772,24.8187,14.3649,NaN,NaN,NaN,NaN,NaN,NaN,7.1611,21.8308,14.7447,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.518,23.6306,12.2573,NaN,NaN,NaN,19.5697,21.8705,12.5526,12.4981,23.3677,15.4182,NaN,NaN, NaN ,15.5883,26.2268,13.534,18.146342,23.587556,12.50423,20.220378,21.734373,12.917308,21.112629,18.729771,12.182248,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,13.9862,23.0297,12.026,13.3868,21.1628,11.6034,12.5795,19.2449,11.5354,6.6309,22.8923,15.9295,6.6226,22.6991,15.9755,NaN,NaN, NaN ,12.18452433,22.33836343,16.9726057,10.12912664,21.81733379,17.22626347,17.0345,26.2414,15.2506,16.0796,26.4148,14.0686,11.2593,23.71,14.7254,12.1869,25.3812,13.4811,14.7255,24.9729,12.4924,16.216,24.7524,12.574,17.0601,24.9729,12.8298,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,13.8947,26.146,14.1549,11.3511,23.1588,14.3157,11.937,25.4199,14.1065,11.8083,24.8937,14.4391,NaN,NaN,NaN,NaN,NaN,NaN,7.1579,22.0935,14.8128,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.5759,23.4005,15.4243,NaN,NaN, NaN ,15.5222,26.4816,13.6355,18.049322,23.895656,12.489089,20.098218,21.999232,12.978051,20.939564,18.997565,12.354587,16.701396,23.432506,12.191838,NaN,NaN, NaN ,NaN,NaN, NaN ,13.891,23.314,12.1412,13.307,21.4698,11.7189,12.4843,19.5327,11.6592,6.7109,22.959,15.9545,6.6833,22.7654,15.9919,NaN,NaN, NaN ,12.27144441,22.35646789,16.98154542,10.20485534,21.82320684,17.2375726,17.0234,26.4964,15.301,16.03,26.6571,14.147,11.3066,23.7639,14.7595,12.1504,25.5318,13.5948,14.6377,25.239,12.6048,16.1193,24.9831,12.6559,16.9748,25.2661,12.8674,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.9282,25.5387,14.2339,11.8463,25.421,14.3584,NaN,NaN,NaN,NaN,NaN,NaN,7.1742,22.2223,14.8326,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.6462,23.4391,15.4328,NaN,NaN, NaN ,15.4549,26.7413,13.7268,NaN,NaN, NaN ,19.971455,22.251846,12.997156,20.752664,19.015994,12.461317,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,13.7756,23.5997,12.2574,13.1874,21.705,11.8379,12.4419,19.8058,11.7445,6.763,22.9543,15.9544,6.7497,22.8563,16.017,NaN,NaN, NaN ,12.34124438,22.37404547,17.0009664,10.27885473,21.84383081,17.25278807,17.0193,26.7209,15.3356,15.9864,26.8951,14.2215,11.358,23.8266,14.7902,12.121,25.7007,13.715,14.5368,25.5132,12.7212,16.016,25.2519,12.7264,16.884,25.5366,12.8834,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1961,22.3209,14.8653,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.7233,23.4907,15.4385,NaN,NaN, NaN ,15.4029,27.01,13.8209,NaN,NaN, NaN ,19.805099,22.448257,13.00372,20.565581,19.373233,12.57931,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,13.6588,23.8712,12.3747,13.0033,22.3619,11.9412,12.2988,20.124,11.885,6.8485,23.108,15.9772,6.8102,22.9101,16.0362,NaN,NaN, NaN ,12.43235801,22.41375089,17.01806699,10.36095247,21.86450497,17.26869586,17.0375,26.9646,15.353,15.9444,27.1477,14.2875,11.4104,23.8878,14.819,12.099,25.8502,13.8211,14.4315,25.766,12.8393,15.8985,25.5056,12.7843,16.778,25.7982,12.8933,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1754,22.5282,14.9007,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.804,23.5357,15.4446,NaN,NaN, NaN ,15.3419,27.2396,13.9049,NaN,NaN, NaN ,NaN,NaN, NaN ,20.452094,19.730292,12.704086,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,13.5257,24.1312,12.4879,12.8666,22.6246,12.0351,12.1253,20.3757,12.0027,6.904,23.151,16.0017,6.8794,22.9898,16.0584,5.098773,20.756307,15.782675,12.51284395,22.41596779,17.02732114,10.43476497,21.87917735,17.28454312,17.0541,27.1613,15.3506,15.9146,27.3824,14.343,11.4662,23.9424,14.8519,12.0857,26,13.9225,14.3244,26.05,12.9588,15.7741,25.7858,12.834,16.6566,26.0528,12.8899,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1581,22.6916,14.9403,NaN,NaN,NaN,9.4611,23.0708,13.8161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.8855,23.5773,15.4527,NaN,NaN, NaN ,15.2878,27.4754,13.9888,NaN,NaN, NaN ,NaN,NaN, NaN ,20.232281,20.204285,12.737763,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,13.3837,24.4277,12.6045,12.6608,23.0196,12.1765,12.0151,20.2307,12.1356,6.9876,23.2655,16.0514,6.9402,23.0481,16.0815,5.1098,20.9372,15.8395,12.60020384,22.44476762,17.04187218,10.51207668,21.890038,17.2931678,17.0664,27.5167,15.3037,15.8885,27.5712,14.4031,11.5466,23.9995,14.8814,12.072,26.1676,14.0561,14.2125,26.2956,13.0811,15.6349,26.0679,12.8746,16.5235,26.3039,12.8723,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1964,22.7582,14.989,NaN,NaN,NaN,9.4435,23.2635,13.9562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.9619,23.6127,15.4605,NaN,NaN, NaN ,15.235,27.7011,14.0731,NaN,NaN, NaN ,NaN,NaN, NaN ,20.007915,20.345362,12.744122,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,13.2449,24.7178,12.7165,12.4757,23.3391,12.2946,11.8052,20.9411,12.2118,7.0397,23.2606,16.0514,7.0112,23.1358,16.1065,5.1301,21.0436,15.8313,12.68193206,22.45934545,17.05564632,10.58554855,21.89236742,17.30734189,17.1106,27.5476,15.2857,15.8573,27.7982,14.4548,11.6031,24.0633,14.9109,12.0651,26.3184,14.1958,14.1011,26.5742,13.2042,15.487,26.2921,12.9033,16.3647,26.5977,12.8637,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.0491,23.6698,15.4695,10.035,24.9279,14.2744,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,19.749747,20.705873,12.734032,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,13.0957,25.0032,12.8278,12.3924,23.2512,12.402,11.6209,21.2516,12.3285,7.1257,23.4146,16.0742,7.0735,23.1872,16.1311,5.1269,21.0774,15.8276,12.76392496,22.47167692,17.07525838,10.65428215,21.90489907,17.32341096,17.1353,27.8181,15.2058,15.8339,27.9556,14.4861,11.6585,24.1241,14.9393,12.0665,26.4593,14.3174,13.9899,26.8222,13.3278,15.3448,26.4658,12.9228,16.2565,26.5447,12.8128,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.1292,23.7097,15.4826,10.106,24.7912,14.3723,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,19.521971,20.844977,12.639464,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,12.9427,25.2595,12.9436,12.2467,23.3761,12.5007,11.3725,21.6394,12.4763,7.1791,23.4181,16.1258,7.1459,23.2679,16.1542,5.1366,21.2656,15.8631,12.85374693,22.4943374,17.09564842,10.7385172,21.92419227,17.33631291,17.1584,28.1143,15.1074,NaN,NaN,NaN,11.717,24.1682,14.9758,12.0722,26.5975,14.4466,13.8857,27.0475,13.4438,15.1754,26.7343,12.9527,16.0673,26.947,12.7584,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,13.871261,22.132493,12.664318,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.2053,23.7368,15.4986,10.124,24.9068,14.5179,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,19.174778,21.142198,12.493982,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,12.793,25.5335,13.0518,12.0558,23.648,12.596,11.2194,21.8834,12.562,7.2618,23.5243,16.124,7.2081,23.3099,16.1807,5.1706,21.4786,15.8892,12.94034241,22.50344541,17.10727504,10.81434792,21.93945982,17.34850857,17.1546,28.2179,14.9816,NaN,NaN,NaN,11.7776,24.2346,15.0203,12.0858,26.7285,14.5603,13.7801,27.2867,13.5633,14.9947,27.0132,12.9827,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.2843,23.7646,15.5168,10.1709,25.1118,14.5875,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,18.865118,21.269697,12.328507,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,12.6435,25.8428,13.1572,11.8762,23.9231,12.7169,11.1274,22.0144,12.6446,7.3153,23.5277,16.1756,7.3162,23.34,16.207,5.1635,21.5527,15.8812,13.02137839,22.49748159,17.12158062,10.89024008,21.93341648,17.36007442,17.1934,28.1344,14.8525,NaN,NaN,NaN,11.8387,24.3017,15.0707,12.1014,26.8227,14.6659,13.685,27.4899,13.6549,14.8127,27.3014,13.0181,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.3602,23.7999,15.5367,10.2399,25.0347,14.696,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,18.548072,21.588876,12.148666,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,12.4881,26.0973,13.2645,11.7107,24.3533,12.8075,10.9138,22.3481,12.7235,7.3981,23.6338,16.1739,7.3857,23.3906,16.2354,5.1768,21.7055,15.9207,13.11147959,22.52838997,17.13872399,10.96960046,21.96334117,17.38220471,17.1826,28.3919,14.6863,NaN,NaN,NaN,11.8965,24.3615,15.1143,12.1281,26.9254,14.7632,13.6207,27.6839,13.7067,14.6462,27.4858,13.049,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.4391,23.8171,15.5572,10.2882,25.2715,14.7857,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,18.172384,21.716255,11.918435,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,12.3426,26.383,13.3664,11.4878,24.9552,12.8919,10.7553,22.6373,12.8471,7.454,23.6768,16.1985,7.4587,23.4375,16.2598,5.1672,21.8415,15.9572,13.19082323,22.53206696,17.15900298,11.04316783,21.97344292,17.39883762,17.1869,28.4754,14.5182,NaN,NaN,NaN,11.9471,24.42,15.1592,12.1536,27.0068,14.8538,13.5493,27.883,13.7732,14.4683,27.7333,13.0768,NaN,NaN,NaN,NaN,NaN, NaN ,8.641802,22.630718,14.192255,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.6765,23.4588,14.6371,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.516,23.8418,15.5812,10.3254,25.3089,14.9236,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,17.744532,22.15477,11.546511,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,12.196,26.6615,13.4738,11.3292,24.9502,13.0244,10.6733,22.5496,12.9537,7.5382,23.7915,16.2486,7.5342,23.4794,16.285,5.2109,21.9195,15.947,13.27727383,22.54669017,17.17668168,11.11335165,21.98417072,17.4162936,17.1654,28.665,14.3574,NaN,NaN,NaN,12.0015,24.478,15.2073,12.1893,27.1016,14.9455,13.4567,27.8708,14.0495,14.2928,28.0303,13.0971,NaN,NaN,NaN,6.828183,22.419412,14.940853,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2163,23.8559,15.5016,8.6363,23.6061,14.7416,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.5855,23.8457,15.6032,10.366,25.3955,15.0364,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,17.329954,22.263379,11.30065,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,12.0613,26.947,13.5729,11.1804,25.1062,13.1131,10.3917,23.3169,13.0004,7.5905,23.7862,16.2485,7.6025,23.5264,16.31,5.2242,22.0729,15.9867,13.35720784,22.54016079,17.18758195,11.18776382,21.97449415,17.42986603,17.1876,28.9575,14.1802,NaN,NaN,NaN,12.055,24.54,15.2567,12.2671,27.1961,15.0707,13.3358,28.4419,14.1657,14.1283,28.293,13.1124,NaN,NaN,NaN,6.737652,22.627728,15.012221,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2283,24.0054,15.5988,8.5873,23.7843,14.8495,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.6597,23.8611,15.624,10.411,25.4811,15.1185,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,16.826574,22.624736,10.98767,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,11.9185,27.1665,13.6703,11.0142,25.523,13.2082,10.2134,23.7212,13.1215,7.6749,23.9009,16.2986,7.6964,23.7512,16.3262,5.2445,22.1519,16.0344,13.43234017,22.56554062,17.22075551,11.25703944,21.98261701,17.44966745,17.1485,29.1868,13.9884,NaN,NaN,NaN,12.1052,24.5792,15.3096,12.3291,27.4271,15.1523,13.3052,28.628,14.167,13.9775,28.521,13.1178,NaN,NaN,NaN,6.751784,22.969929,14.985337,8.355127,23.694056,14.298689,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2499,24.1193,15.7032,8.546,24.007,14.9505,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,10.832,26.748,14.6682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.7254,23.8755,15.6486,10.4787,25.6395,15.3101,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,16.275841,22.72828,10.648244,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,11.7936,27.4058,13.7575,10.8623,25.8952,13.2841,10.0328,23.9761,13.1375,7.7523,23.8269,16.3248,7.7726,23.7617,16.3534,5.2631,22.2751,16.0656,13.50411287,22.54063542,17.23083791,11.33989505,22.00866549,17.46896688,17.1331,28.9315,13.8183,NaN,NaN,NaN,12.1558,24.6106,15.3685,12.3892,27.552,15.2238,13.2599,28.856,14.2219,13.8337,28.836,13.1176,NaN,NaN,NaN,6.660065,23.151126,15.015823,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
