Le01R_X,Le01R_Y,Le01R_Z,Le02R_X,Le02R_Y,Le02R_Z,Le03R_X,Le03R_Y,Le03R_Z,Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,Mi01R_X,Mi01R_Y,Mi01R_Z,Mi02R_X,Mi02R_Y,Mi02R_Z,Mi03R_X,Mi03R_Y,Mi03R_Z,Mi04R_X,Mi04R_Y,Mi04R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mi06R_X,Mi06R_Y,Mi06R_Z,Mi07R_X,Mi07R_Y,Mi07R_Z,Mi08R_X,Mi08R_Y,Mi08R_Z,Mi09R_X,Mi09R_Y,Mi09R_Z,Mm01R_X,Mm01R_Y,Mm01R_Z,Mm02R_X,Mm02R_Y,Mm02R_Z,Mm03R_X,Mm03R_Y,Mm03R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,Mo02R_X,Mo02R_Y,Mo02R_Z,Mo03R_X,Mo03R_Y,Mo03R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sj18R_X,Sj18R_Y,Sj18R_Z,Sj19R_X,Sj19R_Y,Sj19R_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Sn04R_X,Sn04R_Y,Sn04R_Z,Sn05R_X,Sn05R_Y,Sn05R_Z,Sn06R_X,Sn06R_Y,Sn06R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te04R_X,Te04R_Y,Te04R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te06R_X,Te06R_Y,Te06R_Z,Te07R_X,Te07R_Y,Te07R_Z,Te08R_X,Te08R_Y,Te08R_Z,Te09R_X,Te09R_Y,Te09R_Z
NaN,NaN,NaN,3.0346,17.5647,7.8007,3.6033,17.8999,5.8629,1.4727,17.4831,8.772,2.2949,17.6665,8.0736,2.1344,17.3032,9.3216,-0.275,16.921,9.7801,-2.4571,16.1652,9.6301,-3.8071,15.5754,9.2906,-3.3238,17.1053,7.1511,-2.2698,17.5212,7.609,-1.1601,17.4665,7.8959,0.3824,18.3847,6.0707,-0.9107,18.4155,5.2868,-2.2772,18.1492,4.8384,0.8191,18.8085,1.9632,-0.8653,18.777,1.5177,0.0635,18.9195,0.222,2.276,18.7036,0.5526,1.2622,18.6205,-1.5194,1.9377,18.3716,-2.1053,2.6257,15.7653,11.0978,0.2454,16.8454,8.7618,3.8698,18.4143,3.7114,2.871295,18.304438,0.202393,2.442625,18.010149,-2.559672,0.477555,18.485608,-4.972699,1.819034,18.817981,0.970329,0.591,18.726,-0.8167,-1.1948,18.297,-2.1719,0.1031,18.4242,3.3352,-1.7575,18.2011,2.8516,-3.8005,17.8519,2.6191,-3.3542,14.566,10.6198,-3.3608,14.7149,10.6814,-5.6172,13.1481,9.7169,2.26177462,14.64287562,12.55694168,0.22947086,13.75635509,12.35626358,5.7451,16.7798,3.1472,4.4915,17.9833,3.7338,1.303,16.2039,10.1552,1.9156,17.9037,6.7517,2.0334,18.6063,3.6959,2.7061,18.7513,2.3336,3.4007,18.4312,1.8517,-4.9437,15.2121,8.4892,-4.1271,16.8876,6.5938,-3.7507,17.8933,4.5129,-2.746,18.372,1.5674,-1.9336,18.6053,0.339,-1.4941,18.6289,-0.9061,-0.6727,18.655,-2.5393,0.043,18.7982,-3.3537,0.524,18.7706,-4.189
NaN,NaN,NaN,3.1604,17.5389,7.8166,3.783,17.826,5.8942,1.5798,17.4851,8.7522,2.4132,17.6628,8.0739,2.225,17.3314,9.3268,-0.1948,16.9492,9.7479,-2.3978,16.2185,9.6234,-3.7435,15.6161,9.2711,-3.1789,17.0186,7.0467,-2.1351,17.3982,7.5195,-1.0351,17.4241,7.8254,0.5622,18.2989,6.017,-0.7116,18.2845,5.1937,-2.1319,18.1059,4.7449,1.1008,18.6118,1.8951,-0.5706,18.5429,1.4081,0.3841,18.6828,0.1386,2.5926,18.4739,0.5294,1.6307,18.3502,-1.566,2.3262,18.0844,-2.1272,2.675,15.8403,11.1307,0.3478,16.8451,8.7251,4.0993,18.2744,3.733,3.215141,18.063343,0.216093,2.808145,17.721493,-2.572286,0.942307,18.124215,-5.035473,2.124582,18.557386,0.939252,0.9453,18.471,-0.8813,-0.8593,18.0711,-2.2844,0.3426,18.2687,3.268,-1.4874,17.9494,2.7318,-3.5096,17.622,2.4497,-3.321,14.6271,10.6625,-3.3158,14.7842,10.7135,-5.4908,13.1699,9.7268,2.31552461,14.72813674,12.58585596,0.27514898,13.84422905,12.39555481,6.0719,16.6612,3.2318,4.7242,18.1948,3.7216,1.3747,16.2449,10.1687,2.0745,17.8499,6.7385,2.269,18.4676,3.6638,2.9754,18.5702,2.3181,3.6863,18.2449,1.8618,-4.8434,15.1893,8.4406,-4.0089,16.8576,6.4917,-3.533,17.717,4.3652,-2.4566,18.1551,1.4304,-1.6084,18.3621,0.2117,-1.1394,18.3703,-1.0292,-0.2729,18.3673,-2.6395,0.4691,18.4827,-3.439,0.9653,18.4569,-4.2593
NaN,NaN,NaN,3.2927,17.5182,7.8383,3.9636,17.7431,5.9298,1.6848,17.4906,8.7389,2.5431,17.6426,8.0792,2.3192,17.3559,9.3368,-0.1133,16.9707,9.7115,-2.3352,16.2739,9.6093,-3.6594,15.6429,9.2403,-3.0303,16.9365,6.9542,-1.9881,17.3588,7.4211,-0.9025,17.3809,7.7609,0.7364,18.2198,5.9673,-0.5149,18.1752,5.1161,-1.9135,17.9564,4.636,1.3884,18.4086,1.8507,-0.2727,18.3294,1.3199,0.7179,18.4357,0.0693,2.912,18.2455,0.521,2.0057,18.0711,-1.5952,2.7157,17.7836,-2.135,2.7209,15.9072,11.1636,0.4545,16.8865,8.7045,4.3404,18.1218,3.7683,3.536419,17.757324,0.224459,3.207598,17.351093,-2.551773,1.454042,17.811947,-5.100599,2.424259,18.303756,0.917258,1.3028,18.2176,-0.9347,-0.4435,17.7774,-2.3874,0.5932,18.1109,3.2076,-1.2018,17.7764,2.653,-3.2085,17.5064,2.3033,-3.3047,14.7095,10.7268,-3.2744,14.859,10.7525,-5.4031,13.2062,9.755,2.36335827,14.81497343,12.6207126,0.32000953,13.92211382,12.42700689,6.3002,16.5917,3.3305,4.9703,17.6948,3.8333,1.4485,16.2985,10.1864,2.2311,17.7956,6.7308,2.4158,18.7343,3.5781,3.2487,18.3931,2.3158,3.9734,18.0575,1.8855,-4.7625,15.1631,8.3322,-3.8322,16.7281,6.3764,-3.2994,17.5352,4.2272,-2.1538,17.9315,1.3039,-1.2816,18.121,0.0935,-0.7789,18.1157,-1.1324,0.136,18.0795,-2.7203,0.9003,18.1747,-3.4995,1.4321,18.1144,-4.316
NaN,NaN,NaN,3.4246,17.5035,7.8683,4.1422,17.6665,5.9742,1.792,17.4933,8.7287,2.6644,17.6366,8.0899,2.4103,17.3836,9.3465,-0.032,16.9841,9.6943,-2.2681,16.3097,9.581,-3.5643,15.6397,9.1943,-2.8749,16.847,6.868,-1.8537,17.236,7.3319,-0.7657,17.3424,7.7061,0.916,18.1374,5.9247,-0.3106,18.0486,5.0457,-1.6237,17.6762,4.5013,1.6753,18.2074,1.8123,0.0312,18.1123,1.2401,1.0565,18.1888,0.0165,3.2358,18.0172,0.5273,2.3966,17.787,-1.6067,3.1105,17.4941,-2.1234,2.7699,15.9801,11.1991,0.5643,16.8836,8.6898,4.5625,18.0433,3.8668,3.871872,17.530025,0.266782,3.624126,17.045886,-2.509896,1.927078,17.457955,-5.127339,2.742841,18.082021,0.910199,1.6658,17.9666,-0.969,0.0043,17.4108,-2.4789,0.8418,17.9599,3.161,-0.9464,17.6195,2.5263,-2.9508,17.3421,2.1787,-3.2725,14.7633,10.7651,-3.2359,14.9299,10.7926,-5.2974,13.1664,9.7578,2.40468668,14.90159199,12.65328976,0.35963065,14.01591962,12.4619403,6.4723,16.6549,3.4341,5.2039,17.9061,3.8499,1.5227,16.3434,10.2025,2.3876,17.7341,6.7314,2.7514,18.1804,3.6405,3.5251,18.2075,2.3238,4.2624,17.8687,1.9233,-4.6249,15.1037,8.2843,-3.654,16.606,6.2688,-3.2039,17.614,4.171,-1.8504,17.701,1.1843,-0.9448,17.8773,-0.0092,-0.4078,17.8524,-1.2262,0.5543,17.7884,-2.7895,1.3336,17.8779,-3.5542,1.8969,17.7745,-4.3495
NaN,NaN,NaN,3.5501,17.4821,7.9063,4.3235,17.6001,6.031,1.9025,17.4942,8.7251,2.7875,17.6257,8.1073,2.5003,17.4039,9.3591,0.0502,17.0073,9.676,-2.1856,16.3313,9.5462,-3.4589,15.6149,9.1436,-2.6999,16.7454,6.7756,-1.6982,17.1302,7.2448,-0.6337,17.2957,7.6567,1.1002,18.0367,5.8935,-0.1017,17.9128,4.9808,-1.4431,17.7763,4.4841,1.9733,18.0037,1.788,0.343,17.9056,1.1793,1.4035,17.9466,-0.0229,3.5687,17.7875,0.5522,2.7872,17.5075,-1.6005,3.5261,17.2002,-2.0858,2.8213,16.0566,11.2321,0.6491,17.0618,8.6443,4.7703,18.0509,4.0383,4.213131,17.293794,0.314885,4.042901,16.737263,-2.461783,2.441529,17.087464,-5.130762,3.058229,17.865044,0.914165,2.0457,17.699,-0.9857,0.4201,17.118,-2.5299,1.0961,17.8083,3.126,-0.662,17.4472,2.448,-2.7076,17.1131,2.0624,-3.2303,14.8248,10.8043,-3.1887,15.0432,10.8298,-5.206,13.214,9.797,2.44970908,14.97359576,12.6816594,0.40408809,14.09820629,12.49689775,6.8091,16.395,3.5968,5.438,17.7699,3.9332,1.5975,16.3891,10.2173,2.5476,17.6792,6.7392,2.991,18.0341,3.6411,3.8048,18.0284,2.3546,4.5523,17.6886,1.979,-4.4723,15.0707,8.271,-3.4678,16.4874,6.1698,-2.8102,17.1661,3.971,-1.668,17.8082,1.2409,-0.5982,17.6318,-0.0931,-0.0243,17.5911,-1.2976,0.9773,17.4864,-2.8366,1.7924,17.5413,-3.5828,2.3742,17.4577,-4.3548
NaN,NaN,NaN,3.6787,17.4736,7.9461,4.5037,17.5344,6.0975,2.009,17.5079,8.7279,2.913,17.6094,8.1264,2.5914,17.4366,9.3762,0.1386,17.0195,9.6508,-2.101,16.359,9.5142,-3.334,15.5735,9.0915,-2.5225,16.6279,6.6893,-1.548,17.0842,7.1983,-0.488,17.2581,7.6093,1.286,17.9328,5.8685,0.1056,17.7842,4.9261,-1.2441,17.5098,4.3514,2.2698,17.8211,1.7801,0.6551,17.6879,1.1273,1.7542,17.7107,-0.0459,3.899,17.5788,0.5913,3.1856,17.2355,-1.5764,3.9361,16.9067,-2.0349,2.8704,16.1311,11.2655,0.7711,17.0373,8.6261,5.0373,17.7647,3.9988,4.548962,17.082801,0.38975,4.465485,16.455872,-2.375243,2.933914,16.737202,-5.111681,3.382002,17.637653,0.942242,2.4285,17.4436,-0.9884,0.809,16.8374,-2.5772,1.3509,17.6581,3.1006,-0.3964,17.2545,2.4197,-2.3995,16.9344,1.9298,-3.1881,14.8862,10.8437,-3.1612,15.2653,10.8511,-5.1262,13.3091,9.8798,2.49250902,15.05363439,12.70805286,0.43822057,14.18533656,12.52764367,6.9687,16.3716,3.7341,5.6765,17.2881,4.0824,1.6765,16.4411,10.2397,2.709,17.628,6.7524,3.2313,17.9054,3.6566,4.0878,17.8473,2.3938,4.8472,17.4997,2.0471,-4.3126,14.9623,8.2173,-3.2789,16.3687,6.0743,-2.5606,16.9855,3.8634,-1.215,17.2741,0.9939,-0.244,17.3852,-0.1652,0.3667,17.3059,-1.3525,1.4095,17.1944,-2.8643,2.2534,17.2302,-3.5859,2.8607,17.0116,-4.459
NaN,NaN,NaN,3.8062,17.4644,7.9975,4.6779,17.4696,6.1713,2.1153,17.5179,8.7327,3.0342,17.6038,8.152,2.6842,17.4596,9.3946,0.2228,17.034,9.6288,-2.0139,16.3803,9.4794,-3.2121,15.5315,9.0515,-2.3431,16.5074,6.6091,-1.398,17.0382,7.1519,-0.3517,17.2178,7.5702,1.4709,17.8285,5.8489,0.3215,17.6558,4.8807,-1.0136,17.3606,4.274,2.4166,17.8517,1.7681,0.9831,17.4729,1.0913,2.1122,17.4652,-0.0534,4.239,17.3571,0.65,3.5938,16.9616,-1.5313,4.3472,16.6379,-1.9577,2.9184,16.2099,11.2998,0.8851,16.9646,8.6349,5.2665,17.6441,4.0852,4.888833,16.861032,0.468686,4.883881,16.182292,-2.272589,3.465789,16.444562,-5.047413,3.708109,17.43226,0.981326,2.8124,17.1926,-0.9697,1.2397,16.6238,-2.5897,1.6141,17.5107,3.084,-0.1132,17.083,2.3416,-2.0619,16.7091,1.812,-3.1554,15.0142,10.8733,-3.127,15.22,10.8969,-5.0422,13.3545,9.9212,2.5420969,15.14644304,12.74110713,0.48020919,14.26640443,12.55895347,7.2018,16.2711,3.9063,5.9065,17.1857,4.1954,1.7514,16.4802,10.2563,2.866,17.5762,6.7767,3.4802,17.7742,3.6858,4.3662,17.6923,2.4498,5.1402,17.3286,2.1327,-4.1577,14.8724,8.186,-3.0866,16.2452,5.9821,-2.4766,17.1658,3.8952,-0.581,16.1453,0.4056,0.1189,17.1318,-0.2183,0.7676,17.0259,-1.3933,1.8572,16.8802,-2.87,2.7257,16.9101,-3.5729,3.353,16.7559,-4.336
NaN,NaN,NaN,3.9317,17.4432,8.0535,4.8548,17.4158,6.2565,2.2254,17.5277,8.7395,3.1529,17.5954,8.1803,2.7767,17.4844,9.416,0.3094,17.0566,9.615,-1.9184,16.3959,9.4518,-3.0895,15.4914,9.0234,-2.1612,16.393,6.5437,-1.2696,16.9756,7.1034,-0.2125,17.1695,7.5316,1.6584,17.7343,5.8403,0.5352,17.5364,4.8451,-0.747,17.3056,4.2425,2.8828,17.4413,1.8026,1.31,17.2602,1.0674,2.4761,17.2278,-0.0449,4.579,17.1372,0.7245,3.9958,16.7025,-1.4682,4.7669,16.3615,-1.8626,2.9665,16.28,11.3314,0.9793,17.0193,8.6333,5.4973,17.5314,4.1809,5.232361,16.633803,0.572347,5.305509,15.876509,-2.153262,4.013179,16.026862,-4.967235,4.042371,17.245858,1.041694,3.2027,16.9289,-0.9356,1.6802,16.3205,-2.5925,1.8757,17.3599,3.0826,0.1694,16.9118,2.2638,-1.7782,16.5394,1.7349,-3.1131,15.0758,10.9126,-3.0697,15.2243,10.9321,-4.9398,13.3129,9.925,2.58291413,15.23991166,12.77450567,0.51857008,14.36201432,12.59465133,7.4608,16.1532,4.0827,6.1487,17.4094,4.2719,1.8245,16.5279,10.2776,3.0234,17.532,6.8086,3.7233,17.648,3.7248,4.649,17.5302,2.5192,5.4344,17.1581,2.2335,-4.1032,14.919,8.1655,-2.8834,16.1067,5.9031,-2.0671,16.6594,3.6721,-0.5608,16.8621,0.8496,0.4858,16.8827,-0.2618,1.1712,16.7555,-1.4107,2.3057,16.5817,-2.8573,3.2071,16.6127,-3.534,3.8515,16.3372,-4.3564
NaN,NaN,NaN,4.0557,17.4317,8.1087,5.0273,17.3577,6.3497,2.3313,17.5404,8.7515,3.2738,17.5861,8.2166,NaN,NaN,NaN,0.395,17.0734,9.6079,-1.8196,16.4052,9.4349,-2.9741,15.4749,9.0123,-2.036,16.3823,6.5075,-1.093,16.9176,7.053,-0.0676,17.1221,7.5101,1.8366,17.6385,5.8415,0.75,17.4036,4.8166,-0.5166,17.149,4.1867,3.1839,17.2567,1.8374,1.6416,17.0545,1.0593,2.8395,16.9867,-0.0176,4.9085,16.9461,0.8172,4.4,16.4463,-1.3829,5.1847,16.0799,-1.7469,3.0147,16.3571,11.368,1.1144,16.9753,8.6471,5.7388,17.4074,4.2926,5.57704,16.430251,0.706767,5.73566,15.619735,-2.000802,4.48116,15.723399,-4.894225,4.366742,17.03699,1.111354,3.5944,16.6713,-0.8799,2.1484,15.9726,-2.5794,2.1429,17.2089,3.0938,0.4549,16.7368,2.2375,-1.4952,16.3701,1.658,-3.044,15.0959,10.9128,-3.0108,15.359,10.9507,-4.8692,13.3185,9.9674,2.6274347,15.31672968,12.80426679,0.56290494,14.46392793,12.62921294,7.6957,16.0444,4.2813,6.3824,17.2936,4.4061,1.9004,16.5801,10.3029,3.1805,17.491,6.8483,3.9677,17.5159,3.7764,4.9328,17.3787,2.6028,5.7247,16.9974,2.3544,-3.8732,14.7439,8.1785,-2.6813,15.9381,5.8353,-1.8231,16.5106,3.5878,-0.2251,16.6582,0.8027,0.8537,16.6562,-0.2871,1.5761,16.4972,-1.4083,2.7521,16.278,-2.8192,3.6748,16.3008,-3.4673,4.3463,16.1172,-4.1698
NaN,NaN,NaN,4.1778,17.4258,8.1735,5.196,17.3051,6.4507,2.4343,17.5531,8.7708,3.3933,17.5821,8.2592,2.9541,17.5405,9.4695,0.4753,17.1064,9.6055,-1.7152,16.4115,9.4222,-2.8599,15.458,9.0082,-1.7958,16.1681,6.4566,-0.9346,16.8055,7.0179,0.0305,17.1443,7.5069,2.0228,17.5468,5.8533,0.9618,17.2679,4.803,-0.2347,16.7794,4.0923,3.4892,17.0849,1.8876,1.9689,16.8646,1.066,3.1963,16.7625,0.0291,5.2497,16.741,0.9273,4.8037,16.2066,-1.2756,5.6039,15.8161,-1.604,3.0621,16.4269,11.4017,1.2166,16.9898,8.6504,5.846,16.9817,4.3111,5.918455,16.240138,0.84381,6.158372,15.367176,-1.835087,4.961381,15.268651,-4.735281,4.693662,16.846266,1.202229,3.8966,16.3988,-0.9712,2.5861,15.6964,-2.5264,2.416,17.0614,3.1161,0.7572,16.6386,2.2515,-1.1867,16.1897,1.5777,-3.0112,15.2242,10.9425,-2.9616,15.4432,10.9779,-4.7808,13.3734,10.0061,2.66743122,15.40123542,12.83261561,0.60457717,14.54336992,12.66081269,7.9156,15.9615,4.4997,6.5934,16.8678,4.6065,1.974,16.6285,10.328,3.3385,17.452,6.8949,4.212,17.3956,3.8393,5.2104,17.2338,2.7003,6.0103,16.8557,2.4842,-3.7429,14.7007,8.1784,-2.4724,15.7807,5.7881,-1.5732,16.3466,3.5174,0.1157,16.4378,0.7651,1.2288,16.4311,-0.2918,1.9834,16.2449,-1.3876,3.2176,15.9623,-2.7527,4.1247,16.0051,-3.3787,4.8459,15.7805,-4.0501
NaN,NaN,NaN,4.2964,17.4321,8.2437,5.361,17.2658,6.5599,2.5377,17.5557,8.7922,3.5094,17.589,8.3087,3.0431,17.5618,9.5002,0.5589,17.1539,9.6122,-1.6055,16.407,9.4159,-2.7471,15.4429,9.0077,-1.6102,16.0349,6.433,-0.7497,16.6814,6.9789,0.2222,17.0062,7.4869,2.209,17.4591,5.878,1.1806,17.1427,4.8034,0.0025,16.6197,4.0695,3.7891,16.9037,1.9563,2.2985,16.6708,1.0943,3.5567,16.5525,0.0949,5.5813,16.5545,1.0533,5.2098,15.9317,-1.1447,6.0222,15.5349,-1.4398,3.1112,16.4987,11.4356,1.3284,17.0063,8.6579,6.0757,17.1416,4.6885,6.257234,16.035352,1.004039,6.590283,15.096823,-1.634594,5.411499,15.160479,-4.627499,5.017078,16.665949,1.312897,4.3679,16.1888,-0.7079,2.9973,15.4635,-2.4387,2.6829,16.9037,3.1506,1.0418,16.4639,2.2253,-0.8459,15.9593,1.5635,-2.9783,15.3527,10.9722,-2.9867,15.3267,11.0259,-4.6911,13.4016,10.0495,2.71169592,15.47831408,12.86042335,0.64256761,14.64079268,12.69600623,8.0926,15.9561,4.7034,6.814,16.7988,4.7657,2.0466,16.6787,10.3561,3.4888,17.4108,6.9506,4.4767,17.4052,3.9061,5.4875,17.0964,2.8155,6.2961,16.7044,2.6313,-3.6375,14.7371,8.2214,-2.2591,15.63,5.7589,-1.3188,16.1688,3.4707,0.4558,16.2207,0.7482,1.6009,16.2029,-0.279,2.3877,15.9863,-1.3461,3.6634,15.6781,-2.6688,4.6073,15.6578,-3.2659,5.3347,15.4487,-3.9155
NaN,NaN,NaN,4.4143,17.4356,8.3193,5.5214,17.2371,6.6756,2.6425,17.5703,8.8208,3.6244,17.5931,8.3576,3.13,17.5977,9.5362,0.6381,17.1953,9.6209,-1.4952,16.3957,9.4043,-2.6376,15.4361,9.0102,-1.4249,15.928,6.4286,-0.5881,16.5628,6.9954,0.3278,17.0347,7.5073,2.395,17.3773,5.913,1.3962,17.0175,4.8213,0.2455,16.4531,4.0707,4.091,16.7364,2.0385,2.6212,16.4838,1.1391,3.9191,16.3342,0.1843,5.9116,16.3669,1.1986,5.6045,15.6865,-0.9962,6.4159,15.3088,-1.2603,3.1601,16.5769,11.4707,1.4284,17.0065,8.6736,6.3496,17.1104,4.7729,6.589428,15.867268,1.18064,7.01107,14.80725,-1.426295,6.048997,14.601054,-4.409175,5.342551,16.485736,1.439951,4.7533,15.9551,-0.5906,3.4647,15.1149,-2.3751,2.9509,16.7564,3.205,1.3293,16.285,2.2504,-0.5399,15.8038,1.5398,-2.9148,15.4308,11.0138,-2.8708,15.5874,11.0362,-4.5982,13.4199,10.0941,2.75436213,15.56978591,12.89551981,0.6816668,14.7296039,12.72588248,8.3778,15.8223,4.9578,7.0588,17.0309,4.8936,2.121,16.7262,10.3863,3.6413,17.3921,7.0098,4.7131,17.2881,3.9948,5.7594,16.9602,2.9443,6.5762,16.5708,2.7936,-3.4942,14.6082,8.1776,-1.9903,15.3947,5.7392,-1.1969,16.1465,3.4225,0.7902,16.0031,0.7585,1.9705,15.9596,-0.2404,2.7937,15.7192,-1.2919,4.1118,15.381,-2.5533,5.0832,15.3357,-3.1215,5.8262,15.1198,-3.7433
NaN,NaN,NaN,4.5248,17.4412,8.3967,5.6818,17.2105,6.7993,2.7402,17.5869,8.8505,3.7343,17.5958,8.4133,3.2152,17.6347,9.5744,0.7177,17.2486,9.6311,-1.3971,16.3988,9.397,-2.5247,15.4284,9.0158,-1.2329,15.8101,6.4369,-0.4,16.4321,7.0078,0.5236,16.9185,7.5157,2.5769,17.3062,5.9577,1.617,16.895,4.8533,0.488,16.3007,4.0853,4.3801,16.5741,2.1382,2.9443,16.2919,1.2067,4.2658,16.1228,0.2856,6.2296,16.1867,1.3543,6.0017,15.436,-0.8189,6.8199,15.0592,-1.0452,3.209,16.66,11.506,1.5144,17.0186,8.6958,6.5602,17.0388,4.9279,6.919696,15.693085,1.379427,7.421259,14.576999,-1.187944,6.494706,14.352192,-4.232671,5.653726,16.310965,1.584071,5.039,16.1973,-0.5389,3.931,14.8232,-2.2249,3.2135,16.6143,3.2771,1.6239,16.0423,2.2884,-0.2221,15.5576,1.5242,-2.8666,15.4348,11.0118,-2.7826,15.8024,11.0534,-4.5201,13.5516,10.1707,2.79592463,15.64787612,12.92029711,0.71994842,14.82023821,12.74840593,8.6129,15.8272,5.1813,7.2725,16.9706,5.0724,2.1938,16.78,10.4158,3.7889,17.3685,7.0794,4.9489,17.1795,4.0979,6.0266,16.8409,3.0871,6.8522,16.4432,2.9668,-3.365,14.5825,8.2023,-1.8506,15.374,5.7485,-0.7911,15.77,3.4489,1.1279,15.7815,0.7911,2.335,15.7356,-0.1784,3.1931,15.4734,-1.1946,4.5478,15.1101,-2.4192,5.5562,15.0066,-2.9532,6.3023,14.7932,-3.5523
NaN,NaN,NaN,4.6379,17.4733,8.4839,5.8365,17.1987,6.9327,2.8402,17.6079,8.8857,3.8471,17.6113,8.4739,3.2962,17.6754,9.6157,0.7963,17.2989,9.6422,-1.2965,16.4053,9.4072,-2.4176,15.4262,9.0301,-1.0449,15.6996,6.4611,-0.2121,16.3016,7.0203,0.6719,16.8638,7.541,2.7568,17.2615,6.0155,1.8326,16.7756,4.9028,0.7277,16.134,4.1245,4.6697,16.4189,2.2604,3.2604,16.0904,1.293,4.6106,15.924,0.4138,6.5469,16.0442,1.5456,6.38,15.213,-0.6246,7.2198,14.8169,-0.8159,3.2611,16.7368,11.5408,1.621,17.0301,8.7232,6.6686,16.6411,4.9596,7.231726,15.554155,1.591237,7.817854,14.360956,-0.93344,6.951918,14.022011,-3.995903,5.961587,16.15063,1.760105,5.4927,15.4996,-0.2889,4.318,14.5981,-2.0839,3.4655,16.4754,3.3622,1.9065,15.9229,2.3517,0.0725,15.3193,1.5631,-2.7969,15.4845,11.0472,-2.7628,15.7589,11.0909,-4.4397,13.5806,10.2162,2.8459315,15.73389868,12.9516681,0.75659755,14.9022345,12.78835456,8.7497,15.819,5.4371,7.4628,16.695,5.2484,2.2629,16.8308,10.4514,3.9321,17.3425,7.1514,5.1785,17.0884,4.2207,6.2878,16.7273,3.2481,7.1215,16.3382,3.1568,-3.2321,14.5555,8.2389,-1.6668,15.2668,5.7694,-0.5197,15.5749,3.4726,1.4629,15.5672,0.8528,2.695,15.4961,-0.094,3.5827,15.2209,-1.0814,4.971,14.8386,-2.2563,5.9991,14.7273,-2.7559,6.7757,14.4782,-3.3303
NaN,NaN,NaN,4.7447,17.4874,8.5701,5.984,17.1993,7.0694,2.938,17.6263,8.9228,3.9541,17.6286,8.5379,3.3798,17.7173,9.6594,0.8742,17.3483,9.6564,-1.1982,16.4075,9.4161,-2.3081,15.4339,9.0524,-0.8578,15.5792,6.4979,-0.0557,16.242,7.0769,0.819,16.8199,7.5757,2.9299,17.2224,6.0768,2.0506,16.6582,4.9662,0.9743,15.9676,4.1791,4.9536,16.2781,2.4013,3.5727,15.8973,1.4063,4.9467,15.7238,0.5665,6.8491,15.8837,1.7367,6.7514,14.9848,-0.4029,7.6012,14.5867,-0.5646,3.3108,16.8098,11.5756,1.713,17.0833,8.7494,6.9709,16.9569,5.2696,7.543522,15.420516,1.819081,8.20594,14.143904,-0.657565,7.429834,13.785629,-3.740246,6.259398,16.003921,1.935937,5.8546,15.2839,-0.1026,4.7106,14.311,-1.9291,3.7147,16.3634,3.4644,2.1963,15.7395,2.4278,0.3878,15.1288,1.6363,-2.7427,15.6296,11.0792,-2.7027,15.8406,11.1169,-4.3503,13.6454,10.253,2.88765875,15.81836981,12.98111402,0.7937322,15.00134016,12.82323614,8.9613,15.7963,5.6957,7.6679,16.6437,5.4435,2.3355,16.8897,10.485,4.0724,17.3346,7.2369,5.4035,17.0223,4.3546,6.5426,16.6262,3.4223,7.3852,16.2403,3.3592,-3.1028,14.5228,8.2771,-1.4812,15.1571,5.7956,-0.2534,15.3878,3.5142,1.79,15.3599,0.9298,3.0495,15.2556,0.015,3.9698,14.9615,-0.9423,5.3921,14.5633,-2.066,6.42,14.4447,-2.5398,7.2308,14.179,-3.0851
