Le02R_X,Le02R_Y,Le02R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sj18R_X,Sj18R_Y,Sj18R_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te08R_X,Te08R_Y,Te08R_Z
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,27.039,23.602,9.9854,23.677,25.294,9.9983,26.992,29.778,7.4202,25.276,29.359,4.2378,NaN,NaN, NaN ,NaN,NaN, NaN ,24.527,28.856,5.3222,NaN,NaN, NaN ,NaN,NaN, NaN ,23.734,27.795,7.4132,22.408,26.318,7.1513,21.287,24.432,7.0154,22.493,21.192,11.47,18.647,21.2,11.26,27.164,22.029,11.192,25.078,21.2,11.399,NaN,NaN, NaN ,NaN,NaN, NaN ,25.22,27.617,9.2352,NaN,NaN, NaN ,20.761,24.079,9.0466,21.534,24.67,8.0201,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,21.826984,25.175315,10.029552,NaN,NaN,NaN,27.132,23.62,10.001,23.735,25.272,9.9701,26.93,29.899,7.3558,24.976,29.299,4.278,NaN,NaN, NaN ,NaN,NaN, NaN ,24.318,29.14,5.3291,NaN,NaN, NaN ,NaN,NaN, NaN ,23.622,28.006,7.4725,22.267,26.603,7.2255,21.13,24.666,7.0905,22.563,21.185,11.442,18.686,21.25,11.289,27.23,22.04,11.18,25.153,21.196,11.378,NaN,NaN, NaN ,NaN,NaN, NaN ,25.246,27.7,9.2255,NaN,NaN, NaN ,20.69,24.268,9.1589,21.423,24.874,8.1112,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,27.186,23.594,9.9643,23.807,25.322,9.9771,26.864,30.002,7.2787,24.762,29.547,4.2599,24.757,28.7,1.7752,NaN,NaN, NaN ,24.104,29.153,5.3582,NaN,NaN, NaN ,NaN,NaN, NaN ,23.516,28.187,7.5146,22.124,26.817,7.2933,20.965,24.874,7.1736,22.637,21.172,11.41,18.726,21.301,11.317,27.298,22.041,11.162,25.224,21.185,11.356,NaN,NaN, NaN ,NaN,NaN, NaN ,25.283,27.785,9.193,19.455677,23.159414,10.2783,20.619,24.45,9.2791,21.31,25.059,8.1918,NaN,NaN, NaN ,23.518785,26.464672,2.261834
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,27.253,23.625,9.9613,23.873,25.403,9.9936,26.798,30.093,7.1885,24.58,29.789,4.2373,24.215,28.545,1.7655,22.712,26.698,0.60161,23.934,29.429,5.3431,NaN,NaN, NaN ,NaN,NaN, NaN ,23.413,28.356,7.538,21.976,27.046,7.3482,20.809,25.089,7.2399,22.711,21.159,11.384,18.764,21.34,11.341,27.367,22.069,11.145,25.296,21.186,11.334,28.407661,30.201165,5.777258,NaN,NaN, NaN ,25.312,27.832,9.1315,NaN,NaN, NaN ,20.549,24.619,9.4042,21.185,25.274,8.2776,NaN,NaN, NaN ,NaN,NaN, NaN 
26.54,27.093,9.0754,NaN,NaN, NaN ,NaN,NaN,NaN,27.316,23.637,9.9517,23.941,25.36,9.9119,26.736,30.171,7.0917,24.424,30.042,4.1946,23.803,28.966,1.6779,22.111,27.207,0.52806,23.777,29.686,5.3104,NaN,NaN, NaN ,NaN,NaN, NaN ,23.311,28.526,7.5432,21.837,27.259,7.3862,20.641,25.352,7.291,22.78,21.162,11.353,18.805,21.367,11.364,27.434,22.076,11.134,25.372,21.192,11.312,NaN,NaN, NaN ,NaN,NaN, NaN ,25.328,27.875,9.0622,NaN,NaN, NaN ,20.483,24.781,9.5306,21.049,25.484,8.3646,NaN,NaN, NaN ,NaN,NaN, NaN 
26.594,27.05,8.9524,NaN,NaN, NaN ,NaN,NaN,NaN,27.367,23.668,9.9086,23.998,25.352,9.8486,26.673,30.24,6.9796,24.288,30.284,4.1211,23.415,29.354,1.5987,21.509,27.786,0.47704,23.645,29.913,5.2705,22.675,28.989,3.8228,NaN,NaN, NaN ,23.219,28.671,7.5229,21.7,27.465,7.4029,20.461,25.615,7.3362,22.853,21.132,11.324,18.845,21.385,11.384,27.5,22.078,11.11,25.441,21.194,11.289,NaN,NaN, NaN ,NaN,NaN, NaN ,25.34,27.866,8.9487,NaN,NaN, NaN ,20.421,24.931,9.6408,20.905,25.695,8.4499,NaN,NaN, NaN ,21.949965,27.272077,1.997219
26.634,27.093,8.866,NaN,NaN, NaN ,NaN,NaN,NaN,27.451,23.675,9.9218,24.091,25.484,9.8492,26.611,30.29,6.8522,24.172,30.437,4.0371,23.068,29.699,1.5216,20.918,28.343,0.46826,23.53,30.108,5.2063,22.399,29.261,3.7827,21.111,27.101,3.2625,23.132,28.811,7.4779,21.567,27.657,7.3882,20.277,25.859,7.3695,22.924,21.137,11.291,18.889,21.401,11.399,27.568,22.109,11.099,25.512,21.194,11.269,NaN,NaN, NaN ,NaN,NaN, NaN ,25.342,27.841,8.8266,NaN,NaN, NaN ,20.373,25.053,9.7797,20.739,25.938,8.5499,21.224,27.294,5.3664,21.47297,27.683535,1.930556
26.671,27.101,8.7626,NaN,NaN, NaN ,NaN,NaN,NaN,27.525,23.633,9.9017,24.149,25.479,9.7738,26.553,30.329,6.7154,24.066,30.563,3.9418,22.771,30.026,1.4435,20.233,28.295,0.58755,23.434,30.296,5.1297,22.105,29.236,3.7604,20.713,27.488,3.1886,23.052,28.932,7.4049,21.438,27.832,7.351,20.065,26.152,7.3791,23,21.117,11.261,18.931,21.39,11.412,27.63,22.119,11.083,25.585,21.204,11.246,NaN,NaN, NaN ,NaN,NaN, NaN ,25.355,27.867,8.72,19.554869,23.561215,10.921424,20.332,25.216,9.9131,20.558,26.159,8.6367,NaN,NaN, NaN ,NaN,NaN, NaN 
26.709,27.126,8.6684,22.021512,25.824542,10.587666,NaN,NaN,NaN,27.583,23.712,9.8879,24.201,25.433,9.6687,26.496,30.351,6.5586,23.962,30.669,3.8372,22.518,30.309,1.3704,19.743,28.97,0.60446,23.337,30.415,5.0277,21.874,29.519,3.6854,20.324,27.902,3.1142,22.975,29.027,7.3019,21.316,27.99,7.2803,19.799,26.495,7.3632,23.063,21.104,11.229,18.976,21.382,11.425,27.7,22.138,11.065,25.654,21.213,11.226,27.982799,30.369619,4.969645,NaN,NaN, NaN ,25.365,27.856,8.5958,NaN,NaN, NaN ,20.293,25.353,10.024,20.364,26.401,8.7179,NaN,NaN, NaN ,NaN,NaN, NaN 
26.745,27.143,8.5708,NaN,NaN, NaN ,NaN,NaN,NaN,27.643,23.721,9.8742,24.262,25.46,9.6138,26.439,30.352,6.3904,23.874,30.775,3.7201,22.288,30.535,1.2897,19.335,29.66,0.5873,23.255,30.515,4.9096,21.677,29.764,3.6034,19.956,28.308,3.0168,22.901,29.097,7.1706,21.202,28.135,7.1825,19.555,26.793,7.3312,23.134,21.097,11.193,19.027,21.348,11.439,27.769,22.172,11.056,25.724,21.217,11.206,NaN,NaN, NaN ,NaN,NaN, NaN ,25.376,27.866,8.4796,NaN,NaN, NaN ,20.25,25.494,10.123,20.175,26.674,8.7935,20.325,28.293,5.184,NaN,NaN, NaN 
26.78,27.16,8.4685,NaN,NaN, NaN ,NaN,NaN,NaN,27.71,23.774,9.8744,24.314,25.452,9.5419,26.39,30.344,6.2068,23.775,30.855,3.5788,22.091,30.761,1.2022,19.04,30.292,0.51716,23.179,30.599,4.771,21.501,29.981,3.5014,19.626,28.696,2.937,22.831,29.133,7.0073,21.08,28.281,7.0694,19.345,27.07,7.282,23.216,21.059,11.17,19.082,21.315,11.45,27.831,22.188,11.045,25.795,21.23,11.184,NaN,NaN, NaN ,NaN,NaN, NaN ,25.394,27.849,8.3449,NaN,NaN, NaN ,20.211,25.643,10.212,20.012,26.928,8.8391,20.043,28.643,5.1383,19.811876,29.685877,1.738809
26.813,27.167,8.3592,22.06031,25.92114,10.486804,NaN,NaN,NaN,27.766,23.756,9.8373,24.37,25.448,9.4766,26.344,30.32,6.012,23.683,30.902,3.4348,21.946,30.975,1.1059,18.854,30.852,0.403,23.117,30.638,4.6156,21.348,30.175,3.3933,19.325,29.09,2.8715,22.761,29.151,6.8223,20.973,28.399,6.942,19.153,27.328,7.2232,23.284,21.067,11.142,19.142,21.274,11.463,27.9,22.218,11.027,25.863,21.24,11.164,NaN,NaN, NaN ,NaN,NaN, NaN ,25.408,27.837,8.2159,NaN,NaN, NaN ,20.167,25.806,10.283,19.874,27.157,8.8333,19.799,28.968,5.0951,NaN,NaN, NaN 
26.845,27.162,8.2392,NaN,NaN, NaN ,NaN,NaN,NaN,27.84,23.764,9.8127,24.426,25.444,9.4134,26.296,30.272,5.8057,23.608,30.95,3.267,21.834,31.136,0.98971,18.752,31.219,0.25894,23.052,30.662,4.441,21.216,30.355,3.2655,19.063,29.521,2.792,22.694,29.157,6.6298,20.879,28.501,6.7982,19.005,27.534,7.151,23.351,21.055,11.116,19.209,21.229,11.473,27.958,22.227,11.009,25.929,21.245,11.141,NaN,NaN, NaN ,NaN,NaN, NaN ,25.421,27.811,8.0831,19.705345,23.574052,11.054796,20.12,25.976,10.333,19.767,27.355,8.7827,19.605,29.278,5.0627,19.295894,30.788017,1.643556
26.874,27.145,8.109,NaN,NaN, NaN ,NaN,NaN,NaN,27.878,23.823,9.7899,24.482,25.446,9.3583,26.247,30.211,5.5926,23.542,30.931,3.0822,21.765,31.28,0.84115,18.677,31.641,0.17965,23.001,30.644,4.2444,21.109,30.53,3.1145,18.861,29.914,2.6933,22.631,29.159,6.4373,20.795,28.564,6.6432,18.894,27.69,7.0552,23.422,21.035,11.088,19.275,21.164,11.479,28.017,22.251,10.995,25.996,21.265,11.116,27.528508,30.105964,3.951516,NaN,NaN, NaN ,25.436,27.79,7.9551,NaN,NaN, NaN ,20.078,26.127,10.338,19.691,27.506,8.6975,19.476,29.552,5.0137,NaN,NaN, NaN 
26.9,27.111,7.9725,NaN,NaN, NaN ,NaN,NaN,NaN,27.927,23.796,9.7551,24.535,25.458,9.3102,26.201,30.136,5.374,23.503,30.914,2.8708,21.725,31.383,0.66451,18.656,32.009,0.084827,22.967,30.613,4.0257,21.034,30.673,2.9427,18.727,30.264,2.5962,22.574,29.146,6.2492,20.725,28.609,6.4847,18.808,27.789,6.9398,23.489,21.044,11.061,19.341,21.112,11.481,28.072,22.289,10.978,26.06,21.268,11.095,NaN,NaN, NaN ,NaN,NaN, NaN ,25.452,27.757,7.8159,19.764672,23.571559,11.053249,20.039,26.242,10.287,19.64,27.607,8.5971,19.409,29.781,4.8969,19.181538,31.35341,1.375939
26.927,27.076,7.8353,NaN,NaN, NaN ,NaN,NaN,NaN,27.98,23.811,9.7195,24.589,25.466,9.2627,26.156,30.047,5.1697,23.488,30.892,2.6469,21.709,31.464,0.46889,18.673,32.258,-0.087618,22.946,30.591,3.7928,20.995,30.771,2.7471,18.666,30.544,2.4795,22.526,29.124,6.0619,20.665,28.626,6.3186,18.741,27.862,6.8064,23.554,21.042,11.03,19.41,21.055,11.478,28.126,22.3,10.96,26.122,21.286,11.071,NaN,NaN, NaN ,NaN,NaN, NaN ,25.466,27.722,7.6857,NaN,NaN, NaN ,20.009,26.294,10.18,19.61,27.679,8.4797,19.358,29.892,4.7226,NaN,NaN, NaN 
26.956,27.03,7.6961,NaN,NaN, NaN ,NaN,NaN,NaN,28.028,23.841,9.7025,24.644,25.479,9.2077,26.122,29.941,4.9543,23.481,30.843,2.4178,21.722,31.492,0.25056,18.728,32.409,-0.30632,22.933,30.548,3.5541,20.981,30.834,2.5316,18.661,30.787,2.3089,22.487,29.094,5.8668,20.616,28.635,6.1412,18.684,27.913,6.6487,23.624,21.053,11.006,19.48,20.996,11.467,28.18,22.337,10.945,26.184,21.297,11.048,NaN,NaN, NaN ,NaN,NaN, NaN ,25.488,27.687,7.552,19.785962,23.711549,10.999683,19.985,26.284,10.029,19.581,27.717,8.3379,19.322,29.969,4.5036,19.188727,31.720146,1.007939
26.994,26.984,7.5604,NaN,NaN, NaN ,NaN,NaN,NaN,28.072,23.859,9.6957,24.699,25.493,9.1537,26.105,29.824,4.7375,23.49,30.78,2.1803,21.759,31.477,0.01359,18.798,32.514,-0.56235,22.929,30.501,3.3272,20.992,30.872,2.3048,18.664,30.923,2.0606,22.458,29.051,5.6645,20.58,28.634,5.9496,18.634,27.954,6.4594,23.687,21.039,10.978,19.547,20.949,11.449,28.225,22.364,10.926,26.238,21.31,11.026,NaN,NaN, NaN ,NaN,NaN, NaN ,25.515,27.646,7.4137,NaN,NaN, NaN ,19.972,26.209,9.8406,19.546,27.716,8.1471,19.299,30.021,4.256,NaN,NaN, NaN 
27.036,26.94,7.432,NaN,NaN, NaN ,NaN,NaN,NaN,28.132,23.853,9.6623,24.757,25.519,9.0957,26.095,29.702,4.5305,23.519,30.685,1.9404,21.82,31.42,-0.23557,18.878,32.488,-0.83457,22.944,30.438,3.0923,21.024,30.879,2.0647,18.7,30.972,1.796,22.439,29.009,5.4556,20.552,28.623,5.7346,18.592,27.995,6.2324,23.756,21.041,10.953,19.617,20.893,11.424,28.279,22.386,10.908,26.299,21.334,11.006,27.302523,29.213293,2.834952,NaN,NaN, NaN ,25.546,27.598,7.2762,19.808429,23.403316,10.84818,19.966,26.096,9.6308,19.511,27.634,7.9022,19.292,30.033,4.0081,19.317091,31.897832,0.502598
27.077,26.897,7.3187,22.065,25.889,9.2549,NaN,NaN,NaN,28.183,23.888,9.6628,24.813,25.535,9.0306,26.104,29.586,4.3289,23.568,30.575,1.7002,21.901,31.311,-0.49774,18.988,32.631,-1.1633,22.975,30.377,2.8606,21.078,30.851,1.8196,18.756,30.974,1.5224,22.433,28.955,5.2366,20.539,28.594,5.4982,18.565,27.992,5.9797,23.816,21.053,10.919,19.687,20.851,11.384,28.32,22.411,10.896,26.351,21.353,10.986,NaN,NaN, NaN ,26.489,24.487,9.403,25.581,27.557,7.1425,NaN,NaN, NaN ,19.975,25.959,9.3974,19.49,27.508,7.6232,19.311,30,3.7375,19.4045,31.872171,0.242928
27.124,26.856,7.2119,22.094,25.821,9.0839,NaN,NaN,NaN,28.235,23.875,9.6303,24.868,25.542,8.9581,26.129,29.468,4.131,23.632,30.436,1.4654,22.002,31.17,-0.76578,19.117,32.562,-1.4715,23.027,30.3,2.6417,21.147,30.797,1.5711,18.83,30.922,1.2265,22.446,28.885,5.0193,20.546,28.548,5.2593,18.559,27.951,5.7145,23.883,21.049,10.896,19.751,20.805,11.329,28.359,22.452,10.877,26.406,21.374,10.967,NaN,NaN, NaN ,26.538,24.497,9.3587,25.625,27.511,7.0049,19.966569,23.394171,10.539563,19.996,25.8,9.1285,19.49,27.337,7.3176,19.347,29.913,3.4494,19.556062,31.945419,-0.072544
27.174,26.82,7.1099,22.121,25.771,8.9156,NaN,NaN,NaN,28.266,23.915,9.6016,24.925,25.547,8.8803,26.172,29.344,3.9428,23.713,30.262,1.221,22.122,30.973,-1.0343,19.261,32.451,-1.815,23.092,30.218,2.4185,21.233,30.693,1.3073,18.923,30.787,0.91082,22.477,28.818,4.8157,20.57,28.489,5.0352,18.575,27.879,5.4556,23.94,21.063,10.868,19.817,20.751,11.261,28.4,22.473,10.865,26.458,21.402,10.944,NaN,NaN, NaN ,26.589,24.521,9.3205,25.677,27.459,6.8665,NaN,NaN, NaN ,20.029,25.623,8.8147,19.52,27.156,7.0086,19.403,29.813,3.1665,NaN,NaN, NaN 
27.23,26.779,7.0103,22.147,25.746,8.7735,NaN,NaN,NaN,28.316,23.948,9.5927,24.979,25.552,8.7972,26.23,29.214,3.768,23.811,30.08,0.99099,22.256,30.756,-1.2945,19.428,32.205,-2.161,23.182,30.1,2.1993,21.337,30.537,1.0408,19.035,30.597,0.59405,22.529,28.749,4.6239,20.619,28.414,4.8204,18.62,27.778,5.2095,23.998,21.08,10.842,19.877,20.704,11.185,28.441,22.512,10.848,26.51,21.431,10.925,NaN,NaN, NaN ,26.638,24.498,9.2504,25.735,27.402,6.7415,20.030071,23.055962,10.148975,20.084,25.438,8.5135,19.574,26.982,6.7179,19.478,29.708,2.9034,19.763568,31.458648,-0.721549
27.294,26.738,6.9158,22.181,25.706,8.6316,NaN,NaN,NaN,28.353,23.985,9.5888,25.033,25.557,8.7113,26.309,29.095,3.6014,23.932,29.892,0.77347,22.407,30.51,-1.5537,19.606,31.941,-2.4924,23.287,29.953,1.9736,21.461,30.356,0.77405,19.169,30.349,0.27911,22.6,28.668,4.4386,20.689,28.327,4.6128,18.69,27.669,4.9716,24.057,21.087,10.819,19.94,20.664,11.096,28.475,22.546,10.832,26.559,21.458,10.909,27.526439,28.229746,2.040081,26.679,24.503,9.2013,25.803,27.358,6.6173,NaN,NaN, NaN ,20.167,25.279,8.2346,19.648,26.839,6.4555,19.573,29.566,2.6347,NaN,NaN, NaN 
27.363,26.703,6.8278,22.221,25.682,8.492,NaN,NaN,NaN,28.391,23.996,9.5584,25.086,25.548,8.6194,26.419,29.068,3.4302,24.07,29.683,0.56316,22.581,30.237,-1.7982,19.793,31.628,-2.8068,23.411,29.788,1.7519,21.597,30.142,0.51114,19.321,30.073,-0.021547,22.691,28.575,4.2546,20.78,28.223,4.4072,18.779,27.548,4.7435,24.109,21.12,10.791,20,20.621,10.999,28.512,22.591,10.821,26.603,21.496,10.891,NaN,NaN, NaN ,26.728,24.525,9.1575,25.874,27.31,6.4954,20.137871,22.982769,9.715139,20.264,25.149,7.9777,19.738,26.715,6.22,19.687,29.378,2.3656,20.057139,30.858297,-1.378914
27.439,26.668,6.7442,22.266,25.637,8.3395,NaN,NaN,NaN,28.425,24.025,9.5422,25.14,25.539,8.5266,26.536,28.948,3.2836,24.234,29.475,0.36328,22.775,29.956,-2.0359,19.988,31.276,-3.1152,23.559,29.569,1.5461,21.747,29.88,0.26145,19.493,29.779,-0.31419,22.801,28.46,4.0659,20.89,28.1,4.2016,18.886,27.422,4.532,24.161,21.158,10.771,20.061,20.594,10.897,28.548,22.628,10.806,26.647,21.54,10.875,NaN,NaN, NaN ,26.773,24.543,9.1086,25.953,27.261,6.3764,NaN,NaN, NaN ,20.366,25.044,7.7525,19.839,26.622,6.0234,19.824,29.15,2.095,NaN,NaN, NaN 
27.522,26.642,6.6701,22.331,25.618,8.2152,NaN,NaN,NaN,28.478,24.043,9.5327,25.196,25.541,8.4345,26.672,28.831,3.1486,24.413,29.26,0.16552,22.994,29.682,-2.262,20.198,30.883,-3.4142,23.718,29.361,1.3435,21.926,29.626,0.015885,19.68,29.462,-0.60223,22.928,28.327,3.8775,21.018,27.957,3.996,19.013,27.279,4.3249,24.205,21.155,10.743,20.12,20.571,10.791,28.585,22.663,10.796,26.688,21.582,10.858,NaN,NaN, NaN ,26.821,24.576,9.0752,26.04,27.217,6.2627,20.322455,22.799244,9.419192,20.463,24.982,7.566,19.937,26.56,5.8499,19.983,28.904,1.8368,20.461172,30.130435,-1.968012
27.613,26.627,6.6046,22.394,25.609,8.095,NaN,NaN,NaN,28.516,24.033,9.5025,25.255,25.537,8.3412,26.818,28.721,3.0228,24.62,29.054,-0.017167,23.234,29.405,-2.4799,20.424,30.437,-3.6929,23.901,29.149,1.1564,22.127,29.344,-0.21983,19.896,29.116,-0.88444,23.071,28.19,3.6946,21.165,27.798,3.7877,19.162,27.11,4.1064,24.255,21.198,10.73,20.18,20.553,10.678,28.617,22.716,10.787,26.726,21.618,10.846,NaN,NaN, NaN ,26.863,24.578,9.021,26.133,27.172,6.1546,NaN,NaN, NaN ,20.551,24.938,7.4224,20.047,26.486,5.6785,20.165,28.642,1.5789,NaN,NaN, NaN 
27.707,26.61,6.5486,22.466,25.595,7.977,NaN,NaN,NaN,28.546,24.118,9.5064,25.316,25.538,8.2424,26.967,28.529,2.9185,24.844,28.853,-0.19092,23.498,29.122,-2.6858,20.67,29.969,-3.9557,24.088,28.976,0.96003,22.343,29.04,-0.45472,20.138,28.762,-1.1575,23.227,28.054,3.5148,21.327,27.64,3.5794,19.327,26.936,3.8798,24.292,21.245,10.7,20.238,20.547,10.563,28.646,22.756,10.778,26.76,21.672,10.834,28.324849,27.560252,1.527041,26.911,24.6,8.9827,26.234,27.133,6.0516,NaN,NaN, NaN ,20.617,24.934,7.2999,20.151,26.433,5.5158,20.366,28.392,1.3268,20.924116,29.486053,-2.469313
27.803,26.598,6.4973,22.549,25.583,7.8442,NaN,NaN,NaN,28.572,24.152,9.501,25.378,25.528,8.134,27.154,28.522,2.7919,25.084,28.668,-0.36153,23.787,28.846,-2.8855,20.943,29.499,-4.2055,24.29,28.83,0.76759,22.598,28.777,-0.68353,20.408,28.418,-1.4225,23.399,27.921,3.3364,21.501,27.476,3.3685,19.503,26.746,3.643,24.327,21.27,10.68,20.299,20.536,10.443,28.673,22.807,10.767,26.792,21.71,10.82,NaN,NaN, NaN ,26.959,24.609,8.9365,26.341,27.096,5.953,NaN,NaN, NaN ,20.669,24.961,7.1894,20.267,26.386,5.3512,20.576,28.146,1.0741,NaN,NaN, NaN 
