Le02R_X,Le02R_Y,Le02R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sj18R_X,Sj18R_Y,Sj18R_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te08R_X,Te08R_Y,Te08R_Z
8.8377,23.813,11.694,3.5188,23.632,11.844,NaN,NaN,NaN,8.3264,22.765,14.949,5.8537,23.741,12.78,9.7359,23.586,7.7892,8.703,22.679,4.3009,8.1855,21.803,1.5986,6.0501,22.173,-0.774,7.7435,23.383,4.9569,6.5236,23.084,3.1346,4.5721,22.753,1.8917,6.0501,23.891,7.2622,4.114,23.83,6.8177,2.0496,23.563,6.6623,3.5659,21.42,16.866,-0.054736,21.08,15.955,8.2403,21.728,16.277,6.0691,21.14,16.66,11.372,22.055,7.4207,7.0591,23.202,14.167,7.7373,23.988,10.67,0.7997,22.142,13.698,1.7132,23.007,10.98,2.1775,23.475,8.5793,4.0116,23.443,4.2679,5.819,22.564,0.73564
8.9454,23.744,11.695,3.6419,23.506,11.772,NaN,NaN,NaN,8.3824,22.767,14.936,5.9426,23.685,12.734,9.9191,23.415,7.8253,8.9554,22.413,4.3358,8.4872,21.484,1.645,6.3975,21.776,-0.77157,7.9816,23.101,4.9468,6.7947,22.789,3.1161,4.8673,22.41,1.8547,6.2413,23.689,7.2199,4.3206,23.597,6.7446,2.2625,23.301,6.5604,3.6134,21.456,16.865,0.026873,21.064,15.909,8.2882,21.743,16.267,6.1136,21.164,16.653,11.579,21.891,7.5127,7.1318,23.181,14.144,7.865,23.887,10.652,0.90718,22.061,13.638,1.8474,22.863,10.898,2.3481,23.28,8.4872,4.2635,23.169,4.199,6.1396,22.195,0.72522
9.0535,23.677,11.702,3.7661,23.391,11.713,NaN,NaN,NaN,8.4378,22.772,14.928,6.0312,23.626,12.689,10.105,23.258,7.866,9.2062,22.173,4.3886,8.7863,21.17,1.7117,6.7335,21.372,-0.74697,8.2199,22.879,4.9652,7.0661,22.488,3.1162,5.1548,22.08,1.8342,6.436,23.486,7.1944,4.5219,23.366,6.6896,2.4678,23.037,6.4796,3.6625,21.498,16.857,0.11236,21.051,15.866,8.3381,21.758,16.256,6.1603,21.189,16.645,11.781,21.739,7.6166,7.2027,23.166,14.124,7.9931,23.791,10.64,1.0183,21.983,13.585,1.9871,22.714,10.83,2.5248,23.069,8.4113,4.5137,22.89,4.1523,6.455,21.828,0.73649
9.1609,23.616,11.712,3.8904,23.274,11.664,NaN,NaN,NaN,8.4928,22.786,14.92,6.1209,23.571,12.65,10.289,23.113,7.9209,9.4558,21.917,4.454,9.0885,20.835,1.8008,7.0714,20.981,-0.69761,8.4617,22.612,4.9994,7.3369,22.197,3.1421,5.4408,21.759,1.8319,6.6318,23.287,7.1818,4.71,23.148,6.6519,2.68,22.776,6.4156,3.7107,21.515,16.85,0.1981,21.037,15.825,8.3873,21.77,16.245,6.206,21.211,16.635,11.989,21.606,7.7297,7.2746,23.147,14.106,8.1204,23.699,10.636,1.1332,21.895,13.54,2.1347,22.556,10.775,2.707,22.845,8.3523,4.7629,22.613,4.128,6.7693,21.456,0.7675
9.2662,23.562,11.727,4.0177,23.17,11.63,NaN,NaN,NaN,8.5594,22.778,14.905,6.2067,23.516,12.616,10.474,22.98,7.9853,9.7043,21.653,4.5382,9.3834,20.535,1.9043,7.3999,20.59,-0.62671,8.6978,22.38,5.0477,7.6066,21.906,3.1836,5.7309,21.43,1.8511,6.8226,23.105,7.186,4.9242,22.924,6.6324,2.8831,22.543,6.372,3.7631,21.547,16.839,0.28302,21.017,15.785,8.4371,21.789,16.234,6.2542,21.239,16.628,12.196,21.471,7.8503,7.3471,23.135,14.09,8.2454,23.618,10.64,1.2499,21.816,13.501,2.2919,22.391,10.734,2.8942,22.623,8.3075,5.0118,22.334,4.1225,7.0789,21.103,0.8209
9.3702,23.518,11.749,4.1426,23.073,11.604,NaN,NaN,NaN,8.6186,22.778,14.895,6.2924,23.461,12.584,10.655,22.86,8.0585,9.9493,21.452,4.6302,9.6766,20.228,2.0241,7.7332,20.184,-0.53035,8.9297,22.146,5.1055,7.8736,21.618,3.2397,6.0204,21.115,1.8941,7.0157,22.917,7.2011,5.1346,22.704,6.6276,3.09,22.292,6.3457,3.8187,21.573,16.834,0.36801,20.996,15.75,8.4864,21.802,16.225,6.3013,21.266,16.619,12.402,21.369,7.9831,7.4207,23.122,14.079,8.3702,23.539,10.651,1.3652,21.742,13.472,2.4529,22.232,10.707,3.0824,22.417,8.2806,5.26,22.041,4.1321,7.3869,20.746,0.895
9.4731,23.478,11.772,4.2683,22.969,11.589,9.565183,21.624732,4.870206,8.6762,22.79,14.89,6.3775,23.41,12.56,10.838,22.742,8.1399,10.195,21.236,4.7404,9.9701,19.953,2.164,8.0546,19.808,-0.41605,9.1613,21.94,5.1859,8.1276,21.337,3.2838,6.3105,20.791,1.9588,7.2084,22.736,7.2316,5.3396,22.488,6.637,3.3008,22.053,6.3395,3.8736,21.587,16.821,0.45399,20.978,15.719,8.5382,21.818,16.212,6.3506,21.297,16.612,12.603,21.272,8.1249,7.493,23.11,14.065,8.4927,23.467,10.668,1.4793,21.664,13.454,2.6155,22.071,10.684,3.2723,22.224,8.2661,5.5059,21.757,4.161,7.6978,20.394,0.98663
9.5712,23.45,11.803,4.3927,22.873,11.58,NaN,NaN,NaN,8.7303,22.792,14.878,6.4621,23.357,12.54,11.015,22.651,8.2345,10.441,21.003,4.8661,10.264,19.666,2.3216,8.3804,19.415,-0.2756,9.3873,21.739,5.2765,8.392,21.043,3.3743,6.604,20.471,2.0432,7.4039,22.555,7.2697,5.5541,22.269,6.6579,3.5108,21.816,6.3449,3.9298,21.625,16.809,0.53907,20.959,15.69,8.5895,21.836,16.2,6.4014,21.321,16.601,12.806,21.2,8.2731,7.5621,23.1,14.056,8.6144,23.397,10.69,1.5931,21.587,13.438,2.7762,21.936,10.672,3.4572,22.045,8.2619,5.7555,21.482,4.208,8.0066,20.056,1.1009
9.6675,23.416,11.834,4.5176,22.78,11.578,NaN,NaN,NaN,8.7922,22.802,14.869,6.5419,23.304,12.524,11.191,22.568,8.3374,10.683,20.816,4.9991,10.562,19.411,2.4895,8.7023,19.028,-0.11348,9.6149,21.545,5.3816,8.6607,20.757,3.4827,6.8939,20.141,2.1455,7.5942,22.386,7.3165,5.7582,22.061,6.6919,3.7293,21.591,6.3666,3.9882,21.65,16.799,0.62378,20.945,15.668,8.6404,21.851,16.191,6.4521,21.346,16.592,13.003,21.153,8.4339,7.6329,23.09,14.049,8.7297,23.333,10.719,1.7045,21.515,13.427,2.9226,21.823,10.668,3.6407,21.869,8.2684,6.0051,21.198,4.2681,8.3189,19.725,1.2314
9.759,23.389,11.869,4.645,22.697,11.583,NaN,NaN,NaN,8.8504,22.806,14.856,6.6193,23.256,12.513,11.363,22.49,8.4463,10.925,20.628,5.1453,10.855,19.108,2.6826,9.0212,18.559,0.08598,9.8409,21.353,5.4957,8.9348,20.485,3.6147,7.189,19.829,2.2683,7.7842,22.223,7.3732,5.9651,21.862,6.7368,3.9414,21.361,6.4,4.0462,21.673,16.789,0.70772,20.927,15.646,8.6943,21.867,16.179,6.5051,21.377,16.583,13.195,21.103,8.5978,7.703,23.084,14.044,8.8444,23.277,10.754,1.8122,21.469,13.422,3.0598,21.727,10.667,3.8217,21.7,8.2842,6.2548,20.924,4.3466,8.6283,19.411,1.3768
9.8458,23.373,11.911,4.7672,22.622,11.595,NaN,NaN,NaN,8.9113,22.824,14.851,6.6954,23.21,12.507,11.531,22.43,8.5638,11.162,20.473,5.301,11.151,18.84,2.8856,9.3516,18.101,0.30046,10.058,21.182,5.6155,9.2034,20.219,3.7632,7.4799,19.512,2.404,7.9711,22.07,7.4389,6.1669,21.672,6.7896,4.1605,21.149,6.4429,4.1044,21.692,16.773,0.78965,20.913,15.63,8.7483,21.887,16.166,6.5605,21.405,16.573,13.383,21.076,8.7712,7.772,23.078,14.042,8.9529,23.227,10.795,1.9172,21.425,13.414,3.1918,21.641,10.672,3.9998,21.534,8.3079,6.5029,20.653,4.4387,8.9407,19.107,1.5407
9.9295,23.354,11.951,4.8835,22.556,11.612,NaN,NaN,NaN,8.9699,22.833,14.847,6.7689,23.17,12.506,11.695,22.38,8.6862,11.4,20.328,5.4684,11.446,18.673,3.0868,9.6755,17.843,0.49878,10.278,21.026,5.7529,9.4762,19.972,3.9313,7.7644,19.191,2.554,8.1599,21.927,7.5184,6.3669,21.483,6.8534,4.3788,20.926,6.4986,4.169,21.714,16.759,0.87234,20.9,15.617,8.8016,21.903,16.156,6.6151,21.433,16.563,13.567,21.06,8.9482,7.8395,23.072,14.041,9.0573,23.18,10.838,2.0181,21.396,13.41,3.3225,21.561,10.682,4.1764,21.373,8.3413,6.7491,20.4,4.5454,9.2491,18.811,1.722
10.011,23.343,11.994,4.9964,22.493,11.631,NaN,NaN,NaN,9.0311,22.85,14.836,6.8407,23.126,12.508,11.852,22.346,8.814,11.63,20.197,5.6419,11.743,18.504,3.3136,10.02,17.4,0.74755,10.494,20.864,5.8946,9.7311,19.777,4.0991,8.0527,18.897,2.7205,8.3424,21.792,7.6026,6.5659,21.299,6.925,4.5802,20.695,6.5582,4.2308,21.734,16.741,0.95366,20.892,15.609,8.8564,21.922,16.148,6.6723,21.46,16.552,13.742,21.067,9.1347,7.9072,23.061,14.037,9.1575,23.145,10.888,2.106,21.352,13.414,3.4504,21.485,10.698,4.3494,21.225,8.3827,6.9982,20.156,4.663,9.5556,18.516,1.9225
10.089,23.336,12.04,5.1067,22.438,11.654,NaN,NaN,NaN,9.0924,22.872,14.837,6.9057,23.091,12.517,12.004,22.322,8.9463,11.861,20.1,5.8219,12.033,18.333,3.5445,10.319,17.104,0.9867,10.707,20.74,6.0499,9.9037,19.438,4.2957,8.3403,18.627,2.9012,8.5219,21.676,7.7018,6.7612,21.119,7.0055,4.7865,20.466,6.6299,4.2948,21.748,16.724,1.0321,20.886,15.602,8.9122,21.942,16.137,6.7291,21.483,16.541,13.909,21.09,9.3227,7.9736,23.059,14.038,9.2526,23.115,10.941,2.1945,21.326,13.415,3.5782,21.408,10.719,4.5211,21.082,8.4284,7.2442,19.926,4.7911,9.8609,18.245,2.1407
10.163,23.333,12.086,5.2109,22.386,11.678,NaN,NaN,NaN,9.154,22.872,14.821,6.971,23.057,12.527,12.148,22.316,9.0831,12.084,20.012,6.0116,12.31,18.074,3.8039,10.661,16.829,1.2371,10.917,20.624,6.2094,10.155,19.258,4.4836,8.6308,18.37,3.0949,8.6942,21.553,7.8028,6.9543,20.957,7.0946,4.9899,20.249,6.7082,4.3668,21.773,16.71,1.1097,20.879,15.598,8.9683,21.956,16.124,6.7888,21.512,16.531,14.071,21.13,9.518,8.0394,23.062,14.039,9.3445,23.092,10.998,2.277,21.307,13.412,3.7041,21.329,10.745,4.691,20.941,8.4824,7.4901,19.706,4.9313,10.168,17.995,2.3701
10.232,23.333,12.132,5.3087,22.35,11.7,NaN,NaN,NaN,9.2158,22.895,14.813,7.0337,23.018,12.538,12.285,22.323,9.2212,12.301,19.936,6.2091,12.585,17.905,4.0654,11.006,16.567,1.5026,11.123,20.535,6.3736,10.405,19.108,4.6754,8.9176,18.135,3.2972,8.8639,21.444,7.906,7.141,20.795,7.1867,5.199,20.037,6.7955,4.4353,21.789,16.691,1.1857,20.879,15.596,9.0241,21.968,16.112,6.8476,21.537,16.52,14.225,21.182,9.7116,8.105,23.061,14.041,9.4324,23.082,11.059,2.3589,21.274,13.419,3.8302,21.249,10.776,4.862,20.802,8.5435,7.7354,19.493,5.0749,10.471,17.762,2.6096
10.297,23.342,12.182,5.4083,22.317,11.721,NaN,NaN,NaN,9.2848,22.881,14.794,7.0967,23.005,12.549,12.417,22.345,9.3632,12.511,19.871,6.4138,12.883,17.896,4.3086,11.344,16.331,1.776,11.324,20.438,6.5427,10.654,18.963,4.8751,9.209,17.898,3.5128,9.0313,21.351,8.0146,7.3304,20.667,7.2911,5.4037,19.853,6.8901,4.5036,21.801,16.672,1.2593,20.877,15.596,9.086,21.986,16.101,6.9084,21.558,16.509,14.371,21.256,9.9051,8.1696,23.063,14.044,9.5165,23.079,11.12,NaN,NaN, NaN ,3.954,21.17,10.809,5.032,20.663,8.6094,7.9694,19.308,5.2267,10.774,17.553,2.8557
10.357,23.355,12.231,5.5003,22.288,11.743,12.105487,20.602531,6.527955,9.3459,22.893,14.783,7.1505,22.969,12.57,12.543,22.374,9.5037,12.712,19.827,6.6174,13.152,17.792,4.5817,11.676,16.14,2.0563,11.521,20.373,6.72,10.9,18.821,5.0849,9.4965,17.688,3.7359,9.195,21.273,8.1286,7.5202,20.557,7.4013,5.6068,19.695,6.9885,4.568,21.81,16.652,1.3309,20.876,15.596,9.1453,22.006,16.089,6.9697,21.581,16.497,14.509,21.336,10.098,8.2333,23.066,14.046,9.5944,23.081,11.182,NaN,NaN, NaN ,4.0791,21.078,10.847,5.1997,20.525,8.6819,8.2163,19.113,5.3916,11.075,17.358,3.107
10.416,23.375,12.28,5.5839,22.273,11.765,NaN,NaN,NaN,9.4175,22.901,14.772,7.2067,22.961,12.586,12.662,22.416,9.6434,12.909,19.797,6.8301,13.396,17.646,4.8661,12.005,15.948,2.3537,11.712,20.33,6.9031,11.138,18.72,5.295,9.7814,17.466,3.9723,9.3558,21.214,8.2492,7.7043,20.453,7.5175,5.8072,19.518,7.0984,4.6415,21.82,16.637,1.4004,20.883,15.597,9.2074,22.019,16.076,7.033,21.599,16.484,14.641,21.434,10.291,8.2977,23.07,14.048,9.6712,23.091,11.246,2.6318,21.16,13.451,4.2088,20.978,10.894,5.3656,20.405,8.7574,8.4477,18.938,5.572,11.369,17.192,3.3661
10.472,23.4,12.329,5.6713,22.254,11.783,NaN,NaN,NaN,9.4818,22.916,14.763,7.2588,22.939,12.606,12.774,22.468,9.7816,13.1,19.773,7.0426,13.66,17.614,5.142,12.32,15.797,2.6517,11.837,20.146,7.104,11.373,18.617,5.5164,9.9827,17.163,4.2288,9.5131,21.173,8.3743,7.8831,20.362,7.6371,6.0106,19.372,7.2125,4.7145,21.838,16.625,1.4678,20.888,15.598,9.2696,22.034,16.063,7.0968,21.616,16.472,14.76,21.541,10.484,8.3611,23.078,14.052,9.7404,23.108,11.31,NaN,NaN, NaN ,NaN,NaN, NaN ,5.5334,20.278,8.8423,8.6186,18.65,5.7751,11.657,17.032,3.6354
10.525,23.431,12.377,5.7502,22.223,11.806,NaN,NaN,NaN,9.5455,22.939,14.761,7.3138,22.937,12.622,12.88,22.534,9.9215,13.259,19.674,7.2666,13.919,17.595,5.4231,12.633,15.641,2.9693,12.016,20.138,7.2895,11.6,18.56,5.734,10.254,17.035,4.4701,9.6636,21.139,8.5,8.0582,20.283,7.7606,6.2052,19.228,7.336,4.7836,21.844,16.602,1.5352,20.894,15.598,9.3337,22.045,16.047,7.1628,21.637,16.46,14.872,21.659,10.671,8.4245,23.081,14.053,9.808,23.135,11.374,NaN,NaN, NaN ,NaN,NaN, NaN ,5.703,20.162,8.933,8.8453,18.523,5.9656,11.937,16.894,3.9083
10.574,23.463,12.422,5.8313,22.228,11.83,NaN,NaN,NaN,9.6194,22.932,14.743,7.3644,22.927,12.64,12.982,22.616,10.059,13.436,19.728,7.4741,14.16,17.579,5.7061,12.931,15.546,3.2869,12.189,20.135,7.4755,11.822,18.496,5.9593,10.514,16.925,4.7171,9.8075,21.109,8.6252,8.2322,20.215,7.8854,6.4022,19.111,7.4603,4.8541,21.856,16.588,1.6026,20.897,15.597,9.3952,22.055,16.03,7.2285,21.654,16.445,14.979,21.799,10.856,8.4876,23.09,14.056,9.8723,23.167,11.436,2.9272,20.969,13.541,4.6241,20.694,11.078,5.8719,20.045,9.0318,9.0686,18.413,6.1608,12.211,16.797,4.1865
10.621,23.499,12.465,5.9143,22.209,11.854,NaN,NaN,NaN,9.687,22.943,14.728,7.413,22.93,12.658,13.077,22.701,10.194,13.603,19.729,7.6912,14.403,17.618,5.9869,13.221,15.413,3.6194,12.352,20.155,7.6567,12.035,18.457,6.182,10.768,16.818,4.9737,9.9506,21.066,8.7535,8.4027,20.162,8.0115,6.5905,18.973,7.5934,4.9249,21.877,16.577,1.6672,20.908,15.597,9.4612,22.067,16.017,7.2952,21.665,16.431,15.077,21.943,11.037,8.549,23.1,14.057,9.9331,23.204,11.5,NaN,NaN, NaN ,NaN,NaN, NaN ,6.0374,19.964,9.1334,9.281,18.334,6.3546,12.4,16.517,4.503
10.667,23.542,12.505,6.001,22.218,11.88,NaN,NaN,NaN,9.7565,22.944,14.711,7.4593,22.936,12.672,13.165,22.802,10.326,13.766,19.772,7.9002,14.613,17.592,6.2749,13.501,15.357,3.9491,12.512,20.18,7.8443,12.239,18.429,6.4139,11.011,16.746,5.2313,10.082,21.065,8.8797,8.567,20.111,8.1425,6.7724,18.914,7.7192,4.9997,21.868,16.562,1.7315,20.922,15.597,9.5292,22.077,15.998,7.3626,21.68,16.416,15.17,22.093,11.209,8.6107,23.11,14.055,9.9908,23.255,11.561,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,9.4878,18.262,6.5522,12.655,16.43,4.801
10.709,23.591,12.545,6.0292,22.098,11.924,NaN,NaN,NaN,9.8231,22.974,14.706,7.5028,22.93,12.687,13.248,22.914,10.455,13.922,19.824,8.1048,14.836,17.669,6.5528,13.765,15.292,4.2881,12.662,20.234,8.0232,12.433,18.446,6.6377,11.246,16.673,5.4954,10.206,21.065,9.0062,8.7211,20.08,8.2691,6.9761,18.76,7.8633,5.0706,21.888,16.546,1.7963,20.937,15.596,9.5949,22.084,15.981,7.4335,21.69,16.399,15.255,22.262,11.373,8.6742,23.119,14.051,10.045,23.307,11.619,NaN,NaN, NaN ,4.9754,20.362,11.321,NaN,NaN, NaN ,9.6885,18.219,6.7449,12.897,16.393,5.0999
10.749,23.64,12.579,6.1074,22.089,11.956,NaN,NaN,NaN,9.894,22.969,14.68,7.5498,22.952,12.698,13.325,23.026,10.578,14.067,19.918,8.3072,15.027,17.698,6.8332,14.024,15.256,4.628,12.805,20.282,8.1975,12.621,18.448,6.8667,11.469,16.661,5.7529,10.329,21.118,9.1261,8.8713,20.048,8.4008,7.0919,18.782,7.9864,5.1425,21.891,16.532,1.8583,20.954,15.594,9.6629,22.087,15.961,7.5043,21.696,16.383,15.335,22.433,11.532,8.7376,23.13,14.044,10.096,23.37,11.674,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,9.8771,18.19,6.9418,13.129,16.362,5.3969
10.788,23.691,12.611,6.1888,22.06,11.992,NaN,NaN,NaN,9.9644,22.992,14.669,7.5895,22.956,12.707,13.397,23.155,10.7,14.202,20.019,8.4991,15.242,17.804,7.101,14.262,15.246,4.965,12.935,20.345,8.3849,12.796,18.478,7.083,11.679,16.658,6.0143,10.446,21.147,9.2502,8.9526,19.959,8.5376,7.2623,18.735,8.1181,5.2139,21.897,16.516,1.9206,20.973,15.591,9.7343,22.09,15.943,7.5739,21.702,16.367,15.403,22.606,11.682,8.8014,23.141,14.035,10.143,23.438,11.728,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,10.057,18.189,7.1419,13.347,16.358,5.6909
10.822,23.755,12.644,6.2663,22.065,12.025,NaN,NaN,NaN,10.034,22.987,14.65,7.6326,23,12.714,13.462,23.289,10.818,14.33,20.126,8.6892,15.425,17.892,7.3658,14.486,15.257,5.2985,13.061,20.439,8.5512,12.964,18.542,7.3016,11.879,16.647,6.2757,10.497,21.168,9.3728,9.086,19.987,8.6616,7.4218,18.718,8.2455,5.2838,21.915,16.502,1.9804,20.994,15.589,9.8054,22.102,15.929,7.6454,21.708,16.35,15.467,22.792,11.826,8.8652,23.155,14.024,10.185,23.511,11.778,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,10.228,18.204,7.339,13.551,16.381,5.9844
10.855,23.81,12.669,6.3422,22.077,12.052,NaN,NaN,NaN,10.096,23.009,14.635,7.675,23.039,12.719,13.522,23.417,10.93,14.452,20.222,8.8662,15.578,17.967,7.6321,14.695,15.31,5.6226,13.177,20.534,8.7186,13.118,18.593,7.515,12.068,16.655,6.5345,10.6,21.249,9.4904,9.2118,20.028,8.7845,7.5719,18.732,8.371,5.3523,21.931,16.492,2.043,21.017,15.584,9.8759,22.097,15.908,7.7187,21.714,16.336,15.526,22.991,11.963,8.9297,23.171,14.011,10.228,23.597,11.827,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,10.388,18.23,7.5323,13.741,16.437,6.2728
10.89,23.877,12.698,6.4053,22.127,12.096,NaN,NaN,NaN,10.175,23.019,14.615,7.7148,23.073,12.721,13.597,23.441,11.047,14.559,20.364,9.0398,15.738,18.039,7.8848,14.882,15.323,5.9487,13.282,20.639,8.8757,13.261,18.671,7.7213,12.238,16.701,6.785,10.692,21.326,9.6023,9.3297,20.076,8.9041,7.7113,18.757,8.4969,5.4234,21.918,16.476,2.1023,21.043,15.58,9.9481,22.099,15.891,7.7917,21.711,16.318,15.572,23.194,12.094,8.9948,23.185,13.993,10.268,23.687,11.873,NaN,NaN, NaN ,5.521093,20.172856,11.807909,NaN,NaN, NaN ,10.538,18.275,7.7275,13.917,16.475,6.563
10.92,23.938,12.721,NaN,NaN, NaN ,NaN,NaN,NaN,10.243,23.007,14.582,7.7532,23.114,12.726,13.593,23.618,11.147,14.66,20.492,9.2028,15.827,17.969,8.1504,15.057,15.407,6.2646,13.38,20.769,9.032,13.391,18.787,7.9259,12.402,16.696,7.0512,10.781,21.425,9.7145,9.4402,20.141,9.0225,7.8482,18.78,8.6221,5.4937,21.925,16.461,2.1607,21.073,15.576,10.024,22.099,15.879,7.8646,21.707,16.301,15.617,23.392,12.215,9.0594,23.2,13.98,10.304,23.786,11.918,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,10.68,18.294,7.9266,14.076,16.545,6.8411
10.95,24.008,12.744,NaN,NaN, NaN ,NaN,NaN,NaN,10.311,23.03,14.575,7.7944,23.179,12.73,13.637,23.775,11.241,14.749,20.648,9.3611,15.958,18.103,8.3777,15.21,15.458,6.5764,13.474,20.911,9.1918,13.509,18.882,8.1211,12.546,16.761,7.2877,10.86,21.531,9.8213,9.5409,20.213,9.1389,7.9719,18.833,8.7421,5.5658,21.923,16.45,2.2189,21.103,15.571,10.097,22.093,15.861,7.9387,21.705,16.286,15.656,23.59,12.329,9.1233,23.227,13.966,10.337,23.89,11.962,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,10.806,18.395,8.1021,14.222,16.618,7.1188
10.981,24.093,12.767,6.574481,22.262396,12.217239,NaN,NaN,NaN,10.382,23.047,14.55,7.83,23.233,12.736,13.676,23.94,11.331,14.837,20.792,9.5064,16.074,18.237,8.5945,15.348,15.557,6.879,13.559,21.041,9.3242,13.617,18.981,8.3118,12.704,16.955,7.5164,10.934,21.634,9.9263,9.6362,20.302,9.2531,8.0833,18.914,8.8673,5.631,21.932,16.431,2.2764,21.134,15.565,10.171,22.086,15.846,8.015,21.694,16.269,15.691,23.794,12.434,9.1861,23.245,13.948,10.362,23.985,12.007,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,10.923,18.464,8.2855,14.349,16.722,7.3799
11.01,24.17,12.786,NaN,NaN, NaN ,NaN,NaN,NaN,10.457,23.041,14.528,7.8708,23.308,12.743,13.712,24.114,11.412,14.905,20.927,9.6448,16.176,18.391,8.8145,15.462,15.654,7.1697,13.63,21.176,9.4602,13.717,19.09,8.5026,12.841,16.98,7.7541,11.002,21.771,10.025,9.7202,20.396,9.3637,8.1966,18.951,8.9857,5.7009,21.936,16.42,2.3342,21.168,15.557,10.249,22.083,15.83,8.0899,21.686,16.254,15.717,23.924,12.534,9.2494,23.27,13.932,10.355,23.96,12.063,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,11.027,18.563,8.4582,14.463,16.834,7.6324
11.04,24.26,12.806,NaN,NaN, NaN ,NaN,NaN,NaN,10.53,23.063,14.507,7.905,23.377,12.753,13.743,24.284,11.49,14.969,21.099,9.775,16.263,18.549,9.012,15.562,15.761,7.4507,13.682,21.351,9.603,13.811,19.332,8.6787,12.932,17.066,7.9755,11.059,21.905,10.122,9.7988,20.498,9.4725,8.2932,19.03,9.1064,5.7725,21.927,16.402,2.3896,21.203,15.551,10.327,22.077,15.814,8.1656,21.674,16.237,15.72,23.959,12.635,9.3101,23.293,13.916,10.394,24.119,12.103,NaN,NaN, NaN ,5.932332,20.388539,11.96966,NaN,NaN, NaN ,11.119,18.642,8.6389,14.566,16.939,7.8821
11.067,24.359,12.828,6.816991,22.414757,12.361898,NaN,NaN,NaN,10.601,23.074,14.492,7.944,23.452,12.765,13.77,24.468,11.563,15.024,21.266,9.8922,16.341,18.733,9.1971,15.654,15.87,7.7195,13.732,21.515,9.7291,13.859,19.434,8.8578,13.019,17.156,8.1946,11.112,22.04,10.215,9.8657,20.621,9.5757,8.3786,19.136,9.2148,5.8408,21.941,16.389,2.4449,21.239,15.545,10.403,22.068,15.798,8.2424,21.664,16.222,15.751,24.356,12.694,9.3708,23.324,13.899,10.418,24.239,12.149,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,11.195,18.764,8.8079,14.648,17.082,8.1169
11.097,24.457,12.853,NaN,NaN, NaN ,NaN,NaN,NaN,10.678,23.056,14.453,7.9856,23.515,12.783,13.796,24.637,11.63,15.062,21.435,10,16.405,18.903,9.3715,15.721,16.008,7.9659,13.773,21.698,9.8451,13.916,19.616,9.0204,13.115,17.288,8.4128,11.156,22.197,10.302,9.9222,20.758,9.6755,8.4523,19.261,9.3275,5.9136,21.92,16.372,2.5005,21.275,15.539,10.481,22.061,15.78,8.3198,21.651,16.205,15.774,24.541,12.763,9.4316,23.353,13.886,10.443,24.364,12.196,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,11.262,18.905,8.968,NaN,NaN, NaN 
11.124,24.555,12.885,NaN,NaN, NaN ,NaN,NaN,NaN,10.746,23.092,14.447,8.0318,23.565,12.809,13.817,24.823,11.694,15.092,21.627,10.095,16.446,19.08,9.5395,15.773,16.113,8.213,13.804,21.879,9.9531,13.975,19.863,9.1857,13.169,17.409,8.6235,11.192,22.354,10.39,9.9726,20.906,9.7722,8.5152,19.388,9.4374,5.9862,21.933,16.36,2.5543,21.312,15.531,10.56,22.051,15.764,8.3953,21.635,16.188,15.798,24.736,12.821,9.4917,23.38,13.87,10.468,24.485,12.244,4.130998,21.085198,13.930035,NaN,NaN, NaN ,NaN,NaN, NaN ,11.313,19.052,9.1215,NaN,NaN, NaN 
