Le02R_X,Le02R_Y,Le02R_Z,Mi01R_X,Mi01R_Y,Mi01R_Z,Mi02R_X,Mi02R_Y,Mi02R_Z,Mi03R_X,Mi03R_Y,Mi03R_Z,Mi04R_X,Mi04R_Y,Mi04R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mi06R_X,Mi06R_Y,Mi06R_Z,Mi07R_X,Mi07R_Y,Mi07R_Z,Mi08R_X,Mi08R_Y,Mi08R_Z,Mi09R_X,Mi09R_Y,Mi09R_Z,Mm01R_X,Mm01R_Y,Mm01R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sj18R_X,Sj18R_Y,Sj18R_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te08R_X,Te08R_Y,Te08R_Z
15.57,26.386,13.726,12.089,25.762,14.806,10.066,24.934,14.8,9.066,23.647,14.707,10.711,23.485,12.807,11.163,24.385,12.988,11.823,25.511,13.097,14.038,25.971,11.99,13.507,24.907,11.406,NaN,NaN,NaN,16.553,24.361,9.7921,18.417,24.076,9.3168,14.987,24.598,15.482,12.402,25.577,13.775,18.138,26.52,11.744,19.059,24.032,9.4006,20.344,21.595,8.257,19.485,19.156,6.5589,17.783,24.188,9.4662,NaN,NaN, NaN ,16.877,20.198,7.7261,NaN,NaN, NaN ,14.015,23.241,9.8459,12.565,21.727,9.5889,10.179,23.248,17.033,NaN,NaN, NaN ,14.76,23.439,16.625,12.554,22.976,16.917,20.184,26.368,12.551,13.749,25.083,14.894,14.859,26.59,12.881,NaN,NaN, NaN ,NaN,NaN, NaN ,11.916,22.483,10.837,15.238735,21.519041,8.754546,18.495,20.133,7.3621
15.599,26.448,13.751,12.143,25.759,14.824,10.114,24.958,14.817,9.1178,23.667,14.711,10.757,23.615,12.831,11.203,24.458,13.029,11.848,25.61,13.132,14.062,26.06,12.043,13.538,24.981,11.47,NaN,NaN,NaN,16.563,24.447,9.8761,18.413,24.175,9.3789,15.075,24.604,15.466,12.438,25.615,13.802,18.1,27.002,11.759,19.047,24.153,9.4506,20.339,21.639,8.348,19.476,19.194,6.7226,17.775,24.29,9.5365,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,14.037,23.319,9.9379,12.597,21.831,9.6826,10.248,23.217,17,7.1818,22.05,15.915,14.844,23.42,16.597,12.64,22.946,16.887,20.209,26.505,12.568,13.811,25.097,14.875,14.882,26.67,12.926,NaN,NaN, NaN ,NaN,NaN, NaN ,11.957,22.61,10.906,NaN,NaN, NaN ,18.495,20.187,7.5177
15.63,26.514,13.778,12.196,25.751,14.842,10.162,24.972,14.837,9.1499,23.765,14.723,10.806,23.612,12.906,11.238,24.564,13.066,11.892,25.595,13.16,14.085,26.145,12.099,13.555,25.11,11.539,NaN,NaN,NaN,16.561,24.562,9.9543,18.395,24.3,9.4317,15.138,24.574,15.433,12.474,25.645,13.831,18.11,27.135,11.804,19.03,24.29,9.4805,20.318,21.691,8.4192,19.45,19.266,6.8659,17.761,24.395,9.597,17.79234,22.374345,8.628987,NaN,NaN, NaN ,NaN,NaN, NaN ,14.047,23.433,10.026,12.622,21.911,9.7865,10.323,23.199,16.973,7.2259,22.061,15.9,14.928,23.396,16.57,12.72,22.914,16.851,20.228,26.635,12.58,13.872,25.106,14.862,14.903,26.749,12.973,NaN,NaN, NaN ,NaN,NaN, NaN ,11.999,22.676,10.989,NaN,NaN, NaN ,18.476,20.236,7.6706
15.661,26.571,13.804,12.253,25.749,14.868,10.211,24.992,14.857,9.197,23.775,14.746,10.842,23.653,12.99,11.282,24.598,13.1,11.918,25.658,13.205,14.105,26.231,12.157,13.581,25.174,11.603,NaN,NaN,NaN,16.553,24.681,10.024,18.367,24.44,9.4723,15.217,24.561,15.407,12.511,25.678,13.862,18.119,27.278,11.85,19.001,24.409,9.5043,20.279,21.75,8.4773,19.402,19.334,6.9985,17.736,24.522,9.6536,NaN,NaN, NaN ,NaN,NaN, NaN ,15.313,25.001,10.627,14.052,23.545,10.115,12.639,21.997,9.8831,10.393,23.168,16.943,7.2641,22.078,15.885,15.011,23.369,16.541,12.801,22.876,16.817,20.245,26.763,12.586,13.935,25.115,14.851,14.925,26.829,13.023,NaN,NaN, NaN ,NaN,NaN, NaN ,12.032,22.783,11.065,NaN,NaN, NaN ,18.441,20.318,7.807
15.692,26.628,13.834,12.317,25.741,14.899,10.263,25.008,14.881,9.236,23.85,14.754,10.908,23.59,13.037,11.268,24.976,13.125,11.942,25.751,13.252,14.121,26.337,12.214,13.588,25.315,11.67,NaN,NaN,NaN,16.53,24.827,10.093,18.332,24.521,9.5108,15.285,24.523,15.364,12.549,25.706,13.895,18.124,27.411,11.892,18.961,24.54,9.5239,20.225,21.815,8.5166,19.33,19.405,7.1174,17.697,24.652,9.7045,NaN,NaN, NaN ,NaN,NaN, NaN ,15.309,25.141,10.7,14.049,23.676,10.199,12.631,22.152,9.9891,10.465,23.144,16.908,7.3045,22.094,15.871,15.095,23.336,16.511,12.886,22.845,16.788,20.26,26.886,12.586,13.996,25.118,14.847,14.946,26.903,13.072,8.812214,22.688086,14.292543,NaN,NaN, NaN ,12.067,22.845,11.151,NaN,NaN, NaN ,18.391,20.401,7.9344
15.725,26.682,13.863,12.387,25.735,14.938,10.32,25.028,14.907,9.288,23.849,14.763,10.981,23.378,13.122,11.337,24.742,13.208,11.978,25.788,13.297,14.138,26.421,12.271,13.601,25.417,11.733,NaN,NaN,NaN,16.505,24.946,10.164,18.281,24.671,9.5334,15.368,24.567,15.365,12.59,25.727,13.925,18.126,27.547,11.934,18.913,24.683,9.5219,20.154,21.903,8.5469,19.243,19.503,7.221,17.651,24.788,9.7516,NaN,NaN, NaN ,NaN,NaN, NaN ,15.302,25.243,10.779,14.038,23.807,10.286,12.622,22.295,10.093,10.539,23.122,16.884,NaN,NaN, NaN ,15.179,23.312,16.487,12.969,22.806,16.754,20.273,27.011,12.578,14.064,25.136,14.855,14.967,26.978,13.123,NaN,NaN, NaN ,NaN,NaN, NaN ,12.088,22.986,11.225,NaN,NaN, NaN ,18.327,20.498,8.0486
15.756,26.732,13.893,12.454,25.727,14.968,10.383,25.038,14.935,9.3245,23.928,14.771,11.013,23.438,13.174,11.369,24.797,13.255,12.009,25.856,13.352,14.151,26.525,12.335,13.61,25.535,11.798,NaN,NaN,NaN,16.47,25.091,10.229,18.218,24.812,9.5534,15.444,24.513,15.322,12.633,25.754,13.961,18.126,27.681,11.975,18.849,24.844,9.5237,20.071,21.981,8.5489,19.135,19.598,7.3138,17.595,24.932,9.7928,NaN,NaN, NaN ,NaN,NaN, NaN ,15.286,25.372,10.853,14.021,23.944,10.371,12.614,22.397,10.197,10.611,23.081,16.849,7.4087,22.081,15.831,15.263,23.277,16.457,13.054,22.768,16.723,20.286,27.137,12.558,14.126,25.137,14.858,14.989,27.05,13.174,NaN,NaN, NaN ,NaN,NaN, NaN ,12.105,23.072,11.308,NaN,NaN, NaN ,18.252,20.606,8.152
15.793,26.775,13.92,12.522,25.715,14.995,10.444,25.051,14.962,9.3691,23.931,14.795,11.043,23.457,13.233,11.402,24.815,13.311,12.054,25.862,13.409,14.163,26.632,12.4,13.611,25.662,11.872,12.729,25.436,11.511,16.423,25.251,10.293,18.151,24.948,9.5638,15.533,24.539,15.323,12.676,25.774,13.994,18.123,27.826,12.014,18.781,24.989,9.5134,19.969,22.519,8.4906,19.009,19.709,7.3896,17.53,25.075,9.8188,NaN,NaN, NaN ,16.635,20.633,8.7396,15.265,25.524,10.928,13.997,24.072,10.455,12.596,22.524,10.289,10.685,23.055,16.824,7.4258,22.125,15.798,15.35,23.252,16.433,13.135,22.731,16.693,20.294,27.266,12.53,14.19,25.136,14.856,15.011,27.12,13.225,NaN,NaN, NaN ,NaN,NaN, NaN ,12.117,23.16,11.393,NaN,NaN, NaN ,NaN,NaN, NaN 
15.831,26.819,13.947,12.59,25.699,15.02,10.506,25.058,14.989,9.4058,23.98,14.818,11.074,23.541,13.282,11.429,24.887,13.359,12.089,25.916,13.472,14.174,26.732,12.47,13.611,25.78,11.95,12.848,24.514,11.749,16.377,25.383,10.363,18.069,25.102,9.5676,15.595,24.51,15.291,12.722,25.786,14.024,18.119,27.963,12.053,18.693,25.16,9.5032,19.86,22.684,8.4639,18.87,19.85,7.4488,17.459,25.225,9.8374,NaN,NaN, NaN ,16.536,20.846,8.8642,15.238,25.684,10.998,13.966,24.22,10.538,12.572,22.628,10.39,10.76,23.024,16.791,7.4649,22.169,15.799,15.434,23.215,16.403,13.219,22.691,16.662,20.288,27.44,12.489,14.25,25.119,14.842,15.033,27.186,13.275,NaN,NaN, NaN ,NaN,NaN, NaN ,12.121,23.27,11.469,NaN,NaN, NaN ,NaN,NaN, NaN 
15.871,26.856,13.969,12.656,25.69,15.048,10.569,25.069,15.018,9.4435,24.035,14.834,11.091,23.633,13.334,11.452,24.994,13.408,12.125,25.98,13.527,14.187,26.825,12.542,13.619,25.873,12.029,12.848,24.618,11.837,16.326,25.519,10.411,17.975,25.303,9.5664,15.709,24.561,15.314,12.767,25.804,14.059,18.111,28.098,12.089,18.602,25.317,9.4834,19.739,22.827,8.4298,18.713,19.967,7.4863,17.37,25.386,9.8698,NaN,NaN, NaN ,NaN,NaN, NaN ,15.206,25.83,11.072,13.931,24.367,10.618,12.547,22.744,10.469,10.829,22.993,16.76,7.4938,22.217,15.784,15.521,23.191,16.381,13.303,22.652,16.633,20.284,27.556,12.445,14.315,25.109,14.83,15.055,27.251,13.324,NaN,NaN, NaN ,NaN,NaN, NaN ,12.113,23.402,11.544,NaN,NaN, NaN ,NaN,NaN, NaN 
15.907,26.89,13.986,12.726,25.684,15.076,10.633,25.074,15.045,9.4796,24.088,14.862,11.105,23.707,13.384,11.474,25.098,13.46,12.166,25.997,13.586,14.199,26.921,12.615,13.619,25.986,12.119,12.837,24.783,11.917,16.267,25.652,10.463,17.874,25.444,9.5723,15.786,24.504,15.275,12.816,25.818,14.093,18.099,28.23,12.121,18.494,25.507,9.4588,19.605,22.991,8.3838,18.538,20.129,7.5092,17.279,25.553,9.8812,NaN,NaN, NaN ,NaN,NaN, NaN ,15.174,25.965,11.144,13.888,24.525,10.695,12.508,22.891,10.557,10.907,22.953,16.732,7.5307,22.26,15.776,15.607,23.159,16.354,13.386,22.615,16.602,20.281,27.665,12.393,14.374,25.107,14.83,15.077,27.31,13.366,NaN,NaN, NaN ,NaN,NaN, NaN ,12.099,23.566,11.614,14.925186,22.689974,9.881701,NaN,NaN, NaN 
15.945,26.917,14.005,12.797,25.678,15.106,10.699,25.076,15.076,9.5183,24.134,14.883,11.119,23.759,13.445,11.493,25.169,13.522,12.197,26.056,13.65,14.21,27.012,12.689,13.623,26.079,12.208,12.822,24.952,11.999,16.196,25.822,10.512,17.756,25.698,9.5451,15.836,24.459,15.214,12.865,25.828,14.125,18.087,28.371,12.153,18.379,25.672,9.4314,19.455,23.169,8.3196,18.343,20.285,7.5126,17.171,25.71,9.906,NaN,NaN, NaN ,NaN,NaN, NaN ,15.132,26.128,11.212,13.843,24.673,10.773,12.458,23.057,10.642,10.983,22.913,16.701,7.5689,22.295,15.768,15.697,23.132,16.333,13.471,22.575,16.576,20.273,27.805,12.33,14.44,25.098,14.82,15.099,27.369,13.407,NaN,NaN, NaN ,NaN,NaN, NaN ,12.091,23.648,11.693,NaN,NaN, NaN ,NaN,NaN, NaN 
15.985,26.956,14.029,12.872,25.677,15.136,10.765,25.077,15.1,9.5568,24.191,14.91,11.125,23.818,13.502,11.511,25.269,13.579,12.231,26.095,13.709,14.204,26.967,12.778,13.625,26.166,12.3,12.809,25.072,12.09,16.115,25.988,10.567,17.635,25.846,9.5449,15.915,24.443,15.198,12.913,25.837,14.158,18.071,28.502,12.182,18.256,25.858,9.3986,19.293,23.335,8.2664,18.145,20.454,7.5039,17.063,25.91,9.9017,NaN,NaN, NaN ,NaN,NaN, NaN ,15.088,26.26,11.283,13.788,24.838,10.85,12.409,23.196,10.726,11.062,22.89,16.677,7.6048,22.327,15.762,15.781,23.095,16.305,13.554,22.535,16.548,20.257,27.922,12.263,14.506,25.103,14.822,15.123,27.43,13.451,NaN,NaN, NaN ,NaN,NaN, NaN ,12.065,23.816,11.768,NaN,NaN, NaN ,NaN,NaN, NaN 
16.025,26.984,14.049,12.966,25.718,15.192,10.831,25.067,15.124,9.5964,24.243,14.943,11.132,23.856,13.558,11.528,25.346,13.639,12.265,26.144,13.77,14.234,27.127,12.848,13.619,26.296,12.395,12.794,25.18,12.184,16.035,26.14,10.607,17.508,26.038,9.5224,16.019,24.466,15.217,12.964,25.848,14.188,18.054,28.633,12.21,18.119,26.05,9.3694,19.12,23.521,8.1898,17.927,20.679,7.4735,16.946,26.096,9.9076,NaN,NaN, NaN ,NaN,NaN, NaN ,15.041,26.416,11.352,13.731,24.991,10.927,12.356,23.343,10.805,11.13,22.845,16.642,7.6438,22.365,15.754,15.869,23.064,16.284,13.64,22.493,16.521,20.238,28.054,12.189,14.57,25.096,14.817,15.15,27.488,13.497,NaN,NaN, NaN ,NaN,NaN, NaN ,12.077,23.919,11.842,NaN,NaN, NaN ,NaN,NaN, NaN 
16.069,27.011,14.062,13.036,25.698,15.215,10.896,25.062,15.147,9.6411,24.29,14.976,11.141,23.914,13.621,11.541,25.424,13.706,12.303,26.151,13.834,14.244,27.215,12.923,13.63,26.275,12.493,12.777,25.281,12.276,15.947,26.283,10.653,17.369,26.23,9.5205,16.1,24.449,15.193,13.017,25.863,14.216,18.031,28.752,12.233,17.974,26.258,9.3287,18.93,23.721,8.1026,17.7,20.875,7.439,16.817,26.309,9.9063,NaN,NaN, NaN ,NaN,NaN, NaN ,14.99,26.537,11.419,13.67,25.137,11.002,12.296,23.42,10.893,11.205,22.802,16.614,7.684,22.397,15.752,15.953,23.021,16.257,13.722,22.453,16.495,20.211,28.196,12.112,14.635,25.091,14.815,15.175,27.544,13.544,9.133526,22.949892,14.410108,NaN,NaN, NaN ,12.052,24.04,11.915,NaN,NaN, NaN ,NaN,NaN, NaN 
16.111,27.047,14.079,13.099,25.675,15.237,10.963,25.045,15.173,9.6863,24.333,15.015,11.145,23.949,13.684,11.556,25.497,13.769,12.336,26.182,13.899,14.258,27.308,12.999,13.635,26.415,12.57,12.757,25.428,12.349,15.855,26.466,10.686,17.227,26.411,9.5182,16.192,24.366,15.147,13.074,25.879,14.245,18.085,28.836,12.254,17.825,26.467,9.2925,18.726,23.932,8.0184,17.463,21.073,7.3961,16.687,26.501,9.9139,NaN,NaN, NaN ,15.668822,22.121893,9.252284,14.933,26.694,11.483,13.604,25.3,11.076,12.236,23.474,10.98,11.282,22.773,16.585,7.7254,22.432,15.75,16.042,22.992,16.241,13.809,22.41,16.47,20.175,28.304,12.032,14.7,25.152,14.856,15.201,27.6,13.593,NaN,NaN, NaN ,10.903,23.881,13.16,12.022,24.166,11.985,NaN,NaN, NaN ,NaN,NaN, NaN 
16.156,27.072,14.091,NaN,NaN,NaN,11.039,25.037,15.208,9.7354,24.359,15.056,11.149,24.001,13.746,11.571,25.594,13.836,12.367,26.21,13.966,14.267,27.385,13.064,13.617,26.538,12.65,12.736,25.51,12.439,15.755,26.665,10.722,17.067,26.724,9.4909,16.243,24.366,15.135,13.133,25.903,14.293,18.022,28.922,12.273,17.671,26.661,9.2627,18.508,24.141,7.922,17.219,21.3,7.3384,16.549,26.677,9.9336,NaN,NaN, NaN ,NaN,NaN, NaN ,14.875,26.848,11.545,13.535,25.464,11.147,12.18,23.756,11.045,11.357,22.731,16.553,7.7692,22.458,15.753,16.128,22.95,16.216,13.89,22.367,16.445,20.138,28.436,11.947,14.761,25.088,14.815,15.228,27.652,13.64,NaN,NaN, NaN ,10.931,23.997,13.2,11.984,24.289,12.056,NaN,NaN, NaN ,NaN,NaN, NaN 
16.201,27.1,14.105,NaN,NaN,NaN,11.116,25.019,15.237,9.7877,24.388,15.101,11.155,24.023,13.814,11.59,25.659,13.905,12.391,26.24,14.019,14.267,27.463,13.12,13.599,26.672,12.726,12.716,25.556,12.52,15.652,26.832,10.759,16.923,26.834,9.4916,16.333,24.338,15.119,13.193,25.912,14.35,17.97,29.093,12.278,17.51,26.877,9.2241,18.287,24.345,7.8266,16.96,21.52,7.2703,16.409,26.881,9.9334,NaN,NaN, NaN ,NaN,NaN, NaN ,14.814,27.001,11.606,13.465,25.615,11.219,12.117,23.911,11.112,11.438,22.678,16.521,7.8153,22.49,15.754,16.215,22.917,16.194,13.978,22.32,16.42,20.094,28.588,11.86,14.829,25.152,14.862,15.255,27.705,13.683,NaN,NaN, NaN ,10.902,24.138,13.241,11.949,24.415,12.123,NaN,NaN, NaN ,NaN,NaN, NaN 
16.245,27.122,14.117,NaN,NaN,NaN,11.193,25.001,15.265,9.8417,24.43,15.142,11.162,24.046,13.885,11.608,25.727,13.978,12.407,26.338,14.068,14.272,27.559,13.186,13.585,26.778,12.801,12.702,25.642,12.597,15.545,27.013,10.792,16.765,27.053,9.4844,16.398,24.352,15.123,13.251,25.92,14.397,17.943,29.199,12.284,17.347,27.081,9.1886,18.051,24.566,7.7184,16.698,21.763,7.1958,16.268,27.083,9.939,NaN,NaN, NaN ,NaN,NaN, NaN ,14.753,27.15,11.666,13.39,25.78,11.287,12.055,24.059,11.18,11.513,22.638,16.49,7.8626,22.517,15.756,16.301,22.877,16.176,14.062,22.275,16.395,20.044,28.702,11.771,14.902,25.16,14.867,15.285,27.748,13.725,9.219121,23.281055,14.426604,10.877,24.26,13.285,11.912,24.559,12.19,NaN,NaN, NaN ,NaN,NaN, NaN 
16.291,27.138,14.127,NaN,NaN,NaN,11.268,24.982,15.295,9.8953,24.466,15.186,11.166,24.074,13.957,11.628,25.805,14.051,12.443,26.421,14.141,14.279,27.658,13.264,13.569,26.905,12.873,12.684,25.792,12.663,15.438,27.222,10.82,16.608,27.289,9.4651,16.482,24.281,15.078,13.31,25.931,14.443,17.918,29.303,12.285,17.181,27.297,9.1517,17.814,24.793,7.6154,16.416,22.018,7.1114,16.124,27.284,9.9515,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,13.315,25.933,11.352,11.977,24.04,11.269,11.595,22.587,16.461,7.9107,22.536,15.759,16.388,22.837,16.155,14.15,22.229,16.374,19.979,28.838,11.685,14.962,25.154,14.874,15.315,27.792,13.765,NaN,NaN, NaN ,10.855,24.381,13.33,11.869,24.682,12.257,NaN,NaN, NaN ,NaN,NaN, NaN 
16.342,27.16,14.134,NaN,NaN,NaN,11.343,24.968,15.322,9.9542,24.48,15.231,11.03,25.135,13.935,11.649,25.86,14.13,12.491,26.425,14.229,14.293,27.706,13.343,13.546,27.012,12.946,12.646,25.962,12.728,15.334,27.392,10.852,16.447,27.515,9.4549,16.547,24.305,15.084,13.371,25.931,14.484,17.89,29.403,12.281,17.014,27.508,9.1216,17.561,25.029,7.5046,16.172,22.171,7.0344,15.979,27.471,9.96,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,13.238,26.085,11.415,11.9,24.379,11.319,11.674,22.523,16.428,7.96,22.557,15.764,16.47,22.793,16.134,14.234,22.185,16.348,19.92,28.927,11.597,NaN,NaN, NaN ,15.347,27.834,13.801,NaN,NaN, NaN ,10.831,24.496,13.379,11.821,24.826,12.317,NaN,NaN, NaN ,NaN,NaN, NaN 
16.392,27.181,14.142,NaN,NaN,NaN,11.415,24.973,15.358,10.013,24.498,15.278,11.025,25.257,14.005,11.666,25.911,14.199,12.539,26.421,14.316,14.299,27.75,13.417,13.523,27.118,13.01,12.612,26.06,12.793,15.232,27.542,10.883,16.292,27.704,9.4475,16.622,24.246,15.045,13.43,25.94,14.528,17.856,29.49,12.275,16.846,27.718,9.0946,17.311,25.295,7.3941,15.838,22.525,6.9242,15.837,27.653,9.9694,NaN,NaN, NaN ,NaN,NaN, NaN ,14.539,27.501,11.833,13.157,26.234,11.478,11.824,24.525,11.379,11.758,22.485,16.4,8.011,22.574,15.773,16.555,22.759,16.115,14.319,22.137,16.325,19.852,29.053,11.507,NaN,NaN, NaN ,15.379,27.868,13.831,NaN,NaN, NaN ,10.803,24.609,13.432,11.772,24.96,12.377,NaN,NaN, NaN ,NaN,NaN, NaN 
16.441,27.194,14.143,NaN,NaN,NaN,11.486,24.967,15.387,10.074,24.496,15.325,11.022,25.382,14.068,11.689,26.004,14.269,NaN,NaN,NaN,14.306,27.81,13.482,13.496,27.211,13.062,12.572,26.188,12.86,15.128,27.708,10.914,16.131,27.908,9.4449,16.694,24.254,15.041,13.495,25.956,14.58,17.824,29.57,12.259,16.678,27.931,9.0705,17.048,25.543,7.2871,15.54,22.772,6.8192,15.693,27.864,9.9763,NaN,NaN, NaN ,NaN,NaN, NaN ,14.509,27.776,11.868,13.076,26.364,11.536,11.737,24.487,11.452,11.84,22.432,16.37,8.0626,22.588,15.784,16.637,22.715,16.093,14.406,22.089,16.3,19.782,29.151,11.415,NaN,NaN, NaN ,15.415,27.898,13.858,NaN,NaN, NaN ,10.776,24.717,13.488,11.719,25.093,12.436,NaN,NaN, NaN ,NaN,NaN, NaN 
16.492,27.205,14.137,NaN,NaN,NaN,11.555,24.963,15.425,10.133,24.509,15.37,11.022,25.488,14.141,11.725,26.063,14.358,NaN,NaN,NaN,14.316,27.876,13.549,13.459,27.317,13.113,12.533,26.305,12.92,15.019,27.906,10.938,15.971,28.143,9.4365,16.769,24.165,14.994,NaN,NaN, NaN ,17.797,29.653,12.242,16.512,28.152,9.0384,16.785,25.825,7.1795,15.233,23.066,6.7041,15.554,28.077,9.9798,NaN,NaN, NaN ,NaN,NaN, NaN ,14.438,27.924,11.911,12.992,26.479,11.593,11.659,24.839,11.487,11.915,22.376,16.339,8.1148,22.596,15.794,16.724,22.689,16.082,14.489,22.037,16.275,19.711,29.238,11.318,NaN,NaN, NaN ,15.45,27.925,13.878,NaN,NaN, NaN ,10.744,24.827,13.55,11.664,25.218,12.493,NaN,NaN, NaN ,NaN,NaN, NaN 
16.542,27.201,14.126,NaN,NaN,NaN,11.623,24.955,15.456,10.188,24.534,15.404,11.032,25.581,14.216,11.762,26.096,14.45,NaN,NaN,NaN,14.326,27.951,13.615,13.422,27.428,13.18,12.475,26.428,12.985,14.91,28.079,10.959,15.823,28.289,9.4371,16.832,24.162,15,NaN,NaN, NaN ,17.765,29.721,12.215,16.384,28.338,9.0226,16.517,26.079,7.073,14.918,23.361,6.5888,15.419,28.259,9.9878,NaN,NaN, NaN ,NaN,NaN, NaN ,14.367,28.056,11.953,12.922,26.702,11.635,11.58,24.804,11.552,12.001,22.309,16.309,8.1689,22.596,15.804,16.799,22.632,16.059,14.577,21.987,16.249,19.64,29.316,11.221,NaN,NaN, NaN ,15.485,27.936,13.889,NaN,NaN, NaN ,10.71,24.934,13.615,11.606,25.346,12.551,NaN,NaN, NaN ,NaN,NaN, NaN 
16.591,27.199,14.111,NaN,NaN,NaN,NaN,NaN,NaN,10.231,24.541,15.427,11.041,25.633,14.293,11.799,26.118,14.536,NaN,NaN,NaN,14.333,27.996,13.666,13.402,27.526,13.255,12.423,26.576,13.036,14.836,28.359,10.962,15.688,28.585,9.4172,16.892,24.089,14.946,NaN,NaN, NaN ,17.737,29.785,12.184,16.227,28.62,8.9877,16.256,26.363,6.9645,14.597,23.631,6.4717,15.352,28.527,9.9714,NaN,NaN, NaN ,NaN,NaN, NaN ,14.293,28.179,11.99,12.836,26.883,11.68,11.476,25.155,11.577,12.077,22.254,16.278,8.2246,22.589,15.818,16.885,22.612,16.042,14.661,21.94,16.225,19.532,29.327,11.145,NaN,NaN, NaN ,15.521,27.952,13.895,NaN,NaN, NaN ,10.674,25.047,13.684,11.544,25.472,12.607,13.217956,25.528032,10.262536,NaN,NaN, NaN 
16.644,27.194,14.086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.047,25.695,14.373,11.832,26.138,14.611,NaN,NaN,NaN,14.343,28.036,13.708,13.374,27.621,13.318,12.368,26.73,13.092,14.727,28.51,10.974,15.564,28.812,9.3963,16.98,24.087,14.947,NaN,NaN, NaN ,17.704,29.834,12.141,16.081,28.828,8.9652,15.982,26.644,6.8548,14.265,23.948,6.3444,15.207,28.734,9.9666,NaN,NaN, NaN ,NaN,NaN, NaN ,14.223,28.299,12.021,12.746,27.026,11.724,11.384,25.294,11.619,12.163,22.205,16.25,8.2771,22.576,15.828,16.962,22.567,16.023,14.746,21.893,16.2,19.374,29.222,11.1,NaN,NaN, NaN ,15.556,27.962,13.895,NaN,NaN, NaN ,10.634,25.155,13.76,11.476,25.596,12.662,NaN,NaN, NaN ,NaN,NaN, NaN 
16.693,27.184,14.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.054,25.748,14.452,11.864,26.185,14.675,NaN,NaN,NaN,14.354,28.076,13.745,13.346,27.718,13.382,12.306,26.847,13.146,14.617,28.66,10.98,15.43,29.004,9.3792,17.061,24.054,14.938,NaN,NaN, NaN ,17.672,29.871,12.088,15.939,28.979,8.9314,15.714,26.892,6.762,13.927,24.269,6.223,15.086,28.928,9.9517,NaN,NaN, NaN ,NaN,NaN, NaN ,14.154,28.407,12.043,12.653,27.17,11.765,11.282,25.448,11.661,12.246,22.123,16.216,8.3297,22.547,15.839,17.04,22.531,16.004,14.829,21.842,16.175,19.366,29.611,10.965,NaN,NaN, NaN ,15.592,27.962,13.88,NaN,NaN, NaN ,10.59,25.263,13.842,11.403,25.729,12.719,NaN,NaN, NaN ,NaN,NaN, NaN 
16.74,27.169,14.019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.071,25.8,14.534,11.9,26.203,14.743,NaN,NaN,NaN,14.376,28.13,13.781,13.318,27.801,13.436,12.233,26.961,13.194,14.509,28.811,10.978,15.314,29.168,9.3546,17.125,24.029,14.908,NaN,NaN, NaN ,17.635,29.912,12.025,15.805,29.163,8.8845,15.443,27.18,6.6533,13.588,24.582,6.1034,14.977,29.097,9.9326,NaN,NaN, NaN ,NaN,NaN, NaN ,14.088,28.503,12.054,12.556,27.322,11.802,11.177,25.597,11.7,12.33,22.075,16.186,8.3878,22.513,15.851,17.121,22.511,15.989,14.914,21.791,16.149,19.312,29.649,10.851,NaN,NaN, NaN ,15.625,27.955,13.854,9.271715,24.153234,14.960833,10.546,25.368,13.928,11.323,25.864,12.779,NaN,NaN, NaN ,NaN,NaN, NaN 
