Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,Mi01R_X,Mi01R_Y,Mi01R_Z,Mi02R_X,Mi02R_Y,Mi02R_Z,Mi03R_X,Mi03R_Y,Mi03R_Z,Mi04R_X,Mi04R_Y,Mi04R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mi06R_X,Mi06R_Y,Mi06R_Z,Mi07R_X,Mi07R_Y,Mi07R_Z,Mi08R_X,Mi08R_Y,Mi08R_Z,Mi09R_X,Mi09R_Y,Mi09R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,Mo02R_X,Mo02R_Y,Mo02R_Z,Mo03R_X,Mo03R_Y,Mo03R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,t5R_X,t5R_Y,t5R_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.86,34.0623,23.4661,12.7765,33.8467,23.1241,11.4498,33.389,22.6917,NaN,NaN,NaN,13.621,34.1487,22.1903,14.2771,34.6401,22.3908,16.291,35.8269,22.5201,15.8959,35.1041,22.014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.7712,33.0544,24.4478,14.8674,34.2122,22.6949,19.9687,37.3087,24.2378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.6464,33.1332,23.5649,8.6074,32.6615,22.7892,17.2765,32.061,25.9304,15.111,31.6834,25.5638
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.9509,34.0833,23.558,12.8485,33.9011,23.2346,11.5076,33.5114,22.8025,12.9991,33.8571,22.1868,13.6364,34.2879,22.342,14.3022,34.768,22.5594,NaN,NaN,NaN,15.8422,35.2487,22.1781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.868,33.1356,24.5022,14.9367,34.2987,22.7922,20.0688,36.6376,24.3263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.7206,33.1601,23.61,8.6775,32.8717,22.8238,17.3681,32.1595,26.0332,15.1636,31.5771,25.5942
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.041,34.1004,23.6381,12.9166,33.953,23.3445,11.5661,33.6404,22.9209,12.9921,34.1038,22.3517,13.65,34.4708,22.4994,14.3195,34.8115,22.7302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.9791,33.2321,24.5683,15.0169,34.3769,22.8784,20.1743,36.1109,24.3817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.8049,33.1639,23.6566,8.7425,33.0177,22.8529,17.4346,32.1518,26.0895,15.2716,31.66,25.7181
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.1301,34.1515,23.7208,12.9856,33.9922,23.4485,11.629,33.7636,23.0482,NaN,NaN,NaN,13.6713,34.6467,22.6307,14.3421,34.9387,22.8917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.0909,33.2127,24.6375,15.0905,34.4661,22.9773,20.1868,36.8406,24.4243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.8787,33.1834,23.7028,8.8683,33.1649,22.9007,17.5271,32.1912,26.16,15.3493,31.6914,25.7472
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.2126,34.204,23.7919,13.053,34.0387,23.5632,11.6919,33.8962,23.1793,NaN,NaN,NaN,NaN,NaN,NaN,14.3542,35.0225,23.0423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.1942,33.1328,24.7169,15.1712,34.5729,23.0809,20.1854,37.9855,24.4785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.9326,33.2253,23.7641,8.9362,33.1428,22.922,17.6229,32.242,26.2174,15.4444,31.6469,25.791
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.2996,34.2553,23.8577,13.1333,34.0893,23.6712,11.7471,33.9999,23.2974,NaN,NaN,NaN,NaN,NaN,NaN,14.3915,35.1687,23.2558,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.2392,33.2028,24.7854,15.3043,34.6623,23.2282,20.2641,37.8338,24.4931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.0526,33.2863,23.8192,9.0173,33.3839,23.0003,17.723,32.2397,26.2796,15.5152,31.7924,25.9167
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.3837,34.3241,23.9244,13.2102,34.1486,23.7713,11.802,34.0744,23.4001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.3472,33.2049,24.8539,15.3184,34.7872,23.294,20.3205,38.0396,24.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.1418,33.2863,23.8558,9.099,33.5337,23.052,17.7924,32.2768,26.4003,15.5734,31.7641,25.9372
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.457,34.3562,23.9438,13.2863,34.2087,23.8554,11.8609,34.1684,23.5134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.4376,33.2258,24.9212,15.3908,34.961,23.4387,20.4207,38.2779,24.4562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.1897,33.3047,23.9197,9.1701,33.5894,23.1057,17.8936,32.3646,26.4789,15.6962,31.8195,26.0226
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.5293,34.4177,24.0076,13.3729,34.2291,23.9294,NaN,NaN,NaN,12.9319,35.3277,23.3773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.5228,33.267,24.9942,15.4637,35.0232,23.4898,20.5878,38.1527,24.4076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.2623,33.3112,23.9663,9.2768,33.6169,23.1358,17.9499,32.2608,26.5122,15.7461,31.7548,26.0844
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.4749,34.3362,24.0109,NaN,NaN,NaN,12.9403,35.4674,23.5902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.5962,33.2712,25.057,15.5431,35.1045,23.5805,20.66,38.3577,24.3449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.3728,33.3489,24.0183,9.3554,33.634,23.181,18.1149,32.432,26.5726,15.8488,31.8232,26.1364
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.99,35.7553,23.8062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.6789,33.2829,25.1252,15.6302,35.2341,23.7037,20.7773,38.4939,24.2744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.4822,33.3621,24.0645,9.4267,33.6897,23.2347,18.0443,32.6265,26.6503,15.9294,31.9069,26.2626
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.0158,35.8961,23.911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.7598,33.2803,25.182,15.7311,35.3194,23.794,20.8806,38.6036,24.1957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.5806,33.3727,24.1136,9.5316,33.5721,23.2707,18.1542,32.7392,26.7249,16.0059,31.8747,26.3035
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.8639,36.9412,23.9575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.8469,33.3121,25.2588,15.8139,35.4167,23.8904,20.9932,38.7572,24.1146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.7991,36.4043,22.2634,12.6669,33.3649,24.1644,9.6509,33.4836,23.3158,18.1917,32.691,26.7975,16.083,31.9287,26.3839
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.9268,37.165,24.0245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.9187,33.3371,25.3238,15.9286,35.496,23.9722,21.096,38.9157,24.0257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.2558,38.2034,23.3072,13.7104,36.7448,22.3009,12.7538,33.3532,24.2122,9.7284,33.4881,23.3654,18.3584,33.1741,26.9357,16.1433,31.9556,26.4493
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.9966,37.4301,24.1131,18.9975,39.1863,21.1013,NaN,NaN,NaN,NaN,NaN,NaN,19.0052,33.3296,25.3848,16.0424,35.6063,24.0323,21.1967,39.0616,23.9207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.2944,38.3986,23.3172,13.6613,37.2109,22.4477,12.8294,33.3381,24.2475,9.8206,33.3979,23.3999,18.3421,32.7219,26.9205,16.2387,31.9584,26.5106
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.0765,37.6792,24.1881,19.0482,39.4112,21.0227,NaN,NaN,NaN,NaN,NaN,NaN,19.0871,33.3162,25.4491,16.1879,35.7103,24.0759,21.3128,39.2064,23.7908,19.5887,38.9586,20.552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.4219,38.6193,23.2599,13.6485,37.5128,22.5505,12.9092,33.3249,24.2903,9.8877,33.2189,23.4463,18.4599,32.8415,26.9325,16.3127,31.9903,26.6122
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.1376,37.8853,24.2282,19.1163,39.6478,20.9273,NaN,NaN,NaN,NaN,NaN,NaN,19.1709,33.3442,25.5284,16.3302,35.8051,24.0889,21.417,39.3418,23.6613,19.7332,39.7396,20.5073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.4597,38.7721,23.245,13.6729,37.8078,22.6149,12.9946,33.3134,24.3351,9.9841,33.3242,23.5224,18.4817,32.8031,27.0582,16.3777,32.0846,26.6403
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.2269,38.1045,24.2282,19.1842,39.8624,20.8168,NaN,NaN,NaN,18.7579,38.4583,18.7129,19.2553,33.3576,25.6046,16.4765,35.8713,24.0941,21.513,39.4604,23.5168,19.7291,39.891,20.3339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.5872,38.9587,23.178,13.7358,38.0335,22.655,13.0768,33.3083,24.3866,10.0387,33.3068,23.5657,18.5522,32.868,27.1263,16.4431,32.0586,26.6939
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.3071,38.3388,24.249,19.2556,40.0465,20.6844,18.1353,38.8023,19.1545,18.7029,38.8246,18.4436,19.3344,33.3819,25.6779,16.6408,35.9311,24.0673,21.6045,39.5803,23.3692,19.8145,40.2343,20.1163,19.0772,38.8208,17.8206,16.8964,36.6864,16.7858,15.9012,37.241,19.3716,17.6524,39.2363,23.1413,13.8161,38.2203,22.6619,13.1569,33.2543,24.4055,10.132,33.195,23.6075,18.622,32.8901,27.1874,16.4868,31.9877,26.7407
NaN,NaN,NaN,19.0018,36.8556,24.6111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.7779,38.5182,24.1898,15.4128,38.4978,24.1947,19.3514,40.2073,20.5278,18.1621,39.1905,18.9184,18.6932,39.1188,18.1899,19.4276,33.3899,25.7552,16.7999,35.9441,24.0393,21.6867,39.6645,23.2218,19.8493,40.148,20.0072,19.1075,39.1231,17.5559,16.7864,37.2442,16.2767,15.8471,37.6662,19.0927,17.7586,39.2693,23.0287,13.8885,38.3888,22.6326,13.2364,33.2344,24.4513,10.2346,33.1197,23.6526,18.6939,32.8809,27.2505,16.5812,32.0084,26.7976
NaN,NaN,NaN,19.1668,36.9182,24.549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.8919,38.5787,24.0751,15.5456,38.6011,24.1002,19.4605,40.3487,20.3567,18.2097,39.4641,18.6838,18.7619,39.4884,17.933,19.5095,33.4013,25.8261,16.9351,35.916,23.9813,21.7774,39.7398,23.0662,20.0209,40.221,19.7433,19.1262,39.3785,17.3155,16.7714,38.1231,15.8099,15.811,38.077,18.7754,17.8775,39.423,22.9083,13.9526,38.543,22.5813,13.3171,33.2327,24.5026,10.2871,33.2322,23.6581,18.7662,32.9214,27.3189,16.6868,32.1152,26.8691
NaN,NaN,NaN,19.2865,36.9797,24.5217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.9927,38.6035,23.9365,15.6239,38.6849,24.0119,19.5803,40.4619,20.1552,18.2788,39.7501,18.4263,18.832,39.7137,17.6975,19.5922,33.4192,25.9021,17.0516,35.9691,23.9655,21.8685,39.7598,22.8893,20.0652,40.4006,19.5805,19.2721,39.7052,17.019,16.7471,38.74,15.4271,15.8253,38.3988,18.4526,17.9579,39.4064,22.7046,14.015,38.677,22.4979,13.4006,33.2381,24.5496,10.3737,33.2773,23.73,18.8339,32.9647,27.3834,16.7606,32.1805,26.9511
NaN,NaN,NaN,19.4097,36.9934,24.4734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.1022,38.6118,23.7826,15.7336,38.7536,23.9195,19.7061,40.5783,19.9478,18.369,39.9947,18.168,18.9453,39.9274,17.448,19.6699,33.4527,25.9772,17.2199,35.958,23.9413,21.9618,39.7884,22.7021,20.2357,40.4515,19.4418,19.3159,39.9907,16.8203,16.7533,39.308,15.1091,15.8634,38.8208,18.0851,18.0282,39.5091,22.537,14.1153,38.8844,22.3322,13.4828,33.2155,24.6008,10.4749,33.1483,23.7677,18.9043,32.9836,27.4478,16.844,32.2484,27.009
NaN,NaN,NaN,19.5391,37.0482,24.4243,NaN,NaN,NaN,17.0722,35.179,24.645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.2162,38.653,23.6444,15.836,38.7977,23.7913,19.8465,40.634,19.7107,18.5004,40.2329,17.8917,19.0849,40.1094,17.1871,19.7584,33.4852,26.047,17.3542,35.8921,23.8676,22.0671,39.7944,22.5006,20.4209,40.4323,19.2812,19.4246,40.1124,16.505,16.8089,39.7962,14.8415,15.9411,39.1004,17.7626,18.1227,39.5633,22.3194,14.208,39.0262,22.1219,13.5617,33.1914,24.644,10.5277,33.027,23.8229,18.9917,33.0423,27.5116,16.9013,32.2027,27.0443
NaN,NaN,NaN,19.6488,37.0688,24.3655,NaN,NaN,NaN,17.153,35.1597,24.6021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.324,38.6853,23.4779,15.945,38.8217,23.6151,20.0017,40.6672,19.477,18.6363,40.3968,17.6236,19.234,40.3172,16.9132,19.8386,33.5222,26.1164,17.4647,35.8874,23.8532,22.1591,39.7842,22.2986,20.5876,40.7475,18.9234,19.6124,40.2893,16.2183,16.9328,40.2661,14.5793,16.0876,39.5706,17.3984,18.2182,39.567,22.0951,14.2894,39.0868,21.853,13.642,33.1673,24.6901,10.6154,33.1821,23.8805,19.072,33.1064,27.5746,17.0164,32.3161,27.0859
NaN,NaN,NaN,19.7625,37.0582,24.2994,NaN,NaN,NaN,17.2475,35.1602,24.614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.3694,38.6142,23.2898,16.0373,38.8735,23.4239,20.155,40.6861,19.2378,18.813,40.5964,17.353,19.4106,40.5309,16.6517,19.9206,33.5504,26.1798,17.5842,35.9057,23.8214,22.2511,39.7439,22.0959,20.7659,40.8509,18.8097,19.8144,40.5518,15.9787,17.1201,40.6614,14.3201,16.2279,39.955,17.0521,18.3286,39.5811,21.8472,14.3904,39.1575,21.5414,13.724,33.1587,24.7393,10.7097,33.0025,23.9183,19.149,33.1311,27.6327,17.0808,32.2737,27.1634
19.0617,36.4507,24.4256,19.8758,37.0456,24.2383,NaN,NaN,NaN,17.3369,35.173,24.6282,14.9679,34.6563,24.4526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.4627,38.6366,23.103,16.1217,38.7887,23.1155,20.3193,40.6791,18.9944,19.0107,40.742,17.0775,19.6164,40.7092,16.3818,20.0004,33.5918,26.2493,17.6799,35.8086,23.7741,22.3451,39.6615,21.8863,20.9116,40.6334,18.5039,20.0414,40.9096,15.7703,17.3589,40.9539,14.0365,16.3312,40.0865,16.7224,18.3967,39.5866,21.6046,14.4754,39.1721,21.1817,13.8133,33.1673,24.7896,10.7973,32.8089,23.9954,19.2266,33.1849,27.6946,17.1566,32.2864,27.2165
19.156,36.5966,24.369,19.9803,37.053,24.1828,19.8086,36.1394,24.9042,17.414,35.2058,24.656,15.0699,34.7123,24.466,13.6556,34.3717,24.1555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.5881,38.1954,23.0448,17.5464,38.625,22.8766,16.1863,38.7427,22.8116,20.4922,40.6701,18.7601,19.2259,40.8389,16.8043,19.8469,40.8605,16.1271,20.0791,33.6482,26.3182,17.7754,35.7327,23.7567,22.4388,39.5863,21.6909,21.0511,40.6363,18.2473,20.2922,40.9476,15.5521,17.6833,41.192,13.7257,16.5143,40.2367,16.3723,18.5628,39.5272,21.321,14.5934,39.2086,20.803,13.9061,33.177,24.8368,10.9041,32.6541,24.0514,19.3047,33.2146,27.7549,17.2619,32.3094,27.2442
19.2415,36.4538,24.342,20.0852,37.0218,24.1223,19.9013,36.125,24.8896,17.4892,35.248,24.6879,15.1658,34.6985,24.425,13.7507,34.3894,24.1411,NaN,NaN,NaN,NaN,NaN,NaN,16.8813,36.5046,23.5889,18.6837,38.2146,22.8972,17.6227,38.59,22.6146,16.2579,38.6923,22.4673,20.6765,40.6244,18.5212,19.4687,40.9142,16.5377,20.1121,40.9553,15.8804,20.1493,33.6739,26.3776,17.8993,35.7572,23.742,22.5342,39.4877,21.497,21.3446,40.3923,18.0554,20.5669,40.8322,15.3332,18.0747,41.4151,13.3862,16.7461,40.5802,16.0167,18.6124,39.434,21.0087,14.7047,39.2328,20.4099,14.0305,33.2145,24.8946,10.9795,32.4143,24.0674,19.3847,33.2215,27.8115,17.3299,32.346,27.2722
19.3405,36.4464,24.32,20.1934,36.9829,24.0601,19.9955,36.1221,24.8727,17.5706,35.2794,24.7155,15.2524,34.6901,24.3979,13.8533,34.3323,24.0758,NaN,NaN,NaN,NaN,NaN,NaN,16.9636,36.4432,23.4708,18.7741,38.1441,22.6946,17.7027,38.5524,22.3475,16.3322,38.6444,22.1108,20.8746,40.5473,18.2915,19.7368,40.9422,16.2783,20.4041,40.9702,15.6459,20.2273,33.7191,26.4325,17.9937,35.7031,23.7358,22.6267,39.3896,21.3138,21.4833,40.446,17.8281,20.8915,40.9026,15.085,18.4946,41.5633,13.0457,17.1336,40.8306,15.6662,18.7025,39.2943,20.6249,14.8331,39.223,20.0124,14.1218,33.1735,24.9327,11.1012,32.3794,24.1107,19.4658,33.3107,27.8676,17.4265,32.2986,27.3215
19.4526,36.4291,24.2889,20.3039,36.9451,24.0017,20.0889,36.1102,24.8578,17.6557,35.3151,24.7438,15.3434,34.6729,24.3765,13.9627,34.2724,24.0169,15.0341,36.8166,23.3981,NaN,NaN,NaN,17.0476,36.4312,23.4002,18.8334,38.0865,22.5006,17.7723,38.4723,22.0572,16.4151,38.5924,21.7535,21.0893,40.4547,18.062,20.0354,40.924,16.0265,20.7134,40.9117,15.4058,20.2983,33.7498,26.4859,18.0778,35.6498,23.7316,22.7217,39.2574,21.1363,21.696,40.3749,17.5864,21.2306,40.8947,14.8655,18.9514,41.6671,12.7358,17.4178,40.9818,15.3493,18.8443,39.2792,20.4181,14.9808,39.2067,19.6084,14.2156,33.1557,24.9748,11.198,32.455,24.1693,19.5439,33.3432,27.9199,17.5167,32.4291,27.3885
19.5562,36.3922,24.2529,20.4088,36.899,23.9469,20.1857,36.0987,24.8447,17.744,35.3222,24.7465,15.4367,34.6599,24.3665,14.0693,34.2083,23.9649,15.0779,36.7036,23.0735,16.0253,36.3865,23.1633,17.1221,36.4097,23.3358,18.9127,38.0165,22.3244,17.8483,38.4124,21.7664,16.4877,38.5102,21.3901,21.3123,40.361,17.8439,20.3488,40.873,15.7749,21.0463,40.8219,15.1806,20.3658,33.8215,26.5491,18.1811,35.5995,23.7231,22.8217,39.1345,20.9771,21.9504,40.4299,17.4084,21.5916,40.7831,14.6347,19.4364,41.755,12.4677,17.786,41.1095,15.0236,19.0322,39.0111,20.1056,15.1165,39.1505,19.1895,14.3093,33.1684,25.0166,11.3227,32.3636,24.2026,19.6212,33.3548,27.9745,17.6154,32.4422,27.4444
19.6569,36.3668,24.2313,20.5072,36.8668,23.9094,20.2831,36.0935,24.8391,17.831,35.322,24.7418,15.5282,34.6328,24.3669,14.1819,34.1664,23.9305,15.1352,36.6299,22.7853,16.0775,36.4537,23.0812,17.1923,36.4091,23.2663,18.9893,37.9427,22.1563,17.9196,38.2789,21.478,16.5775,38.3986,21.0353,21.5544,40.2131,17.6313,20.6785,40.7651,15.5344,21.4002,40.7212,14.9744,20.4456,33.8552,26.6094,18.2835,35.5876,23.7201,22.9211,39.0128,20.8252,22.2323,39.9998,17.201,21.9022,40.4716,14.485,19.9524,41.8,12.2321,18.1408,41.1114,14.6993,19.1326,39.0385,19.8565,15.3016,39.0871,18.7883,14.3991,33.1656,25.0597,11.4687,32.2313,24.2304,19.6928,33.4316,28.0309,17.688,32.5246,27.5123
19.7546,36.3563,24.2137,20.6085,36.8478,23.8829,20.3667,36.0955,24.8416,17.9198,35.3188,24.7339,15.6173,34.6301,24.3732,14.2661,34.1797,23.8994,15.1945,36.5465,22.4984,16.1215,36.4789,22.9502,17.259,36.438,23.2018,19.0781,37.8469,21.9849,18.0133,38.1622,21.2156,16.6829,38.2855,20.7018,21.8009,40.0664,17.439,21.0174,40.642,15.3105,21.7661,40.5859,14.7815,20.5274,33.8979,26.6615,18.3882,35.5674,23.7199,23.0205,38.8691,20.6914,22.445,40.1806,17.0262,22.2705,40.5802,14.3134,20.4803,41.7989,12.002,18.5371,41.0925,14.3854,19.2958,38.9173,19.5844,15.4975,39.0218,18.3784,14.4918,33.165,25.0989,11.5613,32.1753,24.2389,19.7687,33.4916,28.0786,17.7563,32.6236,27.5639
