Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,Mi01R_X,Mi01R_Y,Mi01R_Z,Mi02R_X,Mi02R_Y,Mi02R_Z,Mi03R_X,Mi03R_Y,Mi03R_Z,Mi04R_X,Mi04R_Y,Mi04R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mi06R_X,Mi06R_Y,Mi06R_Z,Mi07R_X,Mi07R_Y,Mi07R_Z,Mi08R_X,Mi08R_Y,Mi08R_Z,Mi09R_X,Mi09R_Y,Mi09R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,Mo02R_X,Mo02R_Y,Mo02R_Z,Mo03R_X,Mo03R_Y,Mo03R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,t5R_X,t5R_Y,t5R_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z
14.4999,32.3196,20.1359,15.4643,32.2124,19.9057,15.0012,32.4442,20.8208,12.4393,32.3766,20.818,10.1127,31.8702,20.6298,8.8117,31.0815,20.321,10.5428,30.8483,17.9956,11.2753,31.3486,18.5088,12.2841,31.7727,18.9305,14.6269,31.5006,17.7652,13.8608,30.9556,16.7688,12.718,30.4995,16.0016,18.7602,28.9904,14.358,18.7784,27.8046,12.3391,19.5967,27.4169,12.281,14.8733,31.4219,22.7473,12.9458,31.8091,19.9286,18.7788,30.7201,17.6314,19.4463,28.7362,14.4591,20.1655,26.9814,12.3103,19.5895,26.5306,9.1055,16.7428,27.4188,10.4765,15.6096,29.9834,15.5404,12.338,29.1597,13.5264,8.6746,31.4616,22.2872,5.9295,29.7313,21.4063,14.3552,30.6544,23.8467,12.2061,30.1958,23.5828
14.5683,32.3339,20.2218,15.5362,32.2394,20.0184,15.0667,32.4748,20.8946,12.5101,32.4023,20.8772,10.1939,31.8854,20.677,8.902,31.0902,20.3642,10.6559,30.824,18.0742,11.3683,31.3158,18.5875,12.3765,31.7854,19.0119,14.7316,31.4673,17.9081,13.9932,30.8788,16.9223,12.8613,30.4091,16.1549,18.9352,28.8039,14.6888,18.9812,27.5743,12.7131,19.7982,27.1182,12.6893,14.9346,31.4872,22.7942,13.0603,31.8508,19.9589,18.8974,30.7036,17.8775,19.6139,28.5751,14.8146,20.37,27.0925,12.7026,19.8398,26.1813,9.5562,17.0006,27.2548,10.8711,15.7727,29.88,15.7699,12.5128,29.0828,13.7265,8.7668,31.4964,22.3233,6.0641,29.7058,21.44,14.4511,30.7549,23.9181,12.2599,30.298,23.6447
14.6391,32.3632,20.305,15.6093,32.2569,20.1292,15.1334,32.5257,20.9742,12.5842,32.4484,20.9393,10.2813,31.9079,20.727,8.9886,31.1102,20.4134,10.7633,30.8132,18.1617,11.4662,31.3102,18.67,12.4687,31.7855,19.0957,14.8439,31.445,18.0593,14.1243,30.8259,17.0913,13.0116,30.3063,16.3174,19.0898,28.6924,15.0315,19.1675,27.3729,13.1056,19.9853,26.9029,13.1218,15.0153,31.5546,22.8547,13.1147,31.5925,19.8272,19.0503,30.8425,18.183,19.7609,28.5255,15.1939,20.6039,26.5724,13.1221,20.0769,25.8108,10.0402,17.232,27.0545,11.2681,15.9102,29.7764,16.0091,12.707,29.2506,13.8773,8.8523,31.5262,22.3514,6.1941,29.7123,21.5064,14.5364,30.8044,23.9527,12.3759,30.3152,23.687
14.7097,32.3841,20.3967,15.677,32.2974,20.2449,15.1974,32.5614,21.0509,12.6598,32.4924,21,10.3712,31.9195,20.7824,9.0783,31.1316,20.4655,10.8748,30.822,18.2522,11.5799,31.3162,18.7584,12.563,31.799,19.1794,14.9598,31.4212,18.2166,14.2523,30.7925,17.2562,13.1494,30.2606,16.4928,19.2458,28.9102,15.3574,19.3599,27.1565,13.5204,20.1731,26.7091,13.5552,15.0926,31.6195,22.902,13.2028,31.7613,20.027,19.1591,30.8199,18.4758,19.9115,28.574,15.579,20.7506,26.3963,13.636,20.3069,25.4524,10.5552,17.449,26.7718,11.6778,16.0688,29.6873,16.2611,12.8137,29.0433,14.1141,8.9418,31.5554,22.3859,6.2881,29.7156,21.5493,14.5934,30.818,23.9593,12.4962,30.4887,23.7486
14.773,32.4189,20.4888,15.7363,32.3357,20.3647,15.2669,32.6033,21.1328,12.736,32.5494,21.0604,10.4744,31.9321,20.8412,9.1698,31.1459,20.524,10.9605,30.933,18.3464,11.6749,31.3279,18.8533,12.6521,31.8235,19.2699,15.067,31.4361,18.3809,14.3722,30.7778,17.4406,13.2949,30.2164,16.6722,19.3927,28.8296,15.7183,19.5291,26.9909,13.9475,20.3367,26.5776,14.0134,15.1728,31.664,22.9589,13.2947,31.862,20.1439,19.2217,30.7965,18.6923,20.0294,28.2293,16.0309,20.9553,26.5024,14.0837,20.5146,25.1632,11.0757,17.6608,26.5201,12.111,16.2061,29.6419,16.5203,13.0373,29.0258,14.3254,9.0363,31.585,22.4193,6.3947,29.6742,21.5873,14.6404,30.8734,24.0242,12.5388,30.4999,23.7677
14.8355,32.4254,20.5793,15.7904,32.3813,20.4759,15.3405,32.6505,21.2127,12.8103,32.6159,21.1218,10.5677,31.9473,20.9056,9.2668,31.1624,20.5857,11.0728,30.9099,18.4529,11.7721,31.3376,18.9499,12.7385,31.8561,19.361,15.1698,31.4342,18.5327,14.4833,30.9292,17.6044,13.4431,30.1832,16.8512,19.5337,28.7337,16.0959,19.6956,26.8329,14.3774,20.5111,26.3293,14.4984,15.249,31.7303,23.012,13.2937,31.9452,20.2725,19.3814,31.0232,19.0026,20.2175,28.4724,16.3617,21.1389,26.1774,14.6753,20.7053,24.901,11.6108,17.8544,26.3817,12.5305,16.3405,29.6691,16.7978,13.2194,28.8274,14.5657,9.129,31.596,22.4537,6.5109,29.6945,21.6337,14.7333,30.9383,24.0822,12.6157,30.433,23.8313
14.9014,32.4872,20.6694,15.851,32.4349,20.5884,15.4053,32.6893,21.289,12.8824,32.6974,21.181,10.6581,31.9715,20.9704,9.3672,31.1655,20.6565,11.1847,30.9069,18.5599,11.8655,31.4724,19.0445,12.8245,31.8822,19.4546,15.2611,31.4861,18.6876,14.5974,30.9375,17.7828,13.5636,30.1682,17.0267,19.6771,28.722,16.4756,19.8634,27.0718,14.8006,20.6664,26.5961,14.952,15.3222,31.7937,23.0715,13.3552,32.1368,20.4201,19.4236,30.9813,19.2609,20.3078,28.2841,16.7352,21.2766,26.0757,15.1508,20.8769,24.678,12.1647,18.0373,26.4406,12.9239,16.4642,29.7482,17.0482,13.3967,28.6686,14.8351,9.2154,31.6177,22.4895,6.6731,29.674,21.6977,14.8143,31.0507,24.1531,12.7225,30.6104,23.9188
14.9622,32.5373,20.7649,15.9016,32.4815,20.7068,15.4702,32.7504,21.3712,12.9571,32.7765,21.2436,10.7457,32.0006,21.0376,9.4633,31.1741,20.7273,11.292,30.9191,18.6718,11.9639,31.5028,19.1413,12.9048,31.912,19.5521,15.3533,31.7208,18.8343,14.7162,30.9732,17.9602,13.7045,30.1794,17.1962,19.8091,28.689,16.8626,20.0186,26.9871,15.2691,20.8135,26.5229,15.4411,15.395,31.8376,23.1146,13.453,31.8747,20.3308,19.4944,31.1265,19.5222,20.4518,28.362,17.2124,21.4009,26.1057,15.7026,21.0514,24.4656,12.7601,18.2248,25.8236,13.507,16.5746,29.8786,17.3134,13.572,28.6625,15.1156,9.3092,31.6432,22.5268,6.785,29.7349,21.7533,14.9044,31.1502,24.2211,12.7897,30.6273,23.9831
15.0215,32.5995,20.8583,15.9531,32.5531,20.8142,15.5306,32.8012,21.4454,13.0266,32.8396,21.3052,10.8351,32.0378,21.107,9.5673,31.1956,20.8,11.3994,30.9248,18.7838,12.0562,31.5323,19.2404,12.9924,31.967,19.6582,15.4474,31.7443,18.9978,14.8316,31.007,18.1376,13.804,30.3393,17.3718,19.929,28.6986,17.2549,20.1651,26.9223,15.7324,20.9525,26.4645,15.9326,15.4816,31.9133,23.1738,13.5634,31.9782,20.3864,19.5575,31.164,19.7886,20.5759,28.5342,17.5868,21.559,25.6619,16.1891,21.1975,24.1728,13.372,18.3984,25.6509,14.0184,16.6492,29.6832,17.5615,13.744,28.6263,15.3816,9.4013,31.6528,22.5642,6.9347,29.8639,21.848,14.9895,31.2182,24.2956,12.8583,30.6887,24.0358
15.0649,32.6472,20.9391,16.0006,32.6339,20.9196,15.5888,32.8622,21.5213,13.0961,32.8961,21.3706,10.9259,32.0869,21.1763,9.6656,31.2459,20.871,11.5042,30.936,18.9037,12.1476,31.563,19.3481,13.0781,32.0241,19.7599,15.5286,31.8545,19.1424,14.9315,31.0198,18.3076,13.924,30.3856,17.5496,20.0443,28.6995,17.6469,20.2978,26.9382,16.2094,21.0837,26.4838,16.4319,15.5597,31.9743,23.2253,13.5815,32.1972,20.4247,19.6278,31.3907,20.0916,20.6623,28.3741,17.9867,21.6752,25.9114,16.7424,21.3164,23.8403,13.9828,18.5577,25.5425,14.4857,16.8011,29.957,17.8502,13.8857,28.6008,15.6094,9.4941,31.721,22.5978,7.0478,29.8914,21.8795,15.0723,31.2639,24.342,12.9761,30.7552,24.0795
15.1177,32.7462,21.0194,16.0455,32.7232,21.0207,15.6447,32.9279,21.5911,13.1669,32.9536,21.4385,11.0121,32.1496,21.2391,9.7514,31.2763,20.9432,11.6067,30.9453,19.0239,12.2389,31.5995,19.4547,13.137,32.1755,19.849,15.612,31.9211,19.298,15.0352,31.1043,18.4807,14.0387,30.3753,17.7409,20.1466,28.7048,18.0519,20.4199,26.8366,16.6898,21.199,26.4578,16.9749,15.6374,32.0249,23.2791,13.5877,32.3279,20.6629,19.6755,31.5126,20.3291,20.7303,28.3206,18.4351,21.7853,25.6767,17.381,21.4337,23.5766,14.6104,18.7126,25.5628,14.9495,16.8965,30.0187,18.095,14.0499,28.4853,15.8927,9.5787,31.7676,22.6333,7.1245,29.9051,21.9428,15.1387,31.2862,24.3694,13.0483,30.8058,24.1141
15.1588,32.8343,21.1028,16.0825,32.819,21.117,15.6978,33.0069,21.6595,13.2353,33.0043,21.5061,11.0862,32.1829,21.2982,9.8209,31.3155,21.0151,11.7001,31.005,19.1374,12.3335,31.6286,19.5551,13.2112,32.2396,19.9416,15.6899,32.0038,19.4433,15.1306,31.1356,18.6507,14.1516,30.4332,17.922,20.2353,28.6526,18.4863,20.5286,26.7721,17.209,21.3024,26.3625,17.5222,15.7074,32.0935,23.326,13.6295,32.458,20.7075,19.7219,31.6727,20.575,20.8138,28.5232,18.8566,21.8999,25.9489,17.8668,21.5737,23.5306,15.2563,18.8634,25.4093,15.4691,17.0097,30.1489,18.3555,14.1748,28.3516,16.0915,9.6646,31.808,22.6698,7.203,29.9188,21.9893,15.21,31.2898,24.4471,13.1505,30.9249,24.2082
15.2031,32.9367,21.1775,16.1225,32.9194,21.211,15.7509,33.0942,21.7294,13.3032,33.0466,21.572,11.171,32.2623,21.3548,9.9069,31.3566,21.0802,11.7889,31.0354,19.2529,12.4148,31.7027,19.6534,13.2795,32.3126,20.027,15.7578,32.1035,19.5889,15.2176,31.2068,18.818,14.2553,30.4741,18.101,20.3099,28.8982,18.8249,20.6328,26.7579,17.702,21.4005,26.4156,18.0406,15.796,32.1518,23.3728,13.7319,32.0804,20.4094,19.7662,31.8652,20.8173,20.93,28.6126,19.2154,22.0098,25.9188,18.4507,21.7571,23.3105,16.1656,18.9985,25.5866,15.9223,17.0901,30.2484,18.5959,14.3074,28.3155,16.3805,9.7583,31.8612,22.7037,7.2998,29.9391,21.996,15.3334,31.4293,24.5142,13.2212,30.9553,24.2614
15.2439,33.05,21.2629,16.1575,33.0283,21.299,15.8002,33.1731,21.7934,13.3773,33.107,21.6427,11.2371,32.3266,21.4091,9.9878,31.3975,21.1489,11.8808,31.0744,19.355,12.4905,31.7382,19.7564,13.3422,32.3892,20.1088,15.8233,32.1905,19.7209,15.3119,31.2684,18.9885,14.3604,30.5158,18.2725,20.3864,28.9534,19.1918,20.7123,26.928,18.1674,21.479,26.6289,18.5227,15.8852,32.2054,23.4244,13.7145,32.7321,20.8831,19.7962,31.9567,21.0453,20.9702,28.7051,19.6391,22.0213,26.2808,18.9282,21.8257,23.4022,16.68,19.1205,25.2755,16.5202,17.1751,30.3122,18.8424,14.4339,28.3942,16.6069,9.8495,31.9046,22.7445,7.3696,29.9975,22.0468,15.4082,31.4578,24.5673,13.3331,31.0822,24.3063
15.2789,33.1517,21.3463,16.1939,33.1471,21.3931,15.8453,33.2754,21.8674,13.4468,33.1576,21.7086,11.3019,32.3922,21.4648,10.0691,31.466,21.2164,11.9697,31.1229,19.463,12.5637,31.7936,19.8565,13.3971,32.5109,20.1807,15.8775,32.3319,19.8652,15.3877,31.3658,19.1422,14.4581,30.6079,18.4354,20.4453,29.1216,19.5341,20.789,26.8619,18.6474,NaN,NaN,NaN,15.9763,32.2726,23.4759,13.7588,32.9193,20.9781,19.8514,32.3828,21.2532,20.9849,28.8254,20.0044,22.1153,26.0118,19.5274,21.9892,23.6292,17.4763,19.2304,25.3537,17.0003,17.2456,30.427,19.0656,14.5617,28.4846,16.8256,9.9401,31.9569,22.7835,7.4636,30.0678,22.1065,15.488,31.4663,24.6233,13.4039,31.0313,24.3502
15.319,33.2565,21.4292,16.2307,33.2576,21.4824,15.8933,33.356,21.9338,13.5184,33.2316,21.7727,11.3651,32.4719,21.5233,10.1519,31.5031,21.2756,12.0514,31.1808,19.5721,12.6346,31.8559,19.9455,13.4471,32.624,20.2474,15.9349,32.4176,20.0109,15.4716,31.4872,19.3012,14.5576,30.5999,18.6031,NaN,NaN,NaN,20.8353,27.0743,19.1235,NaN,NaN,NaN,16.0601,32.3302,23.5195,13.8154,32.8593,20.9457,19.8744,32.5201,21.499,21.0392,29.1261,20.3745,22.1419,26.2706,20.0424,22.066,23.9475,17.9975,19.303,25.3359,17.4843,17.3168,30.5572,19.3009,14.7156,28.5739,17.09,10.0259,32.0067,22.819,7.523,30.134,22.1507,15.5875,31.5252,24.6878,13.5028,31.1015,24.4355
15.3536,33.3815,21.5207,16.2613,33.4166,21.5788,15.9367,33.4509,22.0078,13.5904,33.3091,21.8433,11.4369,32.5351,21.5765,10.2333,31.5905,21.3392,12.1375,31.2197,19.6857,12.7053,31.9662,20.0369,13.4895,32.7626,20.3201,15.9816,32.5514,20.1519,15.539,31.6138,19.4481,14.6397,30.7604,18.7747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.1411,32.3682,23.5642,13.8394,32.9877,20.9906,19.9052,32.8295,21.6564,NaN,NaN,NaN,22.1033,26.6088,20.5271,22.0955,23.6882,18.7102,19.4244,25.5614,17.9823,17.3792,30.6833,19.5253,14.8535,28.5953,17.3766,10.1114,32.0663,22.8542,7.5794,30.1929,22.1858,15.6436,31.597,24.7069,13.6112,31.1299,24.4746
15.3881,33.5074,21.6144,16.2885,33.5637,21.6737,15.9806,33.5566,22.0874,13.6596,33.3845,21.9122,11.5128,32.6059,21.6398,10.3119,31.6217,21.4023,12.2087,31.2985,19.8229,12.7778,32.0497,20.1364,13.5289,32.9139,20.3898,16.0353,32.7408,20.2771,15.6162,31.7037,19.5969,14.7288,30.8787,18.9289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.241,32.4047,23.6049,13.8715,33.1876,21.1572,19.9225,33.0376,21.8519,NaN,NaN,NaN,22.0843,26.6522,20.9851,22.1533,23.9401,19.3275,NaN,NaN,NaN,17.4397,30.8757,19.7355,14.9375,28.4531,17.5702,10.2043,32.1219,22.8917,7.6504,30.2851,22.2441,15.7357,31.6148,24.8147,13.6801,31.1976,24.5098
15.4246,33.6277,21.7089,16.2983,33.6519,21.7825,16.0276,33.6592,22.1664,13.7289,33.4631,21.9903,11.5931,32.6495,21.7106,10.3853,31.7304,21.4653,NaN,NaN,NaN,12.8487,32.1052,20.2261,13.5797,33.0166,20.454,16.0825,32.7947,20.4373,15.6796,31.8804,19.7458,14.8084,30.9586,19.0973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.3338,32.4464,23.6555,13.9469,32.9654,21.1552,19.9416,33.2783,22.0392,NaN,NaN,NaN,22.117,27.2694,21.4412,22.0976,23.7477,19.9222,19.4176,25.4064,18.8821,17.4864,31.0227,19.9565,15.0201,28.5931,17.8129,10.2931,32.1835,22.9293,7.7105,30.3917,22.2907,15.8287,31.61,24.862,13.774,31.2203,24.6018
15.4572,33.7713,21.8043,16.3323,33.946,21.8919,16.0758,33.7665,22.2527,13.7952,33.5218,22.0649,11.6737,32.6569,21.7801,10.4522,31.8145,21.5199,NaN,NaN,NaN,12.9257,32.1146,20.3116,13.6285,33.1001,20.5302,16.129,32.9793,20.562,15.7408,31.9848,19.8987,14.8809,31.1382,19.268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.4168,32.4867,23.6984,14.0024,33.179,21.2833,19.9543,33.5297,22.2137,NaN,NaN,NaN,22.0644,27.0125,21.8292,NaN,NaN,NaN,NaN,NaN,NaN,17.5218,31.2276,20.1622,15.1399,28.7372,18.0351,10.3833,32.2358,22.9683,7.7893,30.5726,22.3292,15.9218,31.7122,24.926,13.8596,31.2911,24.6405
15.489,34.0098,21.9133,16.3558,34.1171,22.0123,16.1219,33.8927,22.3554,13.8648,33.5804,22.1496,11.741,32.7844,21.8529,10.5308,31.8746,21.5703,NaN,NaN,NaN,NaN,NaN,NaN,13.6777,33.1902,20.6188,16.167,33.1781,20.6894,15.7911,32.1662,20.0474,14.952,31.3314,19.4327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.5154,32.5299,23.7447,14.0564,33.1727,21.3882,19.9664,33.8196,22.3865,NaN,NaN,NaN,22.0405,27.63,22.1888,NaN,NaN,NaN,NaN,NaN,NaN,17.5505,31.429,20.3782,15.1593,28.9067,18.243,10.4739,32.2952,23.0101,7.8609,30.6484,22.3755,16.0147,31.6552,24.9662,13.9296,31.2743,24.6799
15.5083,34.1186,22.0496,NaN,NaN,NaN,16.1608,34.0047,22.4451,13.9347,33.6328,22.2406,11.8202,32.8521,21.9246,10.6015,31.9311,21.6309,NaN,NaN,NaN,NaN,NaN,NaN,13.7252,33.3117,20.7158,16.1885,33.4719,20.8369,15.8462,32.3752,20.1827,15.0124,31.4797,19.5954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.604,32.5662,23.7975,14.0528,33.5197,21.4896,19.9721,34.046,22.5554,NaN,NaN,NaN,21.9991,27.8982,22.5446,NaN,NaN,NaN,NaN,NaN,NaN,17.5731,31.6773,20.5761,15.1992,28.9774,18.4662,10.5649,32.3492,23.0511,7.9113,30.8037,22.418,16.0985,31.7103,25.0694,14.0362,31.3154,24.7512
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.0049,33.6748,22.3367,11.9027,32.9298,22.0082,10.6697,32.0621,21.6963,NaN,NaN,NaN,NaN,NaN,NaN,13.7682,33.4763,20.8248,16.2356,33.5773,20.9629,15.9009,32.5311,20.3285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.7024,32.6115,23.8467,14.0566,33.6727,21.6224,19.9812,34.3342,22.7195,NaN,NaN,NaN,21.9402,28.0276,22.8336,NaN,NaN,NaN,NaN,NaN,NaN,17.5841,31.9163,20.77,NaN,NaN,NaN,10.657,32.4123,23.0904,7.9692,30.8963,22.4128,16.2069,31.827,25.1188,14.1176,31.3088,24.8076
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.0771,33.7202,22.4378,11.9791,33.0208,22.088,10.7379,32.1555,21.7724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.2703,33.7356,21.0948,15.9356,32.7583,20.4667,15.1185,31.8188,19.9073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.795,32.6328,23.8983,14.1501,33.6978,21.7001,19.9818,34.599,22.882,NaN,NaN,NaN,21.8355,28.2562,23.0469,NaN,NaN,NaN,NaN,NaN,NaN,17.5925,32.1422,20.9677,NaN,NaN,NaN,10.7493,32.4715,23.1336,8.0108,31.0399,22.4452,16.2853,31.7952,25.1697,14.1956,31.3763,24.8707
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.1487,33.7554,22.5355,12.0553,33.0996,22.173,10.8117,32.2585,21.8517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.3014,33.8922,21.2292,15.9666,32.9799,20.5981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.887,32.6618,23.954,14.1994,33.7261,21.8095,19.9836,34.8657,23.0468,NaN,NaN,NaN,21.7969,28.5895,23.2758,NaN,NaN,NaN,18.848,27.0571,21.4198,17.5882,32.3981,21.1568,NaN,NaN,NaN,10.8395,32.567,23.1742,8.0521,31.2007,22.4899,16.3654,31.853,25.2815,14.2806,31.4264,24.9412
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.2235,33.8033,22.6393,12.1357,33.2015,22.2673,10.8886,32.3604,21.9419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.3161,34.1727,21.3701,15.9921,33.1619,20.7436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.9756,32.7017,24.0002,14.2524,33.7821,21.9117,19.9814,35.1524,23.2041,NaN,NaN,NaN,21.7562,29.0964,23.4964,NaN,NaN,NaN,18.6853,27.3814,21.6949,17.5739,32.6906,21.342,NaN,NaN,NaN,10.8981,32.6226,23.2152,8.1084,31.304,22.5189,16.4859,31.8207,25.3192,14.3802,31.3733,24.9951
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.2951,33.8438,22.7415,12.2109,33.279,22.3603,10.9664,32.4962,22.0238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.3317,34.3679,21.5052,16.0143,33.3775,20.8903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.0768,32.7197,24.0548,14.3165,33.8749,22.0164,19.9781,35.4338,23.362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.5516,27.722,22.0392,17.5558,32.9388,21.521,NaN,NaN,NaN,11.021,32.722,23.2533,8.156,31.4699,22.5647,16.563,31.8427,25.3888,14.5328,31.5247,25.0703
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.3689,33.8802,22.8382,12.3046,33.36,22.4622,11.041,32.5808,22.1088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.3416,34.6071,21.6525,16.0046,33.6769,21.0466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.1706,32.7608,24.1126,14.3872,33.9664,22.1175,19.9715,35.7192,23.5179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.4084,28.0078,22.2358,17.5139,33.1452,21.6953,NaN,NaN,NaN,11.1132,32.7906,23.2948,8.2645,31.72,22.5861,16.6564,31.9029,25.4649,14.5847,31.4861,25.1328
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.4416,33.9064,22.9353,12.381,33.4478,22.5593,11.1089,32.7084,22.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.3519,34.7567,21.7863,16.0028,33.8817,21.1953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.2646,32.7888,24.1682,14.4562,33.9888,22.2136,19.9653,35.9339,23.6658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.1703,32.8165,23.3409,8.2982,31.8373,22.6024,16.752,31.9457,25.5671,14.6735,31.5004,25.1946
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.5199,33.9272,23.0363,12.4579,33.5275,22.6652,11.1761,32.8353,22.2927,NaN,NaN,NaN,13.4767,33.5391,21.5225,NaN,NaN,NaN,16.3496,34.984,21.9247,15.9934,34.1063,21.3645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.361,32.833,24.217,14.5385,34.019,22.307,19.9601,36.1762,23.8036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.2754,32.8706,23.3768,8.3694,32.0341,22.6492,16.8446,31.9927,25.6366,14.7542,31.4981,25.2524
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.6018,33.9533,23.1366,12.535,33.608,22.7733,11.2437,32.9736,22.3889,NaN,NaN,NaN,13.5164,33.7009,21.6952,14.1655,34.2959,21.9464,16.3307,35.2568,22.0869,15.9728,34.3294,21.5186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.4702,32.8748,24.2717,14.645,33.9755,22.3953,19.9547,36.3835,23.9318,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.3622,32.9557,23.4158,8.4387,32.2134,22.7007,16.9555,31.9898,25.7314,14.8421,31.589,25.3346
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.6867,33.9707,23.2468,12.616,33.6963,22.8891,11.3083,33.0972,22.4844,NaN,NaN,NaN,13.5498,33.8433,21.8633,14.2037,34.4066,22.0886,16.3173,35.4882,22.236,15.9478,34.4991,21.6823,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.5453,32.9309,24.3263,14.6995,34.11,22.5171,19.9646,36.6386,24.0271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.4625,33.009,23.4662,8.4876,32.3154,22.705,17.047,32.0401,25.7793,14.9421,31.5601,25.3836
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.7763,34.0229,23.3677,12.6976,33.7807,23.009,11.3911,33.2568,22.5879,NaN,NaN,NaN,13.5856,33.9976,22.0275,14.2432,34.504,22.2384,16.2989,35.6812,22.394,15.9067,34.7955,21.8375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.6641,33.0393,24.384,14.7963,34.0985,22.603,19.9559,37.1643,24.1405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.5642,33.1017,23.518,8.5446,32.4986,22.7423,17.1571,32.1097,25.8961,15.0263,31.628,25.4991
