Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sn04R_X,Sn04R_Y,Sn04R_Z
7.8956,23.8572,12.5069,8.7932,23.7452,11.9337,8.5157,23.8542,13.1106,NaN,NaN,NaN,8.7007,22.8043,14.8441,6.4476,23.4025,12.5424,11.0043,22.6837,8.2342,10.4381,21.0828,4.8627,10.259,19.732,2.3168,8.3704,19.515,-0.2801,9.365,21.8213,5.2589,8.3905,21.113,3.4148,6.5789,20.4798,2.0325,7.3999,22.5682,7.2741,5.5588,22.31,6.6502,3.4807,21.8295,6.3346,3.9072,21.7104,16.7835,2.6681,22.8244,16.0361,0.5325,20.9997,15.6876,8.557395,21.882188,16.197578,6.387297,21.380491,16.607297,9.2841,22.9787,7.7121
7.977,23.8252,12.5008,8.8839,23.7032,11.9478,8.5895,23.8362,13.1088,NaN,NaN,NaN,8.76,22.8089,14.836,6.531,23.3568,12.5265,11.1781,22.6098,8.3378,10.6768,20.9082,4.9922,10.5575,19.4585,2.4872,8.6782,19.1456,-0.1253,9.5899,21.6174,5.3627,8.6537,20.8433,3.523,6.8601,20.1168,2.1231,7.5903,22.4046,7.3259,5.7628,22.1099,6.6854,3.6911,21.5707,6.3411,3.964,21.7358,16.7711,2.7254,22.8405,16.013,0.6141,20.9903,15.6672,8.610135,21.888895,16.185113,6.430821,21.420044,16.597179,9.4652,22.8484,7.7808
8.0599,23.7871,12.4969,8.9738,23.6758,11.9678,8.6614,23.8198,13.1072,NaN,NaN,NaN,8.8155,22.8201,14.8278,6.6039,23.3008,12.5155,11.3525,22.533,8.4466,10.9186,20.6606,5.1454,10.8529,19.2069,2.6749,9.0029,18.791,0.0552,9.816,21.4319,5.4789,8.9201,20.5816,3.6449,7.1575,19.8073,2.2447,7.7698,22.2474,7.3665,5.9709,21.9025,6.7297,3.9115,21.371,6.3883,4.0247,21.7626,16.7567,2.7952,23.0045,15.9782,0.6991,20.9797,15.6466,8.657874,21.903358,16.178732,6.483315,21.432195,16.582378,9.6435,22.7488,7.8544
8.1332,23.7587,12.4976,9.0552,23.6492,11.9865,8.7337,23.7975,13.1104,NaN,NaN,NaN,8.8812,22.8293,14.8194,6.6818,23.267,12.5128,11.5191,22.4657,8.5599,11.1553,20.4954,5.3021,11.15,18.9832,2.872,9.3284,18.4176,0.2535,10.027,21.2679,5.6044,9.1831,20.3384,3.7837,7.4434,19.4834,2.3811,7.972,22.0936,7.4517,6.1699,21.7151,6.7854,4.1328,21.1701,6.4368,4.0862,21.7782,16.7437,2.8442,22.8697,15.9664,0.7842,20.9603,15.628,8.717864,21.91845,16.1628,6.540313,21.450683,16.571383,9.8173,22.6527,7.945
8.207,23.7282,12.5052,9.1346,23.6245,12.0121,8.8008,23.7938,13.1177,NaN,NaN,NaN,8.9407,22.8383,14.8116,6.7576,23.2173,12.5092,11.6887,22.4143,8.686,11.391,20.3721,5.4648,11.4444,18.6933,3.0922,9.6384,18.1332,0.4519,10.2545,21.1269,5.7372,9.4456,20.1028,3.9355,7.7383,19.184,2.5353,8.1479,21.9639,7.5161,6.373,21.5214,6.8471,4.354,20.9361,6.4821,4.1479,21.7996,16.7267,2.9091,22.8371,15.95,0.8628,20.9392,15.6127,8.768773,21.938159,16.150601,6.596989,21.480525,16.559016,9.9887,22.5583,8.0285
8.2789,23.7084,12.514,9.2096,23.6056,12.041,8.8684,23.7811,13.1222,NaN,NaN,NaN,9.0049,22.8598,14.8029,6.8283,23.176,12.5117,11.8464,22.3818,8.814,11.6227,20.2559,5.6378,11.7431,18.5694,3.312,10.0085,17.7171,0.7022,10.4772,20.9658,5.8858,9.707,19.8807,4.0978,8.0284,18.891,2.702,8.3319,21.8359,7.6062,6.5721,21.3484,6.9216,4.5532,20.7038,6.5413,4.2095,21.8188,16.7128,2.9697,22.8691,15.9292,0.9452,20.943,15.6097,8.818855,21.957707,16.14517,6.65287,21.526703,16.551919,10.1544,22.4885,8.1272
8.3464,23.6771,12.5243,9.2842,23.5799,12.0722,8.9337,23.769,13.1284,NaN,NaN,NaN,9.067,22.8671,14.7922,6.8918,23.1373,12.5183,11.9959,22.3529,8.9418,11.8507,20.1542,5.8185,12.0332,18.3793,3.5447,10.3277,17.1665,0.9817,10.6874,20.8408,6.0347,9.9108,19.5223,4.299,8.3311,18.6694,2.9002,8.5128,21.7207,7.7082,6.7684,21.1592,6.9952,4.7649,20.496,6.6149,4.2739,21.8302,16.6979,3.0303,22.8839,15.912,1.0244,20.9289,15.6003,8.881647,21.986706,16.134544,6.707987,21.54225,16.544267,10.3153,22.4152,8.2337
8.4127,23.6539,12.5373,9.3547,23.5655,12.1055,8.9967,23.7633,13.1355,NaN,NaN,NaN,9.1293,22.8713,14.7793,6.9584,23.1139,12.5276,12.1442,22.3454,9.0763,12.0756,20.0581,6.0092,12.3218,18.2284,3.7887,10.6678,16.9047,1.229,10.8978,20.6899,6.1987,10.1623,19.333,4.4808,8.6223,18.4181,3.0946,8.6867,21.6156,7.8104,6.9816,21.0641,7.1155,4.9763,20.2879,6.6947,4.3437,21.8554,16.6761,3.0912,22.8942,15.9002,1.1008,20.9271,15.598,8.939651,22.000268,16.118909,6.776294,21.55926,16.532788,10.472,22.3575,8.3433
8.4777,23.64,12.5569,9.4226,23.5508,12.1431,9.0578,23.7561,13.1447,NaN,NaN,NaN,9.1923,22.8833,14.7732,7.0225,23.0836,12.5361,12.2836,22.3606,9.2206,12.2955,19.9882,6.2073,12.6049,18.0817,4.0468,11.0088,16.6141,1.4979,11.1036,20.6256,6.3599,10.4118,19.1846,4.6709,8.9092,18.1823,3.2991,8.8629,21.5152,7.9196,7.1583,20.877,7.193,5.1879,20.1036,6.7855,4.4123,21.8669,16.6603,3.1545,22.9061,15.8842,1.1793,20.9203,15.5977,8.992782,22.00355,16.112375,6.827651,21.598823,16.523563,10.6221,22.307,8.4546
8.5402,23.6276,12.5767,9.4849,23.5518,12.1786,9.1176,23.7559,13.16,NaN,NaN,NaN,9.2536,22.8929,14.7599,7.0819,23.0611,12.5525,12.4167,22.3741,9.3611,12.5042,19.9201,6.4069,12.8848,17.9488,4.3126,11.3528,16.4068,1.7691,11.3012,20.5197,6.5319,10.6588,19.0304,4.8717,9.1977,17.9581,3.5099,9.0269,21.4251,8.0276,7.3446,20.7361,7.2933,5.3925,19.928,6.8871,4.4799,21.8786,16.6426,3.2195,22.8984,15.8678,1.2494,20.9283,15.5979,9.050458,22.016391,16.0985,6.883384,21.627086,16.520784,10.7662,22.2604,8.5699
8.597,23.6174,12.5944,9.5458,23.5458,12.2169,9.1796,23.7523,13.1702,12.105487,20.602531,6.527955,9.3153,22.9081,14.7481,7.1406,23.0418,12.5718,12.5438,22.3983,9.4985,12.7075,19.8729,6.6114,13.1556,17.8357,4.5821,11.6879,16.2321,2.0498,11.5048,20.4648,6.7063,10.9066,18.8857,5.0806,9.4774,17.7639,3.7319,9.1906,21.3442,8.1397,7.5466,20.649,7.4102,5.597,19.7576,6.982,4.5453,21.8989,16.6299,3.2841,22.9109,15.8527,1.324,20.9176,15.5946,9.112445,22.03513,16.082648,6.948962,21.642428,16.504618,10.9089,22.2463,8.6919
8.6526,23.615,12.6209,9.6014,23.5462,12.2557,9.2343,23.759,13.1798,NaN,NaN,NaN,9.3844,22.913,14.7387,7.1957,23.0227,12.5837,12.6604,22.4456,9.6399,12.9018,19.8433,6.819,13.4245,17.7432,4.8589,12.016,16.0002,2.3495,11.6836,20.3925,6.8885,11.1389,18.764,5.2947,9.7546,17.6049,3.9598,9.3539,21.2841,8.258,7.7043,20.5132,7.5208,5.7953,19.5957,7.089,4.6176,21.9105,16.6109,3.3469,22.9298,15.8415,1.3939,20.9346,15.5997,9.178517,22.056513,16.07501,7.016218,21.652146,16.483583,11.0393,22.2198,8.8103
8.7066,23.6135,12.639,9.6571,23.5604,12.295,9.2887,23.7767,13.1964,NaN,NaN,NaN,9.4546,22.9258,14.7284,7.2522,23.0131,12.6037,12.7759,22.4971,9.7788,13.1013,19.8395,7.0291,13.6837,17.6746,5.1389,12.3302,15.8613,2.6454,11.8377,20.2034,7.0891,11.3737,18.6583,5.514,9.9864,17.1998,4.2294,9.5089,21.2423,8.3816,7.884,20.4119,7.6389,6.0007,19.4516,7.2031,4.692,21.9162,16.5929,3.4145,22.933,15.8278,1.4611,20.9325,15.5962,9.236072,22.069462,16.067736,7.079139,21.673675,16.470872,11.1729,22.2271,8.9314
8.7591,23.6175,12.6663,9.7098,23.5801,12.3364,9.3457,23.7809,13.2101,NaN,NaN,NaN,9.5226,22.9365,14.7208,7.3024,23.0094,12.6239,12.8866,22.57,9.9206,13.281,19.8564,7.2438,13.9376,17.6298,5.4235,12.6408,15.7022,2.961,12.024,20.1932,7.2719,11.6028,18.6124,5.7293,10.2591,17.0865,4.4728,9.6569,21.2038,8.498,8.0599,20.3463,7.7632,6.1937,19.3116,7.327,4.7602,21.9266,16.5807,3.4785,22.9362,15.8181,1.5273,20.9359,15.5933,9.300322,22.090301,16.052556,7.146659,21.687615,16.462135,11.2915,22.2357,9.0521
8.8103,23.619,12.6875,9.7584,23.6077,12.3733,9.3969,23.7835,13.2182,NaN,NaN,NaN,9.589,22.9423,14.7082,7.3561,22.999,12.6385,12.9847,22.6572,10.0586,13.4619,19.8693,7.4513,14.1772,17.603,5.7098,12.9401,15.6133,3.2756,12.1953,20.192,7.4601,11.8238,18.5534,5.9532,10.5216,16.972,4.7188,9.8021,21.1892,8.629,8.2288,20.2798,7.886,6.3882,19.1903,7.451,4.8316,21.941,16.5646,3.5462,22.9388,15.8055,1.5961,20.9439,15.5965,9.36111,22.085101,16.029969,7.210778,21.719905,16.449826,11.4119,22.2603,9.1768
8.861,23.6357,12.7138,9.8038,23.6283,12.4112,9.4481,23.8015,13.2293,NaN,NaN,NaN,9.6631,22.953,14.6909,7.4045,23.007,12.6576,13.0814,22.7288,10.1905,13.6113,19.7613,7.6821,14.41,17.6098,5.9963,13.2296,15.4681,3.6135,12.3592,20.213,7.6385,12.0381,18.5113,6.1803,10.7725,16.8653,4.9729,9.9428,21.1805,8.7493,8.3957,20.2297,8.0118,6.5836,19.1056,7.5892,4.8996,21.9444,16.5484,3.6122,22.9469,15.7894,1.6596,20.9512,15.5956,9.433965,22.111221,16.014272,7.275582,21.746169,16.442731,11.5248,22.2914,9.2948
8.9088,23.6398,12.7324,9.8481,23.659,12.4452,9.4983,23.8273,13.2422,NaN,NaN,NaN,9.7282,22.9587,14.6794,7.4477,23.0163,12.6738,13.1706,22.8346,10.3253,13.7746,19.8156,7.8869,14.6256,17.6154,6.2772,13.505,15.4116,3.94,12.5126,20.1962,7.8632,12.2438,18.4928,6.4047,11.0161,16.7859,5.2344,10.0731,21.1909,8.875,8.5567,20.1963,8.1438,6.7569,19.0083,7.7084,4.974,21.9535,16.5359,3.6804,22.9606,15.7787,1.7217,20.9688,15.5984,9.495479,22.119912,16.002606,7.340593,21.726375,16.416384,11.6319,22.3319,9.4188
8.9527,23.6601,12.7565,9.8908,23.6935,12.4776,9.5454,23.8456,13.2493,NaN,NaN,NaN,9.7963,22.9683,14.6656,7.4958,23.0217,12.6831,13.2561,22.9489,10.4533,13.9302,19.8856,8.0934,14.8393,17.6418,6.5558,13.7759,15.3623,4.277,12.6693,20.2792,8.0041,12.4417,18.5201,6.6298,11.2499,16.7183,5.4961,10.1964,21.2036,9.0001,8.7094,20.1602,8.2674,6.9397,18.947,7.8484,5.0481,21.9698,16.5198,3.7534,22.9733,15.7694,1.7869,20.9813,15.5918,9.559929,22.122165,15.986013,7.419319,21.738626,16.3959,11.7354,22.3857,9.5322
8.9927,23.6769,12.7725,9.9313,23.7343,12.5089,9.5917,23.8587,13.2537,NaN,NaN,NaN,9.8708,22.971,14.6472,7.5423,23.0342,12.6956,13.3293,23.0575,10.5746,14.0757,19.9692,8.2928,15.0374,17.6885,6.8355,14.0311,15.3358,4.6125,12.8076,20.3334,8.1829,12.6237,18.5143,6.8544,11.4724,16.6857,5.7581,10.3136,21.2354,9.1233,8.8638,20.1593,8.3969,7.0974,18.7953,7.9877,5.1169,21.9701,16.5035,3.8223,22.9807,15.7572,1.8511,20.9972,15.5915,9.623891,22.118096,15.961904,7.48876,21.755868,16.388,11.8292,22.4573,9.653
9.035,23.706,12.7931,9.971,23.7705,12.5359,9.6375,23.8794,13.2584,NaN,NaN,NaN,9.9364,22.9916,14.633,7.5812,23.0549,12.7047,13.4013,23.1911,10.6991,14.2102,20.0466,8.4879,15.2324,17.7527,7.1118,14.2705,15.2767,4.9611,12.9332,20.378,8.3907,12.8021,18.54,7.076,11.6851,16.6875,6.0181,10.4283,21.2785,9.2418,8.9625,20.0525,8.536,7.2697,18.7937,8.1204,5.1866,21.9852,16.4922,3.8931,22.9922,15.7501,1.9133,21.0124,15.5901,9.698634,22.130463,15.948074,7.551547,21.768322,16.373026,11.9131,22.5369,9.7716
9.0754,23.7398,12.8096,10.004,23.813,12.5619,9.6845,23.9109,13.2656,NaN,NaN,NaN,10.0065,22.9974,14.6171,7.6173,23.0845,12.7124,13.4654,23.3168,10.8155,14.3399,20.1467,8.6765,15.4103,17.8498,7.3763,14.4949,15.3278,5.2854,13.0704,20.4857,8.5274,12.971,18.5997,7.2943,11.8868,16.691,6.2792,10.497,21.2955,9.3666,9.0947,20.0923,8.6564,7.4237,18.756,8.2442,5.2569,21.982,16.4741,3.9635,23.0049,15.7386,1.9734,21.0294,15.5862,9.767231,22.141118,15.930056,7.625174,21.767267,16.357214,11.9651,22.5916,9.8841
9.1139,23.7755,12.8269,10.0394,23.8668,12.587,9.7319,23.9408,13.272,NaN,NaN,NaN,10.0776,23.0137,14.5957,7.6598,23.104,12.7136,13.5276,23.453,10.927,14.4592,20.2682,8.8542,15.5795,17.951,7.6375,14.7059,15.3523,5.6159,13.1915,20.5976,8.6914,13.1247,18.6527,7.5049,12.0674,16.7111,6.5304,10.5946,21.3642,9.4833,9.2261,20.1339,8.7837,7.5535,18.7299,8.3509,5.3305,21.9958,16.4617,4.0327,23.0164,15.7257,2.0368,21.0611,15.5803,9.841123,22.153447,15.910382,7.69764,21.760093,16.330865,12.0481,22.7182,9.994
9.1552,23.8215,12.8447,10.0731,23.9294,12.6096,9.7783,23.9662,13.2755,NaN,NaN,NaN,10.1467,23.0239,14.5768,7.6973,23.1426,12.7155,13.5939,23.4898,11.0446,14.5692,20.4061,9.0264,15.733,18.0476,7.883,14.8899,15.3639,5.9399,13.2888,20.6624,8.8543,13.2659,18.7249,7.716,12.2397,16.7431,6.7839,10.6914,21.4604,9.5969,9.337,20.1631,8.8994,7.6881,18.9022,8.5168,5.4021,22.0015,16.4497,4.1217,23.1974,15.703,2.0968,21.09,15.5792,9.912944,22.136185,15.887842,7.777539,21.760296,16.31895,12.1153,22.8151,10.0962
9.1898,23.8682,12.8575,10.1047,23.9854,12.6348,9.8201,23.9942,13.2808,NaN,NaN,NaN,10.223,23.0215,14.5544,7.7371,23.1915,12.7217,13.6122,23.6773,11.1421,14.6659,20.5343,9.1919,15.8312,18.0379,8.1443,15.0601,15.4712,6.2471,13.3883,20.7814,9.0042,13.3942,18.8159,7.9183,12.4025,16.8047,7.0344,10.7778,21.5631,9.7071,9.4534,20.2623,9.0192,7.8548,18.8181,8.6241,5.4687,22.0039,16.4342,4.1775,23.0425,15.7038,2.152,21.1146,15.5775,9.994143,22.154622,15.879576,7.85018,21.775825,16.310185,12.1828,22.9231,10.1929
9.225,23.9271,12.8767,10.1364,24.0544,12.6566,9.8624,24.0247,13.2865,NaN,NaN,NaN,10.2873,23.0297,14.5355,7.7773,23.2397,12.7273,13.6545,23.8232,11.2373,14.759,20.6712,9.3474,15.964,18.1921,8.3779,15.2165,15.5243,6.5662,13.4791,20.8999,9.1575,13.5133,18.9278,8.1121,12.5454,16.8636,7.2762,10.8532,21.665,9.8136,9.5485,20.3093,9.1384,7.9773,18.8913,8.7493,5.5394,22.004,16.4215,4.2548,23.054,15.6947,2.2085,21.1413,15.5671,10.065608,22.148566,15.864984,7.921328,21.757762,16.286817,12.2401,23.0618,10.2918
9.2599,23.9868,12.8943,10.1687,24.1225,12.6782,9.9022,24.0698,13.2964,NaN,NaN,NaN,10.3598,23.0559,14.5158,7.8151,23.3029,12.7322,13.6917,23.9943,11.3276,14.8451,20.8363,9.4932,16.0768,18.3116,8.5978,15.3486,15.6449,6.8586,13.571,21.0895,9.3058,13.6278,19.0084,8.3098,12.7036,16.9958,7.5036,10.9295,21.7724,9.9205,9.65,20.4128,9.2512,8.0969,18.9281,8.877,5.6088,22.0087,16.4069,4.3239,23.072,15.6826,2.2709,21.1767,15.5594,10.14005,22.122152,15.845435,7.999445,21.750641,16.272504,12.2958,23.1912,10.3853
9.2966,24.061,12.913,10.1996,24.2052,12.7048,9.9443,24.1104,13.3036,NaN,NaN,NaN,10.4312,23.0557,14.49,7.8522,23.3669,12.7411,13.7271,24.1631,11.4096,14.9099,20.9637,9.6317,16.1763,18.4606,8.8079,15.4689,15.7496,7.1524,13.6265,21.1719,9.4419,13.7279,19.1237,8.5002,12.8222,17.0545,7.7348,10.9932,21.8934,10.018,9.7286,20.488,9.3623,8.2,18.9963,8.9909,5.681,22.0074,16.3917,4.4114,23.2632,15.6605,2.3317,21.2128,15.5548,10.210036,22.117276,15.823846,8.071798,21.753781,16.259005,12.3446,23.3583,10.4715
9.3324,24.1291,12.9354,10.2295,24.2863,12.7266,9.9889,24.1567,13.3097,NaN,NaN,NaN,10.5039,23.0638,14.4726,7.8868,23.4342,12.7521,13.7593,24.3404,11.487,14.9793,21.1461,9.7588,16.2685,18.6288,9.0077,15.566,15.8574,7.4264,13.7081,21.3866,9.5736,13.8128,19.2554,8.678,12.9105,17.1562,7.9596,11.0544,22.0225,10.1145,9.8057,20.6014,9.469,8.2975,19.0871,9.1118,5.7515,22.0112,16.3768,4.4747,23.1023,15.6619,2.3851,21.2452,15.5493,10.3023,22.1111,15.812601,8.146729,21.73068,16.245989,12.3876,23.4984,10.5524
9.3661,24.2059,12.961,10.2581,24.3867,12.7525,10.032,24.214,13.3184,NaN,NaN,NaN,10.5775,23.073,14.449,7.9235,23.4989,12.7637,13.787,24.5269,11.5582,15.0268,21.3199,9.8805,16.347,18.8294,9.1939,15.6591,15.9869,7.6967,13.7595,21.5319,9.6861,13.8789,19.3688,8.8527,12.9955,17.24,8.1774,11.1033,22.1633,10.2111,9.8699,20.7311,9.5744,8.3845,19.1737,9.2234,5.8181,22.0099,16.3645,4.5457,23.1001,15.6492,2.4361,21.2812,15.5422,10.363991,22.112566,15.800548,8.227369,21.717874,16.221223,12.4215,23.6587,10.6344
9.4015,24.273,12.9851,10.2837,24.4842,12.781,10.0779,24.2638,13.3254,NaN,NaN,NaN,10.6498,23.0844,14.4294,7.9707,23.5615,12.7796,13.8101,24.6933,11.6262,15.0636,21.4822,9.9894,16.4084,18.9952,9.3686,15.7359,16.1264,7.9491,13.7887,21.6676,9.8142,13.9439,19.5235,9.0168,13.0613,17.3802,8.3938,11.1487,22.3084,10.3014,9.9264,20.8454,9.6751,8.4629,19.3139,9.338,5.8898,22.0065,16.3462,4.626,23.1277,15.6347,2.4912,21.3141,15.5336,10.456896,22.105134,15.782621,8.298492,21.695167,16.206626,12.4502,23.804,10.7098
9.4381,24.3533,13.0192,10.3157,24.5643,12.8171,10.1224,24.317,13.3273,NaN,NaN,NaN,10.7176,23.089,14.4072,8.0153,23.6259,12.8091,13.8349,24.8688,11.6929,15.0968,21.6746,10.0815,16.4551,19.1887,9.5317,15.7878,16.2582,8.1868,13.8201,21.8545,9.9199,13.9857,19.6715,9.176,13.1246,17.4763,8.5989,11.1892,22.443,10.3871,9.9779,20.9981,9.7706,8.5179,19.4215,9.4411,5.9628,22.0087,16.3284,4.7011,23.1397,15.622,2.5462,21.3482,15.5256,10.522495,22.094173,15.761646,8.382025,21.700191,16.19738,12.4727,23.961,10.7843
9.4784,24.4329,13.0512,10.3439,24.6303,12.8618,10.17,24.3553,13.3359,NaN,NaN,NaN,10.7875,23.0896,14.3855,8.0666,23.6657,12.8301,13.8504,25.055,11.7513,15.1141,21.8516,10.1645,16.4905,19.3741,9.6732,15.8236,16.4316,8.4037,13.8477,22.057,10.0112,13.9739,20.0979,9.2874,13.1523,17.5962,8.7991,11.2164,22.6231,10.4755,10.0189,21.1755,9.8685,8.5791,19.575,9.5534,6.0329,22.0143,16.3134,4.7779,23.1514,15.6096,2.6007,21.3921,15.5201,10.610392,22.078471,15.749026,8.450037,21.673681,16.177379,12.4951,24.1541,10.8559
9.5151,24.5153,13.085,10.3723,24.7017,12.9164,10.2203,24.4184,13.3614,NaN,NaN,NaN,10.8601,23.1068,14.362,8.1117,23.7187,12.8601,13.8647,25.2352,11.8127,15.1228,22.0441,10.236,16.5091,19.5686,9.8009,15.8376,16.5815,8.6093,13.8472,22.2114,10.0961,14.0306,20.2345,9.4255,13.1633,17.7146,8.9503,11.2418,22.7776,10.5565,10.0423,21.3261,9.9641,8.62,19.7113,9.6513,6.0989,21.9996,16.2975,4.8524,23.1533,15.5983,2.655,21.4322,15.5153,10.685089,22.072481,15.729643,8.531706,21.662651,16.15487,12.5113,24.3291,10.9251
9.5583,24.5743,13.129,10.4015,24.7844,12.9673,10.2716,24.5034,13.3981,NaN,NaN,NaN,10.9351,23.1117,14.3491,8.1578,23.774,12.8907,13.8839,25.4246,11.8701,15.1221,22.2555,10.2878,16.5121,19.7843,9.9027,15.8302,16.7344,8.7991,13.8456,22.4214,10.1778,14.043,20.554,9.5813,13.159,17.8736,9.1268,11.2574,22.9752,10.6405,10.0604,21.484,10.0568,8.6503,19.8777,9.7639,6.1689,21.9945,16.2812,4.93,23.1619,15.5862,2.7115,21.4787,15.5116,10.763422,22.070402,15.724346,8.607533,21.642815,16.1451,12.5187,24.5158,10.999
9.6002,24.6403,13.185,10.4356,24.8726,13.0243,10.3208,24.5973,13.4354,NaN,NaN,NaN,11.0022,23.1036,14.329,8.2047,23.8308,12.9252,13.8917,25.6119,11.9251,15.1199,22.4491,10.3223,16.5003,20.0091,9.9965,15.8043,16.9857,8.9646,13.8408,22.6648,10.2535,14.0586,20.6329,9.7168,13.1332,18.0355,9.3045,11.2655,23.1361,10.722,10.0795,21.6804,10.1473,8.6628,20.0519,9.864,6.2449,21.9899,16.2631,5.0107,23.173,15.5762,2.7665,21.5165,15.5017,10.838476,22.046344,15.700219,8.688696,21.627951,16.124642,12.523,24.7012,11.0707
9.6446,24.7181,13.2404,10.4694,24.9874,13.0875,10.3677,24.6677,13.4722,NaN,NaN,NaN,11.0775,23.1176,14.3067,8.2517,23.891,12.9564,13.9043,25.8211,11.977,15.0935,22.6861,10.334,16.4938,20.284,10.0689,15.7499,17.1385,9.1207,13.795,22.7735,10.3093,14.0182,20.7305,9.7798,13.0964,18.2027,9.4796,11.2662,23.344,10.8033,10.0818,21.8708,10.2403,8.6715,20.2345,9.9716,6.3191,21.9791,16.2462,5.0876,23.196,15.5675,2.8212,21.5534,15.4917,10.919551,22.026251,15.674865,8.760137,21.608562,16.100798,12.5208,24.883,11.1386
9.6898,24.7747,13.292,10.5053,25.086,13.1501,10.4225,24.7149,13.513,NaN,NaN,NaN,11.153,23.1282,14.2898,8.2968,23.9419,12.986,13.9158,26.0048,12.0331,15.0645,22.8906,10.3361,16.4407,20.449,10.1068,15.6786,17.3499,9.2605,13.7832,23.086,10.3621,13.9922,20.9111,9.9353,13.0484,18.3795,9.632,11.2633,23.529,10.8853,10.0736,22.0657,10.3291,8.6702,20.4114,10.0714,6.3885,21.9737,16.2297,5.1669,23.2052,15.5578,2.8781,21.5986,15.4867,10.997975,22.021366,15.661092,8.838855,21.601133,16.092068,12.5121,25.0681,11.2139
9.738,24.7957,13.33,10.5472,25.1788,13.2144,10.4853,24.7438,13.5536,NaN,NaN,NaN,11.2324,23.1183,14.2654,8.3453,24.0286,13.0176,13.9238,26.183,12.0853,15.0182,23.124,10.3175,16.3678,20.6387,10.1176,15.5803,17.5692,9.3686,13.7107,23.2138,10.3952,13.9502,21.1339,9.9847,12.9778,18.5858,9.7956,11.255,23.7195,10.9674,10.0584,22.2756,10.4168,8.6577,20.6302,10.1784,6.4596,21.9633,16.2096,5.2429,23.2132,15.5498,2.9353,21.6411,15.4825,11.06898,22.002154,15.646951,8.91755,21.589661,16.067798,12.5052,25.2573,11.2898
9.8057,24.8801,13.3924,10.5947,25.2653,13.277,10.522,24.8195,13.5902,NaN,NaN,NaN,11.3052,23.132,14.2516,8.3911,24.0977,13.0505,13.9303,26.3662,12.1375,14.9458,23.4213,10.2714,16.2884,20.8767,10.1057,15.4731,17.7465,9.4799,13.6529,23.4275,10.418,13.8334,21.3697,10.0297,12.8932,18.798,9.9362,11.2424,23.9068,11.0503,10.0315,22.465,10.5106,8.6235,20.73,10.2905,6.5316,21.9561,16.1936,5.3236,23.2242,15.5395,2.9905,21.6814,15.4738,11.155856,21.989738,15.624784,8.993155,21.55257,16.044441,12.4925,25.4598,11.3669
9.8677,24.9141,13.438,10.6503,25.3388,13.3326,NaN,NaN,NaN,NaN,NaN,NaN,11.3816,23.1341,14.2331,8.4427,24.1594,13.0776,13.9397,26.538,12.1886,14.863,23.6289,10.2531,16.2051,21.0657,10.0897,15.373,18.0536,9.5644,13.579,23.6924,10.4276,NaN,NaN,NaN,12.8033,19.0255,10.079,11.2239,24.1227,11.1319,10.0055,22.6828,10.6026,8.5946,20.9615,10.3958,6.6031,21.953,16.1746,5.4,23.2368,15.5301,3.0486,21.7252,15.4658,11.227559,21.964953,15.615189,9.077039,21.532847,16.031264,12.4804,25.6442,11.4429
9.9419,24.9236,13.4703,10.7004,25.4006,13.388,NaN,NaN,NaN,NaN,NaN,NaN,11.4503,23.1347,14.216,8.5005,24.2219,13.1113,13.9508,26.7135,12.235,NaN,NaN,NaN,16.1099,21.124,10.075,15.1775,18.1104,9.6127,13.4828,23.9093,10.4666,NaN,NaN,NaN,12.712,19.2347,10.1806,11.1973,24.3129,11.2151,9.9639,22.8966,10.6923,8.5529,21.1632,10.4966,6.6779,21.941,16.154,5.4828,23.2448,15.5278,3.1093,21.7712,15.4613,11.314018,21.971372,15.595361,9.146664,21.505092,16.002388,12.4637,25.8395,11.5203
9.9973,24.8861,13.4734,10.7538,25.4346,13.4369,NaN,NaN,NaN,NaN,NaN,NaN,11.5323,23.1403,14.1985,8.5621,24.2596,13.1435,13.9575,26.8819,12.2685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.6112,19.4727,10.2761,11.1739,24.4965,11.2925,9.9205,23.1047,10.7808,8.5027,21.3982,10.6014,6.7474,21.9272,16.1356,5.5593,23.2561,15.523,3.1671,21.8181,15.46,11.398021,21.939682,15.570351,9.227709,21.484989,15.9876,12.4453,26.0219,11.5974
