shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z
23.8956,33.3456,27.0637,20.4935,34.91,26.1226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.5634,33.051,26.5865,14.6748,33.0676,26.0658,23.3388,32.0078,28.4064,21.131195,31.41039,28.089515
23.9972,33.159,27.0024,20.6034,35.0353,26.2438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.8211,33.12,26.1407,23.4431,32.0296,28.4673,21.239671,31.446217,28.144319
24.0478,33.489,27.1415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.7779,33.1893,26.7232,14.8922,33.318,26.2244,23.5658,32.0744,28.5252,21.346073,31.489519,28.199536
24.1743,33.4105,27.2706,NaN,NaN,NaN,26.0022,38.225,26.8276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.8788,33.1119,26.7289,15.0454,33.3827,26.2581,23.6631,32.1004,28.5944,21.460282,31.51555,28.245303
24.3258,33.4313,27.3523,NaN,NaN,NaN,26.1012,38.4008,26.7919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.003,33.2141,26.8192,15.2031,33.4704,26.3554,23.7516,32.1178,28.6553,21.569777,31.553855,28.302359
24.4064,33.4845,27.418,NaN,NaN,NaN,26.1912,38.5574,26.7347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.9173,36.5975,24.7182,18.1137,33.2144,26.8188,15.3595,33.5024,26.4118,23.8484,32.1149,28.7144,21.661803,31.56439,28.355049
24.4355,33.378,27.3404,NaN,NaN,NaN,26.2678,38.7271,26.6986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.9145,37.3472,25.1177,18.2028,33.168,26.8109,15.4306,33.6732,26.4754,23.9597,32.1002,28.7664,21.767821,31.611191,28.412362
24.6116,33.3628,27.4374,NaN,NaN,NaN,26.3481,38.9324,26.6369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.9097,37.4723,25.3784,18.3474,33.2855,26.9027,15.5705,33.5409,26.512,24.0938,32.1691,28.8116,21.869358,31.622491,28.462264
24.7109,33.5138,27.5453,NaN,NaN,NaN,26.4251,39.068,26.5653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.1358,36.8515,22.2703,22.6241,38.3914,26.1593,NaN,NaN,NaN,18.7957,37.6122,25.508,18.4621,33.3307,26.9323,15.6755,33.5333,26.5474,24.1922,32.205,28.8694,21.973412,31.653917,28.515248
24.8068,33.3933,27.5286,NaN,NaN,NaN,26.5336,39.2671,26.464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.9428,37.4194,22.1997,22.7057,38.698,26.2088,NaN,NaN,NaN,18.7919,37.7222,25.5876,18.5663,33.4165,26.9885,15.733,33.7017,26.566,24.2762,32.2301,28.9312,22.07581,31.676357,28.560175
24.9968,33.4331,27.6078,NaN,NaN,NaN,26.602,39.4746,26.3761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.7664,37.9899,22.151,22.7649,38.9213,26.223,NaN,NaN,NaN,18.9099,38.0745,25.8545,18.666,33.4911,27.0135,15.889,33.7056,26.6019,24.3649,32.2556,28.9881,22.169791,31.7203,28.613111
25.045,33.3971,27.6539,NaN,NaN,NaN,26.6844,39.6429,26.254,24.5851,41.1596,23.5563,NaN,NaN,NaN,NaN,NaN,NaN,20.63,38.453,22.1135,22.7424,38.9803,26.198,NaN,NaN,NaN,NaN,NaN,NaN,18.7694,33.4026,26.9779,15.9884,33.5946,26.6487,24.4856,32.287,29.0337,22.272651,31.756404,28.666833
25.1518,33.4652,27.7069,NaN,NaN,NaN,26.7812,39.7889,26.1,24.5718,41.4296,23.378,NaN,NaN,NaN,NaN,NaN,NaN,20.5093,38.9702,22.065,22.7883,39.2448,26.1751,NaN,NaN,NaN,19.0146,38.4855,26.1744,18.8901,33.4574,27.0055,16.0667,33.6357,26.6233,24.5711,32.3189,29.0931,22.371506,31.790526,28.717496
25.2803,33.4178,27.7724,22.2531,35.9126,26.8774,26.8785,39.9372,25.9337,24.7112,41.5157,23.2114,NaN,NaN,NaN,NaN,NaN,NaN,20.3808,39.4873,21.9742,22.8954,39.283,26.1708,NaN,NaN,NaN,19.0539,38.7128,26.2122,18.9101,33.4098,27.0427,16.1628,33.5319,26.6384,24.6668,32.3444,29.1466,22.480514,31.811718,28.755475
25.3792,33.4803,27.84,22.4121,35.9351,26.842,26.9711,40.1294,25.7418,NaN,NaN,NaN,23.6218,41.9194,20.4655,20.7085,41.3293,19.0875,20.3177,39.9633,21.8151,23.0373,39.3841,26.0341,NaN,NaN,NaN,19.1663,38.7083,26.2028,19.1073,33.493,27.0957,16.2773,33.5037,26.6551,24.7558,32.3602,29.2044,22.584466,31.863773,28.803785
25.5092,33.5189,27.9071,22.5719,35.9807,26.7829,27.0377,40.1885,25.5785,24.9584,41.9816,22.9173,23.5865,42.2244,20.4365,20.6737,42.1661,19.063,20.2719,40.4878,21.6632,23.2331,39.6174,25.9569,NaN,NaN,NaN,19.2176,38.7062,26.1114,19.2078,33.5268,27.132,16.4305,33.424,26.6295,24.8707,32.4273,29.2557,22.690651,31.908396,28.848179
25.6099,33.551,27.9627,22.7353,36.0429,26.7575,27.1158,40.2657,25.373,NaN,NaN,NaN,23.6544,42.7574,20.3427,20.7363,42.9508,19.0291,20.2596,41.0494,21.5304,23.2044,39.669,25.7566,NaN,NaN,NaN,19.2361,38.8785,26.0672,19.3587,33.5235,27.1512,16.4931,33.3565,26.6251,24.9688,32.4509,29.3083,22.792463,31.946579,28.897862
25.7351,33.5849,28.0261,22.8955,36.0421,26.7104,27.2067,40.2692,25.153,NaN,NaN,NaN,23.7342,42.7319,20.0729,20.9022,43.5923,18.9534,20.2893,41.548,21.402,23.3011,39.6644,25.4509,NaN,NaN,NaN,19.5185,39.1571,25.7749,19.4451,33.5928,27.2055,16.5752,33.3924,26.6429,25.1027,32.4955,29.3482,22.9041,31.993118,28.940287
25.8246,33.6278,28.077,23.0544,36.052,26.6579,27.2889,40.303,24.9207,NaN,NaN,NaN,23.8792,42.9308,19.8892,21.1315,44.1292,18.8327,20.3633,42.0188,21.2597,23.3937,39.7636,25.198,NaN,NaN,NaN,19.4836,39.2757,25.4602,19.5409,33.5946,27.2345,16.7301,33.252,26.6195,25.1786,32.5374,29.4127,23.018906,32.015004,28.986154
25.9324,33.6774,28.1402,23.2423,36.1623,26.5981,27.3788,40.3138,24.6853,NaN,NaN,NaN,24.0592,43.107,19.6904,21.3921,44.5313,18.6744,20.4858,42.4426,21.1078,23.4513,39.8539,24.9887,NaN,NaN,NaN,19.5179,39.3627,25.2078,19.6389,33.5146,27.2328,16.8094,33.3208,26.6146,25.2699,32.5952,29.466,23.127797,32.051844,29.028661
26.0465,33.6944,28.1881,23.381,36.1398,26.5797,27.465,40.3222,24.4548,NaN,NaN,NaN,24.2459,43.3254,19.4627,21.6534,44.8354,18.4952,20.6716,42.6623,20.8759,23.5701,39.8547,24.6456,21.879,39.6741,24.6664,19.5821,39.5285,24.9017,19.7573,33.5803,27.2859,16.9438,33.2817,26.626,25.3775,32.6427,29.5159,23.236776,32.10151,29.069997
26.1517,33.7303,28.2434,23.5317,36.2012,26.5618,27.5714,40.3242,24.2135,NaN,NaN,NaN,24.5279,43.2637,19.1923,21.9365,45.0363,18.2935,20.9045,42.9131,20.5759,23.6655,39.9204,24.348,21.9801,39.9199,24.3583,19.6887,39.5956,24.5296,19.7675,33.4545,27.223,17.0891,33.1616,26.6211,25.4896,32.692,29.5642,23.338131,32.133451,29.114725
26.2042,33.9659,28.3077,23.649,36.2187,26.5575,27.6713,40.265,23.9895,NaN,NaN,NaN,24.772,43.5189,18.9208,22.256,45.0993,18.0153,21.1611,43.0654,20.2217,23.7868,39.924,24.0551,22.0619,39.9004,23.9604,19.7807,39.7279,24.1442,19.9655,33.5436,27.2495,17.2376,32.9206,26.6206,25.5693,32.7278,29.6199,23.451049,32.18335,29.15442
26.3571,33.785,28.3461,23.7829,36.2554,26.5439,27.7762,40.1751,23.7683,NaN,NaN,NaN,25.1983,43.7553,18.7254,22.5963,45.1165,17.664,21.424,43.1357,19.8256,23.9011,39.9611,23.7362,22.1375,39.9035,23.6535,19.8898,39.7557,23.7309,19.9741,33.5354,27.2291,17.3385,33.0314,26.6399,25.6658,32.7845,29.6723,23.570434,32.231408,29.198507
26.4554,33.878,28.4097,23.919,36.2508,26.5291,27.905,40.1042,23.5576,NaN,NaN,NaN,25.4434,43.5597,18.4947,22.992,45.0987,17.2572,21.7404,43.2786,19.4758,23.9905,39.9326,23.4398,22.2364,39.9327,23.2808,20.0105,39.8593,23.3327,20.092,33.5431,27.2432,17.4709,33.0529,26.6491,25.7764,32.833,29.7195,23.672293,32.278062,29.247839
26.5599,33.9526,28.4661,24.0468,36.2393,26.5069,28.0178,40.047,23.3712,NaN,NaN,NaN,25.8666,43.5506,18.1786,23.4184,45.0007,16.8213,22.0261,43.2791,19.0922,24.1342,40.0087,23.1607,22.3719,40.0189,22.9666,20.1254,39.9355,22.937,20.2744,33.6312,27.3001,17.606,32.951,26.6513,25.8858,32.8928,29.7668,23.775754,32.316587,29.29687
26.6537,33.948,28.5105,24.1842,36.2509,26.4753,28.1557,39.9362,23.1961,NaN,NaN,NaN,26.168,43.2118,17.8855,23.876,44.8637,16.3682,22.4372,43.3411,18.6922,24.2649,39.9687,22.892,22.5218,40.0154,22.6172,20.2864,40.0395,22.5167,20.3815,33.6333,27.3379,17.7101,32.8271,26.6477,25.9783,32.9582,29.82,23.885897,32.376819,29.343568
26.7407,34.0323,28.5638,24.3205,36.2592,26.448,28.3117,39.869,23.031,NaN,NaN,NaN,26.4383,43.0015,17.4965,24.3591,44.644,15.9115,22.7973,43.3751,18.3362,24.4101,39.923,22.6254,22.6878,40.064,22.3151,20.4541,40.0831,22.1336,20.4504,33.5707,27.3561,17.8616,32.9237,26.6586,26.0693,33.0152,29.8728,24.003144,32.439466,29.388153
26.8419,34.0868,28.6122,24.4413,36.2377,26.4169,28.4695,39.7637,22.8784,NaN,NaN,NaN,NaN,NaN,NaN,24.8758,44.403,15.4613,23.1578,43.2451,17.947,24.5798,39.9532,22.3986,22.8795,40.0383,22.0214,20.6529,40.1324,21.8078,20.5372,33.485,27.3747,17.9747,32.7796,26.6365,26.1634,33.0758,29.9198,24.11168,32.473153,29.425392
26.9356,34.146,28.6643,24.5931,36.2817,26.3948,28.6239,39.6565,22.7591,NaN,NaN,NaN,NaN,NaN,NaN,25.4093,44.1058,15.0236,23.513,43.0355,17.5523,24.7688,39.8715,22.1658,23.0515,40.049,21.7516,20.8709,40.1588,21.4859,20.7644,33.6846,27.5001,18.0782,32.7437,26.6511,26.2692,33.1264,29.9601,24.210962,32.523558,29.471048
27.0517,34.1288,28.7136,24.719,36.2602,26.3641,28.8187,39.5944,22.6509,NaN,NaN,NaN,NaN,NaN,NaN,25.9729,43.7544,14.6065,23.9298,42.7909,17.1225,24.9849,39.7909,21.9508,23.2615,40.0936,21.4764,21.1008,40.1207,21.1929,20.9005,33.7573,27.5639,18.2654,32.6826,26.6854,26.3647,33.2,30.0017,24.322385,32.594143,29.512459
27.1365,34.2534,28.7706,24.8674,36.2861,26.3295,29.0147,39.4821,22.5579,NaN,NaN,NaN,NaN,NaN,NaN,26.4761,43.3368,14.2429,24.3573,42.5462,16.7514,25.1808,39.704,21.7439,23.4996,39.8534,21.2326,21.335,40.0803,20.9096,20.9892,33.7734,27.5865,18.3451,32.663,26.6623,26.4672,33.266,30.0424,24.428349,32.644691,29.553396
27.2147,34.329,28.8251,25.008,36.2893,26.3045,29.2273,39.3167,22.4896,28.8259,40.7739,18.9808,28.5864,41.467,16.263,26.8761,42.9862,13.9581,24.7746,42.2162,16.4041,25.4183,39.5553,21.5797,23.7461,39.7849,21.0341,21.5844,39.9791,20.6711,21.0813,33.8067,27.6155,18.46,32.7498,26.7174,26.564,33.3374,30.0837,24.531777,32.70586,29.595405
27.3399,34.3981,28.8672,25.1353,36.2989,26.2833,29.4628,39.1945,22.4313,29.0969,40.2144,18.8324,28.9664,41.1659,16.1187,27.3745,42.4264,13.6796,25.1719,41.8893,16.1269,25.68,39.3983,21.4263,24.0118,39.6424,20.8672,21.8533,39.8696,20.4762,21.1314,33.726,27.5983,18.5642,32.7392,26.741,26.6568,33.4064,30.1273,24.63848,32.800547,29.64291
27.4292,34.4591,28.9108,25.2908,36.3111,26.2552,29.6903,39.0354,22.4092,29.3683,40.087,18.7611,29.3703,40.5789,15.9912,27.7954,41.936,13.48,25.5736,41.5042,15.8916,25.9083,39.3811,21.3442,24.3071,39.5139,20.7152,22.1892,39.6262,20.2812,21.2927,33.8284,27.634,18.6979,32.7878,26.7704,26.7535,33.4819,30.1694,24.728593,32.83878,29.676391
27.5022,34.5661,28.9593,25.4254,36.3532,26.247,29.9464,38.9139,22.4017,29.6348,39.7044,18.6928,29.6588,40.0901,15.8822,28.1312,41.5298,13.3336,25.9538,41.1169,15.7019,26.2045,39.1459,21.2424,24.5175,39.2191,20.6222,22.4502,39.3598,20.099,21.3787,33.9335,27.6521,18.813,32.7865,26.8072,26.8464,33.5619,30.2132,24.837281,32.92141,29.710178
27.6039,34.6309,29.013,25.5733,36.3868,26.2412,30.1873,38.7679,22.4171,30.095,39.4598,18.7328,30.0716,39.7368,15.817,28.4806,41.0933,13.2459,26.3183,40.696,15.5772,26.4809,38.8886,21.1486,24.8704,39.1078,20.5125,22.6776,39.2235,19.9646,21.4917,34.066,27.6809,18.9449,32.8055,26.8051,26.9408,33.6465,30.2525,24.936263,33.001796,29.747889
27.7118,34.7328,29.0754,25.724,36.3934,26.2323,30.4594,38.6244,22.4507,NaN,NaN,NaN,30.417,39.449,15.8446,28.9255,40.5278,13.1702,26.6715,40.3121,15.4761,26.7727,38.673,21.1165,NaN,NaN,NaN,22.9341,38.9835,19.8383,21.6107,34.165,27.7117,19.0262,32.9015,26.8206,27.0475,33.7287,30.2918,25.036769,33.092975,29.793621
27.9318,34.7671,29.171,25.8709,36.4165,26.237,30.7176,38.5052,22.5115,NaN,NaN,NaN,30.868,39.307,15.9731,29.3215,40.0608,13.1577,27.0253,39.8796,15.413,27.1325,38.4297,21.0847,NaN,NaN,NaN,23.297,38.7096,19.7409,21.7135,34.2068,27.7542,19.1111,32.9036,26.8607,27.1442,33.8163,30.3351,25.142313,33.15707,29.817842
27.9156,34.859,29.1779,26.0083,36.4731,26.246,30.9876,38.3813,22.5805,NaN,NaN,NaN,31.1637,38.7628,15.9252,29.6849,39.7195,13.1818,27.3795,39.4381,15.3838,27.33,38.3411,21.1169,NaN,NaN,NaN,23.6078,38.4832,19.6751,21.8109,34.2791,27.8001,19.2132,33.0143,26.8802,27.2367,33.9105,30.3794,25.234566,33.241191,29.863127
27.9714,34.9702,29.2468,26.1672,36.4671,26.2589,31.2445,38.258,22.6734,NaN,NaN,NaN,31.5166,38.5826,16.1173,30.0865,39.3901,13.2341,27.751,39.0682,15.391,27.6285,38.1692,21.1418,NaN,NaN,NaN,23.9456,38.2807,19.6359,21.905,34.3877,27.8491,19.3195,33.033,26.9355,27.3216,33.9852,30.4286,25.322723,33.330948,29.896242
28.1345,35.1409,29.2344,26.3258,36.5189,26.2732,31.5068,38.1061,22.7719,NaN,NaN,NaN,31.9513,38.155,16.154,30.5547,38.9514,13.2995,28.141,38.6839,15.4163,27.9724,37.8976,21.1874,NaN,NaN,NaN,24.2261,38.0076,19.5898,22.0027,34.4594,27.9004,19.4018,33.3064,26.9878,27.4236,34.0929,30.4746,25.424321,33.436448,29.940606
28.181,35.1251,29.3495,26.461,36.5537,26.3046,31.7647,37.9742,22.8968,NaN,NaN,NaN,32.3411,37.8218,16.2509,31.0149,38.5827,13.3833,28.5277,38.3218,15.4651,28.1762,37.841,21.2542,NaN,NaN,NaN,24.5556,37.8665,19.6052,22.0997,34.5435,27.9538,19.5183,33.2439,27.0267,27.5324,34.1888,30.5157,25.513676,33.516068,29.97586
28.2451,35.2294,29.4145,26.604,36.5865,26.3382,32.0178,37.8717,23.0326,NaN,NaN,NaN,32.6907,37.6826,16.4929,31.4726,38.2725,13.4996,28.9383,38.0152,15.5309,28.464,37.604,21.3207,NaN,NaN,NaN,24.8357,37.7787,19.5678,22.1843,34.6407,28.0097,19.6597,33.484,27.1404,27.6257,34.2782,30.5692,25.618831,33.610896,30.01373
NaN,NaN,NaN,26.7505,36.6158,26.3779,32.2479,37.7317,23.1892,NaN,NaN,NaN,33.0347,37.2306,16.6798,31.9436,37.9182,13.6359,29.3577,37.6648,15.6168,28.7229,37.5433,21.4023,NaN,NaN,NaN,25.1782,37.5629,19.6338,22.2691,34.7553,28.0649,19.7064,33.5541,27.1384,27.7043,34.3629,30.6244,25.695798,33.719444,30.060376
NaN,NaN,NaN,26.8811,36.6397,26.4303,32.4902,37.6153,23.3548,NaN,NaN,NaN,33.52,36.8248,16.8622,32.4315,37.458,13.7937,29.7626,37.3629,15.7133,29.0154,37.3525,21.4859,NaN,NaN,NaN,25.4153,37.2865,19.5729,22.3627,34.8539,28.1177,19.8056,33.6455,27.193,27.7953,34.4569,30.6806,25.786052,33.824884,30.110821
28.6148,35.5543,29.5921,26.9988,36.6876,26.4936,32.688,37.4926,23.5367,NaN,NaN,NaN,33.77,36.4624,17.0791,32.9204,36.9609,13.9909,30.1734,37.0621,15.8272,29.2274,37.2886,21.5756,NaN,NaN,NaN,25.7285,37.2006,19.6388,22.4581,34.9543,28.1729,19.8891,33.6903,27.2175,27.8883,34.5397,30.7359,25.867864,33.922355,30.166199
NaN,NaN,NaN,27.1215,36.7021,26.5609,32.8959,37.3939,23.7367,NaN,NaN,NaN,34.3006,36.4548,17.5533,33.3569,36.5421,14.2208,30.5814,36.7762,15.9924,29.5173,37.1114,21.6626,NaN,NaN,NaN,26.0638,37.0263,19.6583,22.5546,35.0629,28.2312,19.9914,33.7574,27.3014,27.9878,34.6304,30.788,25.962481,34.044429,30.217214
28.8942,36.1449,29.8819,27.2419,36.7347,26.626,33.0886,37.2751,23.9412,NaN,NaN,NaN,34.4972,35.7573,17.6477,33.7724,36.1506,14.4859,30.993,36.4346,16.1564,29.7434,37.0498,21.8065,NaN,NaN,NaN,26.4441,36.9749,19.7648,22.6529,35.1561,28.2894,20.1647,33.8262,27.3426,28.0918,34.7372,30.8518,26.056485,34.160729,30.27268
28.9286,35.8217,29.8543,27.3522,36.7946,26.6988,33.2675,37.1469,24.1636,34.0412,36.449,20.7184,34.921,35.579,17.957,34.1905,35.6992,14.7851,31.3796,36.1356,16.3632,29.9889,36.8425,21.9207,NaN,NaN,NaN,26.7189,36.6872,19.7773,22.7543,35.2487,28.3508,20.224,34.0295,27.3395,28.1867,34.8424,30.9108,26.163952,34.246489,30.321148
28.987,36.3231,29.9264,27.4497,36.7993,26.7663,33.4365,37.0454,24.4106,34.2432,36.257,20.9535,35.184,35.1899,18.3129,34.5988,35.1951,15.1327,31.7511,35.8077,16.593,30.2761,36.8745,22.1683,NaN,NaN,NaN,26.9805,36.458,19.8223,22.8577,35.3407,28.405,20.357,34.1821,27.3896,28.2822,34.9295,30.9683,26.246093,34.337563,30.379541
29.0239,36.1672,30.0634,27.5441,36.8742,26.854,33.5943,36.9437,24.6627,34.5798,35.8771,21.2197,35.5187,34.9681,18.8337,34.916,35.2785,15.4782,32.0989,35.5594,16.8642,30.4848,36.6623,22.2716,NaN,NaN,NaN,27.3441,36.4929,20.016,22.9581,35.4426,28.4633,20.499,34.0671,27.4392,28.3787,35.0352,31.0332,26.335971,34.471359,30.457527
29.1591,35.9664,30.0295,27.6581,36.8859,26.9263,33.7338,36.8546,24.933,35.0173,35.3154,20.8624,35.75,34.305,19.0737,35.3381,34.331,15.8995,32.5024,35.2455,17.2256,30.6787,36.4998,22.494,NaN,NaN,NaN,27.6478,36.3202,20.1439,23.0654,35.5397,28.5191,20.6696,34.1321,27.5178,28.4731,35.13,31.0975,26.44223,34.551764,30.51381
29.2733,36.4071,30.2092,27.7428,36.8911,27.0202,33.8726,36.7718,25.2099,35.0734,35.6241,21.8358,36.0656,34.3097,19.6283,35.6763,33.8112,16.35,32.7753,34.8771,17.4735,30.8787,36.336,22.6848,NaN,NaN,NaN,27.9013,36.095,20.18,23.175,35.6184,28.5746,20.7317,34.3735,27.5424,28.5642,35.2324,31.162,26.534494,34.675405,30.583016
29.4867,36.623,30.3476,27.8372,37.0158,27.1185,33.9937,36.7384,25.4938,NaN,NaN,NaN,36.2257,33.8564,19.9959,36.0052,33.3203,16.8162,33.0813,34.5438,17.809,31.0676,36.1739,22.8813,NaN,NaN,NaN,28.1338,35.8455,20.2979,23.2862,35.7121,28.64,20.8564,34.5292,27.6469,28.667,35.3496,31.2249,26.636789,34.804397,30.655179
29.5421,36.5917,30.3306,27.9162,37.0221,27.2019,34.1197,36.6655,25.7903,NaN,NaN,NaN,36.4881,33.719,20.5035,36.3051,32.891,17.2938,33.3765,34.0636,18.1882,31.2624,35.9795,23.1033,NaN,NaN,NaN,28.3111,35.5196,20.4908,23.3951,35.7982,28.701,20.9501,34.5096,27.6193,28.7662,35.4493,31.2943,26.741764,34.88223,30.723199
29.6491,36.8061,30.3353,28.0263,36.9532,27.2865,34.2296,36.6091,26.0859,NaN,NaN,NaN,36.6536,33.1774,20.977,36.5811,32.4658,17.8055,33.645,33.6826,18.597,31.4073,35.8502,23.3262,NaN,NaN,NaN,28.5521,35.3024,20.6866,23.5051,35.8745,28.7591,21.1469,34.5142,27.7512,28.8681,35.5633,31.3648,NaN,NaN,NaN
