shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z
-3.9673,27.2783,23.1044,-6.2764,29.0508,20.7069,-2.8284,29.6936,15.4438,-4.2018,29.7372,11.9542,-4.945,29.7559,9.1624,-6.8954,30.912,6.9884,NaN,NaN,NaN,-6.4799,30.2053,15.3994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.3863,26.5007,24.4717,NaN,NaN,NaN
-3.9147,27.3143,23.112,-6.1948,28.9582,20.6487,-2.6933,29.4208,15.4003,-4.0155,29.4756,12.0213,-4.9061,29.6353,9.0757,-6.7386,30.2937,6.8762,NaN,NaN,NaN,-6.4819,30.0699,15.3128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.2945,26.5344,24.4656,NaN,NaN,NaN
-3.8069,27.3569,23.1126,-6.1166,28.8966,20.6157,-2.5495,29.1806,15.3665,-3.8681,28.8731,11.851,-4.6853,29.1083,9.0565,-6.5842,29.7032,6.7807,NaN,NaN,NaN,-6.4036,29.8402,15.239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.2015,26.5781,24.4597,NaN,NaN,NaN
-3.7113,27.3745,23.105,-6.0155,28.8317,20.5712,-2.4079,28.9113,15.3558,-3.6582,28.3631,11.7986,-4.575,28.8082,9.0399,-6.3682,29.0217,6.7183,NaN,NaN,NaN,-6.2418,29.531,15.1595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.1068,26.616,24.4495,NaN,NaN,NaN
-3.6246,27.4193,23.1128,-5.9253,28.737,20.5478,-2.3256,28.8905,15.3424,-3.5065,28.1411,11.737,-4.1941,27.8064,9.0965,-6.1376,28.3475,6.6829,NaN,NaN,NaN,-6.0577,29.166,15.0988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.0126,26.6587,24.4417,NaN,NaN,NaN
-3.5505,27.4498,23.1116,-5.8384,28.7021,20.5234,-2.1317,28.4323,15.3944,-3.3471,27.9213,11.8394,-3.991,27.2937,9.1334,-5.9001,27.7298,6.6801,NaN,NaN,NaN,-5.9198,28.9875,15.0441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.928,26.69,24.4408,NaN,NaN,NaN
-3.4592,27.4841,23.1131,-5.7444,28.622,20.5022,-1.9787,28.184,15.432,-3.196,27.274,11.7803,-3.9105,27.4439,9.0346,-5.9011,27.8297,6.6188,-7.2551,27.9072,9.3854,-5.6244,28.7062,15.0398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.8371,26.7349,24.4363,NaN,NaN,NaN
-3.3675,27.5093,23.1152,-5.6572,28.5732,20.4914,-1.8216,27.9484,15.4934,-2.9952,26.7613,11.4711,-3.5993,26.6157,9.1197,NaN,NaN,NaN,-7.0204,27.4255,9.3814,-5.6618,28.54,14.9707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.7454,26.7782,24.4315,NaN,NaN,NaN
-3.275,27.5587,23.1176,-5.554,28.5169,20.4938,-1.664,27.7188,15.5662,-2.7456,26.8644,12.0517,NaN,NaN,NaN,NaN,NaN,NaN,-6.7781,26.939,9.3981,-5.5861,28.3863,15.038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.651,26.8178,24.423,-5.849712,26.565401,24.679327
-3.1818,27.5943,23.1219,-5.471,28.4799,20.4926,-1.5014,27.5065,15.6524,-2.4547,26.2096,12.2917,-3.5465,27.5262,9.3022,NaN,NaN,NaN,-6.524,26.464,9.4473,-5.2215,27.8178,15.0123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.5642,26.8576,24.417,-5.762915,26.611337,24.676091
-3.084,27.6267,23.1275,-5.376,28.4166,20.4901,-1.3393,27.2932,15.754,-2.3396,26.2062,12.3331,NaN,NaN,NaN,NaN,NaN,NaN,-6.2618,25.9779,9.525,-5.1637,27.771,15.0785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.4714,26.8888,24.4141,-5.67016,26.633798,24.671292
-2.9952,27.6613,23.1332,-5.2693,28.3723,20.5069,-1.1786,27.1176,15.879,-2.1064,26.0519,12.5004,NaN,NaN,NaN,NaN,NaN,NaN,-5.9864,25.4975,9.6278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.388,26.9351,24.4077,-5.584092,26.682056,24.671999
-2.9094,27.6842,23.1312,-5.1646,28.3064,20.5241,-1.004,26.9377,16.0204,-1.9391,26.2768,12.7383,NaN,NaN,NaN,NaN,NaN,NaN,-5.7112,25.0268,9.7689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.2986,26.9732,24.4068,-5.486747,26.724344,24.665935
-2.8248,27.7373,23.1386,-5.0768,28.287,20.5441,-0.8421,26.7859,16.1762,-1.5921,25.1548,12.9902,NaN,NaN,NaN,NaN,NaN,NaN,-5.4689,24.6465,9.9378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.2108,27.0225,24.4026,-5.405451,26.770715,24.663268
-2.7219,27.7565,23.1351,-4.9898,28.2794,20.5694,-0.6552,26.6163,16.3341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.1748,24.183,10.1298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.1154,27.0419,24.3987,-5.312758,26.806604,24.656759
-2.6242,27.8032,23.1401,-4.878,28.2229,20.5946,-0.4877,26.5239,16.5206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.9486,23.9513,10.3402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.0269,27.0884,24.3951,-5.222964,26.839403,24.653807
-2.5412,27.8437,23.1515,-4.8005,28.2493,20.6192,-0.3134,26.413,16.7116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.6082,23.3707,10.6057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.9409,27.1388,24.4006,-5.137053,26.899823,24.66112
-2.4414,27.8559,23.1524,-4.7328,28.2588,20.6562,-0.1409,26.3364,16.9134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.3745,23.1215,10.8705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.8464,27.1553,24.3929,-5.045285,26.924998,24.657853
-2.3528,27.8792,23.154,NaN,NaN,NaN,0.0263,26.2932,17.1229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.0693,22.7217,11.1774,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.7624,27.1935,24.3893,-4.951329,26.975985,24.656001
-2.2742,27.9063,23.1603,NaN,NaN,NaN,0.2097,26.2473,17.3381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.7459,22.3326,11.5042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.6895,27.3232,24.3993,-4.851785,27.112123,24.695251
-2.1718,27.9469,23.1577,NaN,NaN,NaN,0.3839,26.2443,17.5635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.4922,22.0841,11.8508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.5666,27.3316,24.4036,-4.772329,27.190072,24.701328
-2.0723,27.9716,23.1739,NaN,NaN,NaN,0.5644,26.2335,17.784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.4886,27.3937,24.3992,-4.630913,27.198056,24.702701
-1.9798,27.9839,23.1693,NaN,NaN,NaN,0.7499,26.2569,18.0128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.3556,27.3602,24.398,-4.574982,27.182089,24.665491
-1.8883,28.0236,23.1758,NaN,NaN,NaN,0.9248,26.3063,18.2419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.3135,27.3566,24.3995,-4.476926,27.17103,24.661786
-1.7984,28.042,23.1802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.23,27.3858,24.3969,-4.395745,27.223487,24.669266
-1.7068,28.0552,23.1757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.1113,27.419,24.3911,-4.29437,27.249427,24.668443
-1.6105,28.0904,23.1829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.0296,27.4306,24.3923,-4.191762,27.282364,24.674058
-1.5045,28.1028,23.1854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.9394,27.44,24.3974,-4.094354,27.310807,24.669311
-1.401,28.115,23.1815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.8297,27.482,24.4019,-3.998258,27.343029,24.674482
-1.3019,28.1423,23.1874,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.7333,27.4955,24.3998,-3.908047,27.367062,24.673331
-1.2036,28.1598,23.1835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.648,27.5044,24.3971,-3.802614,27.396069,24.669348
-1.0956,28.1647,23.175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.5474,27.5129,24.3976,-3.70318,27.404985,24.66454
-0.9947,28.1947,23.1706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.448,27.5304,24.3929,-3.610719,27.42367,24.661759
-0.8875,28.2281,23.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0798,20.4304,17.3688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.0028,28.5035,23.7883,NaN,NaN,NaN,-1.3366,27.5629,24.3844,-3.505039,27.430151,24.65686
-0.7732,28.2386,23.1528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0518,20.476,17.7613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.9322,28.6023,23.7882,NaN,NaN,NaN,-1.2255,27.5692,24.376,-3.39935,27.436623,24.651958
-0.6653,28.2524,23.1375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.8046,28.8922,23.7539,NaN,NaN,NaN,-1.1354,27.5735,24.3741,-3.298302,27.43929,24.646327
-0.5783,28.2849,23.1382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.6999,28.9293,23.7473,NaN,NaN,NaN,-1.0362,27.5798,24.3722,-3.194605,27.441115,24.642281
-0.4825,28.2938,23.1212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.5903,28.9714,23.7449,NaN,NaN,NaN,-0.9249,27.5817,24.3677,-3.091385,27.454444,24.637396
-0.4077,28.3178,23.1282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.4829,29.0067,23.74,NaN,NaN,NaN,-0.8139,27.5825,24.3637,-2.985628,27.454364,24.633758
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.3716,29.0423,23.7382,NaN,NaN,NaN,-0.7173,27.5669,24.3601,-2.886703,27.449912,24.627274
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.261,29.0819,23.7323,NaN,NaN,NaN,-0.6145,27.5619,24.357,-2.788335,27.452211,24.622593
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.1534,29.1366,23.7286,NaN,NaN,NaN,-0.5082,27.5561,24.3537,-2.6808,27.453376,24.613084
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.0426,29.173,23.7219,NaN,NaN,NaN,-0.3904,27.5456,24.3523,-2.582284,27.441091,24.611434
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.932,29.2297,23.7164,NaN,NaN,NaN,-0.2875,27.5335,24.3487,-2.479407,27.429308,24.602463
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7716,22.6641,21.0141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.8234,29.2777,23.7102,NaN,NaN,NaN,-0.1694,27.529,24.356,-2.370366,27.426404,24.597207
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7576,23.0184,21.1822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.7113,29.3344,23.7017,NaN,NaN,NaN,-0.0578,27.511,24.3609,-2.280093,27.404962,24.594864
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6543,23.2785,21.3469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.5982,29.3841,23.6956,NaN,NaN,NaN,0.037,27.5135,24.3747,-2.178194,27.40148,24.587631
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5608,23.721,21.5442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.4813,29.4471,23.6924,NaN,NaN,NaN,0.1586,27.4969,24.3689,-2.071285,27.384467,24.580828
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4811,24.0015,21.6554,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.374,29.5138,23.694,NaN,NaN,NaN,0.2509,27.4723,24.3786,-1.960678,27.376956,24.580996
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3931,24.3823,21.7755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.2347,29.4257,23.7085,NaN,NaN,NaN,0.3591,27.4664,24.3831,-1.862958,27.335788,24.574461
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3163,24.7157,21.8519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.1093,29.4904,23.7166,NaN,NaN,NaN,0.4769,27.4539,24.4032,-1.768445,27.341066,24.580193
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2562,25.1234,21.858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.9925,29.5127,23.7384,NaN,NaN,NaN,0.5875,27.4373,24.4205,-1.662012,27.305975,24.579195
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2366,25.3492,21.841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.8605,29.5656,23.7496,NaN,NaN,NaN,0.7199,27.4345,24.4093,-1.563769,27.308777,24.572015
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1658,25.7106,21.7378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.7388,29.6039,23.7562,NaN,NaN,NaN,0.8262,27.4121,24.4177,-1.46084,27.270525,24.564337
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1164,26.043,21.6208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.6305,29.6036,23.7667,NaN,NaN,NaN,0.9276,27.3871,24.4289,-1.358063,27.25118,24.563687
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.5283,29.6231,23.7877,NaN,NaN,NaN,1.0366,27.3768,24.4416,-1.264194,27.248653,24.563815
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.4123,29.7451,23.775,NaN,NaN,NaN,1.1406,27.3573,24.4407,-1.161394,27.220197,24.560204
NaN,NaN,NaN,NaN,NaN,NaN,4.0368,32.9447,22.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.3027,29.6798,23.7859,NaN,NaN,NaN,1.2636,27.3169,24.437,-1.059661,27.217499,24.55694
1.7993,28.4855,23.1108,NaN,NaN,NaN,4.1071,33.0676,22.6564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.158,29.2275,23.8218,NaN,NaN,NaN,1.3693,27.2989,24.4381,-0.956154,27.187325,24.548258
2.1571,28.3864,22.951,NaN,NaN,NaN,4.1935,33.2258,22.631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.1224,29.4403,23.8049,NaN,NaN,NaN,1.4661,27.269,24.4464,-0.859751,27.17151,24.541636
2.0236,28.423,23.1044,NaN,NaN,NaN,4.2429,33.3786,22.6147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5812,27.2428,24.4453,-0.754025,27.151074,24.535619
2.1224,28.3604,23.0962,NaN,NaN,NaN,4.3149,33.533,22.5825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.0565,31.2526,21.4709,NaN,NaN,NaN,NaN,NaN,NaN,1.6778,27.2169,24.4521,-0.657515,27.138909,24.534042
2.2622,28.5055,23.1624,NaN,NaN,NaN,4.3896,33.6906,22.5534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.0711,31.5545,21.6085,NaN,NaN,NaN,-6.5235,30.2023,23.7983,1.7614,27.1975,24.4587,-0.573157,27.122645,24.520615
2.3247,28.5228,23.2065,NaN,NaN,NaN,4.367,33.7239,22.5472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.068,31.8675,21.7382,NaN,NaN,NaN,-6.4748,30.2768,23.7659,1.8665,27.1709,24.4562,-0.475104,27.104951,24.517669
2.4234,28.3949,23.1443,NaN,NaN,NaN,4.4882,34.0194,22.4709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.0718,32.1229,21.8421,NaN,NaN,NaN,-6.3201,30.1211,23.7676,1.9656,27.14,24.4556,-0.374229,27.073255,24.509345
2.523,28.4668,23.1994,NaN,NaN,NaN,4.5388,34.1569,22.4349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.0857,32.3865,21.9381,NaN,NaN,NaN,-6.2405,30.0798,23.7399,2.0611,27.1232,24.4538,-0.277557,27.05535,24.503347
2.5968,28.345,23.1323,NaN,NaN,NaN,4.6166,34.3347,22.3659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.8879,33.1752,22.1436,-3.0728,32.5779,22.026,NaN,NaN,NaN,-6.1494,30.1053,23.753,2.1551,27.0814,24.4536,-0.178296,27.036959,24.493843
2.7556,28.4117,23.1962,NaN,NaN,NaN,4.6716,34.4122,22.2993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.462,32.0527,18.6696,NaN,NaN,NaN,-0.7762,33.4983,22.1607,-3.0484,32.6929,22.0747,NaN,NaN,NaN,-6.0951,30.039,23.6957,2.2381,27.0667,24.4532,-0.099106,27.020056,24.487826
2.8062,28.3423,23.1895,NaN,NaN,NaN,4.7074,34.5756,22.254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.5629,32.5142,18.5181,NaN,NaN,NaN,-0.8257,33.8002,22.3163,-2.953,32.944,22.1775,-3.2272,29.422,23.6619,-5.9992,29.9519,23.6723,2.3299,27.035,24.4523,-0.004585,26.978571,24.478083
2.8844,28.2243,23.126,NaN,NaN,NaN,4.7519,34.7399,22.1879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.6611,32.9821,18.3674,NaN,NaN,NaN,-0.8361,33.9002,22.2247,-2.9111,33.1447,22.2928,-3.1042,29.4153,23.6249,-5.9174,29.908,23.673,2.4223,27.0121,24.4434,0.090349,26.96699,24.474501
3.0081,28.1955,23.1258,NaN,NaN,NaN,4.8004,34.8392,22.1118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.752,33.4792,18.2263,NaN,NaN,NaN,-0.8377,33.9805,22.2725,-2.9093,33.3082,22.3233,-3.0393,29.3476,23.6039,-5.8368,29.9256,23.6308,2.5128,26.9885,24.4467,0.17583,26.936108,24.462265
3.1077,28.2178,23.1747,NaN,NaN,NaN,4.8396,34.8891,22.0307,NaN,NaN,NaN,1.3163,36.1918,16.8754,NaN,NaN,NaN,-1.8059,33.9473,18.0786,NaN,NaN,NaN,-0.664,34.046,22.2285,-2.8749,33.5333,22.336,-2.9525,29.3227,23.5867,-5.7448,29.8043,23.6282,2.604,26.9745,24.4422,0.274502,26.926366,24.45742
3.1977,28.2128,23.1686,NaN,NaN,NaN,4.896,35.0903,21.9108,2.5816,36.4281,19.3451,1.3488,36.5648,16.6612,-1.3547,35.9155,14.9983,-1.8532,34.4526,17.9354,NaN,NaN,NaN,-0.5924,34.1977,22.2115,-2.8212,33.578,22.3139,-2.8549,29.2794,23.5545,-5.6606,29.6494,23.5514,2.7082,26.9467,24.4341,0.365991,26.892082,24.449206
